arm,bar,rsi_kind,style,params,n_periods,start,end,years,cagr_pct,maxdd_pct,exc_spy,t_spy,exc_ew9,t_ew9,ann_turnover,pct_in_mkt,n_rebal,exc_spy_h1,exc_spy_h2,N,H,E,X
price,3M,wilder,乙,"E=30,X=55,H=2",103,2000-10-02,2026-07-01,25.74,7.6866,-43.2,-0.815,-0.512,-1.5285,-0.778,0.97,65.05,50.0,1.2047,-3.0226,,2.0,30.0,55.0
mult_raw,3M,wilder,乙,"E=30,X=55,H=2",103,2000-10-02,2026-07-01,25.74,8.5335,-43.894,0.032,0.066,-0.6815,-0.334,1.32,99.03,82.0,2.0289,-2.1524,,2.0,30.0,55.0
mult,3M,wilder,乙,"E=30,X=60,H=2",103,2000-10-02,2026-07-01,25.74,9.203,-41.019,0.7015,0.505,-0.012,0.073,1.2,99.03,80.0,1.968,-0.6948,,2.0,30.0,60.0
price,3M,wilder,乙,"E=30,X=60,H=2",103,2000-10-02,2026-07-01,25.74,5.6394,-52.433,-2.8621,-0.83,-3.5756,-1.154,0.98,66.99,51.0,1.1903,-7.2086,,2.0,30.0,60.0
mult_raw,3M,wilder,乙,"E=30,X=60,H=2",103,2000-10-02,2026-07-01,25.74,8.4233,-42.058,-0.0782,-0.09,-0.7917,-0.501,1.19,99.03,78.0,1.512,-1.8242,,2.0,30.0,60.0
mult,3M,wilder,乙,"E=30,X=65,H=2",103,2000-10-02,2026-07-01,25.74,9.1556,-41.459,0.6541,0.471,-0.0594,0.044,1.17,99.03,80.0,2.0055,-0.8344,,2.0,30.0,65.0
price,3M,wilder,乙,"E=30,X=65,H=2",103,2000-10-02,2026-07-01,25.74,6.3568,-52.433,-2.1447,-0.564,-2.8582,-0.857,1.03,68.93,52.0,1.8573,-6.4393,,2.0,30.0,65.0
mult_raw,3M,wilder,乙,"E=30,X=65,H=2",103,2000-10-02,2026-07-01,25.74,8.4141,-42.067,-0.0875,-0.091,-0.801,-0.506,1.14,99.03,78.0,1.4454,-1.7714,,2.0,30.0,65.0
mult,3M,wilder,乙,"E=30,X=70,H=2",103,2000-10-02,2026-07-01,25.74,8.9397,-41.47,0.4382,0.306,-0.2753,-0.125,1.06,99.03,77.0,1.8698,-1.1369,,2.0,30.0,70.0
price,3M,wilder,乙,"E=30,X=70,H=2",103,2000-10-02,2026-07-01,25.74,7.3556,-52.433,-1.1459,-0.168,-1.8594,-0.426,1.08,71.84,55.0,3.7416,-6.3482,,2.0,30.0,70.0
mult_raw,3M,wilder,乙,"E=30,X=70,H=2",103,2000-10-02,2026-07-01,25.74,8.5536,-42.058,0.052,0.01,-0.6615,-0.416,1.12,99.03,76.0,1.3906,-1.4214,,2.0,30.0,70.0
mult,3M,wilder,乙,"E=30,X=75,H=2",103,2000-10-02,2026-07-01,25.74,9.2187,-41.47,0.7172,0.522,0.0037,0.068,1.0,99.03,73.0,1.9524,-0.6452,,2.0,30.0,75.0
price,3M,wilder,乙,"E=30,X=75,H=2",103,2000-10-02,2026-07-01,25.74,8.3348,-52.483,-0.1667,0.21,-0.8802,-0.012,1.08,74.76,56.0,5.0567,-5.7094,,2.0,30.0,75.0
mult_raw,3M,wilder,乙,"E=30,X=75,H=2",103,2000-10-02,2026-07-01,25.74,8.4456,-41.459,-0.0559,-0.049,-0.7694,-0.483,1.03,99.03,72.0,1.8095,-2.0988,,2.0,30.0,75.0
mult,3M,wilder,乙,"E=30,X=80,H=2",103,2000-10-02,2026-07-01,25.74,9.8908,-42.964,1.3893,1.104,0.6758,0.574,0.97,100.0,73.0,2.4714,0.1925,,2.0,30.0,80.0
price,3M,wilder,乙,"E=30,X=80,H=2",103,2000-10-02,2026-07-01,25.74,8.2609,-52.5,-0.2406,0.208,-0.9541,-0.023,1.05,76.7,56.0,3.1973,-3.9498,,2.0,30.0,80.0
mult_raw,3M,wilder,乙,"E=30,X=80,H=2",103,2000-10-02,2026-07-01,25.74,9.1809,-41.47,0.6794,0.499,-0.0341,0.074,0.97,99.03,72.0,2.1353,-0.9224,,2.0,30.0,80.0
mult,3M,wilder,乙,"E=30,X=85,H=2",103,2000-10-02,2026-07-01,25.74,8.8915,-42.397,0.39,0.242,-0.3235,-0.332,0.78,100.0,69.0,2.2936,-1.6945,,2.0,30.0,85.0
price,3M,wilder,乙,"E=30,X=85,H=2",103,2000-10-02,2026-07-01,25.74,6.9777,-52.518,-1.5238,-0.244,-2.2373,-0.528,0.97,82.52,52.0,0.5959,-3.8377,,2.0,30.0,85.0
mult_raw,3M,wilder,乙,"E=30,X=85,H=2",103,2000-10-02,2026-07-01,25.74,8.2824,-43.029,-0.2191,-0.328,-0.9326,-1.089,0.79,99.03,70.0,1.9699,-2.6088,,2.0,30.0,85.0
mult,3M,wilder,乙,"E=30,X=90,H=2",103,2000-10-02,2026-07-01,25.74,8.9912,-43.283,0.4896,0.268,-0.2239,-0.367,0.59,100.0,65.0,2.6011,-1.818,,2.0,30.0,90.0
price,3M,wilder,乙,"E=30,X=90,H=2",103,2000-10-02,2026-07-01,25.74,9.8946,-43.2,1.3931,0.78,0.6795,0.638,0.89,90.29,49.0,1.2045,1.5991,,2.0,30.0,90.0
mult_raw,3M,wilder,乙,"E=30,X=90,H=2",103,2000-10-02,2026-07-01,25.74,8.9266,-42.849,0.4251,0.184,-0.2884,-0.51,0.6,100.0,61.0,2.7646,-2.1259,,2.0,30.0,90.0
mult,3M,wilder,乙,"E=30,X=95,H=2",103,2000-10-02,2026-07-01,25.74,8.6309,-41.952,0.1294,-0.027,-0.5841,-0.795,0.39,100.0,54.0,2.7076,-2.6752,,2.0,30.0,95.0
price,3M,wilder,乙,"E=30,X=95,H=2",103,2000-10-02,2026-07-01,25.74,10.1229,-43.2,1.6214,0.869,0.9079,0.734,0.68,93.2,48.0,1.8874,1.321,,2.0,30.0,95.0
mult_raw,3M,wilder,乙,"E=30,X=95,H=2",103,2000-10-02,2026-07-01,25.74,9.0087,-43.291,0.5072,0.352,-0.2063,-0.347,0.38,100.0,50.0,3.0615,-2.2724,,2.0,30.0,95.0
mult,3M,wilder,乙,"E=35,X=50,H=2",103,2000-10-02,2026-07-01,25.74,10.17,-41.459,1.6685,1.046,0.955,0.717,1.31,98.06,84.0,3.8956,-0.764,,2.0,35.0,50.0
price,3M,wilder,乙,"E=35,X=50,H=2",103,2000-10-02,2026-07-01,25.74,7.4408,-49.794,-1.0607,-0.669,-1.7742,-0.965,1.03,67.96,54.0,1.0691,-3.3861,,2.0,35.0,50.0
mult_raw,3M,wilder,乙,"E=35,X=50,H=2",103,2000-10-02,2026-07-01,25.74,8.9364,-43.326,0.4348,0.399,-0.2787,0.03,1.35,99.03,88.0,2.8774,-2.226,,2.0,35.0,50.0
mult,3M,wilder,乙,"E=35,X=55,H=2",103,2000-10-02,2026-07-01,25.74,9.4152,-41.459,0.9136,0.597,0.2001,0.211,1.26,99.03,84.0,2.6649,-1.0077,,2.0,35.0,55.0
price,3M,wilder,乙,"E=35,X=55,H=2",103,2000-10-02,2026-07-01,25.74,7.6905,-49.794,-0.8111,-0.567,-1.5246,-0.856,1.04,68.93,56.0,0.9242,-2.7127,,2.0,35.0,55.0
mult_raw,3M,wilder,乙,"E=35,X=55,H=2",103,2000-10-02,2026-07-01,25.74,8.7112,-43.326,0.2097,0.177,-0.5038,-0.227,1.35,99.03,88.0,2.2833,-2.0569,,2.0,35.0,55.0
mult,3M,wilder,乙,"E=35,X=60,H=2",103,2000-10-02,2026-07-01,25.74,9.3344,-41.019,0.8329,0.579,0.1194,0.155,1.18,99.03,81.0,2.386,-0.8744,,2.0,35.0,60.0
price,3M,wilder,乙,"E=35,X=60,H=2",103,2000-10-02,2026-07-01,25.74,5.5883,-52.433,-2.9133,-0.902,-3.6268,-1.262,1.05,70.87,55.0,0.8023,-6.9106,,2.0,35.0,60.0
mult_raw,3M,wilder,乙,"E=35,X=60,H=2",103,2000-10-02,2026-07-01,25.74,8.7275,-41.814,0.226,0.126,-0.4875,-0.295,1.23,99.03,82.0,1.8623,-1.5703,,2.0,35.0,60.0
mult,3M,wilder,乙,"E=35,X=65,H=2",103,2000-10-02,2026-07-01,25.74,9.2747,-41.459,0.7732,0.535,0.0597,0.115,1.15,99.03,80.0,2.404,-1.0181,,2.0,35.0,65.0
price,3M,wilder,乙,"E=35,X=65,H=2",103,2000-10-02,2026-07-01,25.74,6.2103,-52.433,-2.2912,-0.678,-3.0047,-1.006,1.09,72.82,56.0,1.435,-6.2999,,2.0,35.0,65.0
mult_raw,3M,wilder,乙,"E=35,X=65,H=2",103,2000-10-02,2026-07-01,25.74,8.6758,-41.814,0.1743,0.091,-0.5392,-0.335,1.16,99.03,81.0,1.7366,-1.5419,,2.0,35.0,65.0
mult,3M,wilder,乙,"E=35,X=70,H=2",103,2000-10-02,2026-07-01,25.74,9.044,-41.47,0.5424,0.361,-0.1711,-0.075,1.04,99.03,75.0,2.2375,-1.3177,,2.0,35.0,70.0
price,3M,wilder,乙,"E=35,X=70,H=2",103,2000-10-02,2026-07-01,25.74,7.7455,-52.433,-0.756,-0.047,-1.4695,-0.289,1.11,75.73,59.0,3.3227,-5.1302,,2.0,35.0,70.0
mult_raw,3M,wilder,乙,"E=35,X=70,H=2",103,2000-10-02,2026-07-01,25.74,8.8609,-41.814,0.3594,0.233,-0.3541,-0.2,1.13,99.03,77.0,1.7722,-1.1953,,2.0,35.0,70.0
mult,3M,wilder,乙,"E=35,X=75,H=2",103,2000-10-02,2026-07-01,25.74,9.3294,-41.47,0.8279,0.581,0.1144,0.137,0.98,99.03,71.0,2.3323,-0.8267,,2.0,35.0,75.0
price,3M,wilder,乙,"E=35,X=75,H=2",103,2000-10-02,2026-07-01,25.74,7.7861,-52.483,-0.7154,-0.026,-1.4289,-0.267,1.09,76.7,57.0,3.9656,-5.7075,,2.0,35.0,75.0
mult_raw,3M,wilder,乙,"E=35,X=75,H=2",103,2000-10-02,2026-07-01,25.74,8.7575,-40.935,0.2559,0.18,-0.4576,-0.255,1.02,99.03,72.0,2.2216,-1.8951,,2.0,35.0,75.0
mult,3M,wilder,乙,"E=35,X=80,H=2",103,2000-10-02,2026-07-01,25.74,9.9596,-42.964,1.458,1.125,0.7445,0.64,0.93,100.0,69.0,2.8388,-0.0638,,2.0,35.0,80.0
price,3M,wilder,乙,"E=35,X=80,H=2",103,2000-10-02,2026-07-01,25.74,7.5324,-52.5,-0.9692,-0.104,-1.6827,-0.37,1.03,78.64,57.0,1.7743,-3.9479,,2.0,35.0,80.0
mult_raw,3M,wilder,乙,"E=35,X=80,H=2",103,2000-10-02,2026-07-01,25.74,9.4788,-40.945,0.9773,0.731,0.2638,0.322,0.96,99.03,73.0,2.5186,-0.7176,,2.0,35.0,80.0
mult,3M,wilder,乙,"E=35,X=85,H=2",103,2000-10-02,2026-07-01,25.74,9.1015,-42.397,0.5999,0.427,-0.1136,-0.136,0.76,100.0,66.0,2.667,-1.6602,,2.0,35.0,85.0
price,3M,wilder,乙,"E=35,X=85,H=2",103,2000-10-02,2026-07-01,25.74,6.7375,-52.518,-1.764,-0.384,-2.4775,-0.721,0.95,84.47,52.0,0.0478,-3.7467,,2.0,35.0,85.0
mult_raw,3M,wilder,乙,"E=35,X=85,H=2",103,2000-10-02,2026-07-01,25.74,8.5959,-42.853,0.0944,-0.048,-0.6191,-0.731,0.79,99.03,71.0,2.2198,-2.2276,,2.0,35.0,85.0
mult,3M,wilder,乙,"E=35,X=90,H=2",103,2000-10-02,2026-07-01,25.74,9.289,-43.283,0.7875,0.538,0.074,-0.027,0.58,100.0,62.0,3.0442,-1.6756,,2.0,35.0,90.0
price,3M,wilder,乙,"E=35,X=90,H=2",103,2000-10-02,2026-07-01,25.74,9.6456,-49.794,1.1441,0.609,0.4306,0.472,0.87,91.26,51.0,0.6591,1.6832,,2.0,35.0,90.0
mult_raw,3M,wilder,乙,"E=35,X=90,H=2",103,2000-10-02,2026-07-01,25.74,9.1445,-42.849,0.643,0.402,-0.0705,-0.199,0.61,100.0,63.0,2.8731,-1.7916,,2.0,35.0,90.0
mult,3M,wilder,乙,"E=35,X=95,H=2",103,2000-10-02,2026-07-01,25.74,8.7583,-41.952,0.2568,0.117,-0.4567,-0.666,0.37,100.0,52.0,3.0883,-2.816,,2.0,35.0,95.0
price,3M,wilder,乙,"E=35,X=95,H=2",103,2000-10-02,2026-07-01,25.74,9.6189,-49.794,1.1174,0.594,0.4039,0.434,0.67,94.17,50.0,1.0911,1.1431,,2.0,35.0,95.0
mult_raw,3M,wilder,乙,"E=35,X=95,H=2",103,2000-10-02,2026-07-01,25.74,9.1064,-43.291,0.6048,0.46,-0.1087,-0.195,0.39,100.0,52.0,3.124,-2.1375,,2.0,35.0,95.0
mult,3M,wilder,乙,"E=40,X=50,H=2",103,2000-10-02,2026-07-01,25.74,10.4118,-40.097,1.9103,1.243,1.1968,0.917,1.27,98.06,87.0,4.7448,-1.1669,,2.0,40.0,50.0
price,3M,wilder,乙,"E=40,X=50,H=2",103,2000-10-02,2026-07-01,25.74,7.0025,-49.794,-1.4991,-0.885,-2.2126,-1.212,1.11,71.84,59.0,0.7906,-3.9948,,2.0,40.0,50.0
mult_raw,3M,wilder,乙,"E=40,X=50,H=2",103,2000-10-02,2026-07-01,25.74,8.9626,-42.764,0.4611,0.426,-0.2524,0.017,1.36,100.0,92.0,3.4284,-2.7551,,2.0,40.0,50.0
mult,3M,wilder,乙,"E=40,X=55,H=2",103,2000-10-02,2026-07-01,25.74,9.7542,-40.097,1.2526,0.866,0.5391,0.474,1.23,99.03,87.0,3.6665,-1.3784,,2.0,40.0,55.0
price,3M,wilder,乙,"E=40,X=55,H=2",103,2000-10-02,2026-07-01,25.74,7.2281,-49.794,-1.2735,-0.796,-1.987,-1.116,1.11,72.82,60.0,0.6392,-3.3655,,2.0,40.0,55.0
mult_raw,3M,wilder,乙,"E=40,X=55,H=2",103,2000-10-02,2026-07-01,25.74,8.8638,-42.764,0.3623,0.294,-0.3512,-0.146,1.34,100.0,92.0,2.976,-2.4802,,2.0,40.0,55.0
mult,3M,wilder,乙,"E=40,X=60,H=2",103,2000-10-02,2026-07-01,25.74,9.6005,-40.238,1.0989,0.817,0.3854,0.373,1.18,99.03,87.0,3.2454,-1.2468,,2.0,40.0,60.0
price,3M,wilder,乙,"E=40,X=60,H=2",103,2000-10-02,2026-07-01,25.74,5.1451,-52.433,-3.3564,-1.106,-4.0699,-1.515,1.12,74.76,59.0,0.5376,-7.5389,,2.0,40.0,60.0
mult_raw,3M,wilder,乙,"E=40,X=60,H=2",103,2000-10-02,2026-07-01,25.74,8.9057,-41.239,0.4042,0.264,-0.3093,-0.209,1.2,100.0,85.0,2.5288,-1.9173,,2.0,40.0,60.0
mult,3M,wilder,乙,"E=40,X=65,H=2",103,2000-10-02,2026-07-01,25.74,9.5606,-40.097,1.0591,0.782,0.3456,0.345,1.14,99.03,85.0,3.3023,-1.3899,,2.0,40.0,65.0
price,3M,wilder,乙,"E=40,X=65,H=2",103,2000-10-02,2026-07-01,25.74,5.8098,-52.433,-2.6918,-0.861,-3.4053,-1.229,1.17,76.7,62.0,1.1906,-6.8623,,2.0,40.0,65.0
mult_raw,3M,wilder,乙,"E=40,X=65,H=2",103,2000-10-02,2026-07-01,25.74,8.8304,-41.239,0.3288,0.204,-0.3847,-0.272,1.14,100.0,85.0,2.3554,-1.8876,,2.0,40.0,65.0
mult,3M,wilder,乙,"E=40,X=70,H=2",103,2000-10-02,2026-07-01,25.74,9.476,-40.107,0.9744,0.727,0.2609,0.271,1.03,99.03,81.0,3.2112,-1.4676,,2.0,40.0,70.0
price,3M,wilder,乙,"E=40,X=70,H=2",103,2000-10-02,2026-07-01,25.74,7.3915,-52.433,-1.1101,-0.192,-1.8236,-0.469,1.19,80.58,64.0,2.9958,-5.5121,,2.0,40.0,70.0
mult_raw,3M,wilder,乙,"E=40,X=70,H=2",103,2000-10-02,2026-07-01,25.74,8.9564,-41.239,0.4549,0.312,-0.2586,-0.168,1.12,100.0,82.0,2.3668,-1.6386,,2.0,40.0,70.0
mult,3M,wilder,乙,"E=40,X=75,H=2",103,2000-10-02,2026-07-01,25.74,9.6014,-40.107,1.0998,0.838,0.3863,0.378,0.99,99.03,77.0,3.0789,-1.0666,,2.0,40.0,75.0
price,3M,wilder,乙,"E=40,X=75,H=2",103,2000-10-02,2026-07-01,25.74,7.1052,-52.483,-1.3963,-0.298,-2.1098,-0.589,1.18,81.55,65.0,2.8153,-5.9072,,2.0,40.0,75.0
mult_raw,3M,wilder,乙,"E=40,X=75,H=2",103,2000-10-02,2026-07-01,25.74,8.8535,-40.351,0.3519,0.252,-0.3616,-0.219,1.03,100.0,77.0,2.6368,-2.1408,,2.0,40.0,75.0
mult,3M,wilder,乙,"E=40,X=80,H=2",103,2000-10-02,2026-07-01,25.74,10.0187,-42.665,1.5172,1.206,0.8037,0.714,0.94,100.0,75.0,3.4457,-0.5955,,2.0,40.0,80.0
price,3M,wilder,乙,"E=40,X=80,H=2",103,2000-10-02,2026-07-01,25.74,6.9515,-52.5,-1.5501,-0.342,-2.2636,-0.656,1.1,82.52,64.0,1.1994,-4.5347,,2.0,40.0,80.0
mult_raw,3M,wilder,乙,"E=40,X=80,H=2",103,2000-10-02,2026-07-01,25.74,9.4661,-40.361,0.9645,0.76,0.251,0.312,0.96,100.0,78.0,2.9579,-1.2171,,2.0,40.0,80.0
mult,3M,wilder,乙,"E=40,X=85,H=2",103,2000-10-02,2026-07-01,25.74,9.2613,-42.048,0.7597,0.58,0.0462,0.019,0.75,100.0,69.0,3.2577,-1.9602,,2.0,40.0,85.0
price,3M,wilder,乙,"E=40,X=85,H=2",103,2000-10-02,2026-07-01,25.74,6.4903,-52.518,-2.0112,-0.498,-2.7247,-0.86,1.01,87.38,59.0,-0.4665,-3.7049,,2.0,40.0,85.0
mult_raw,3M,wilder,乙,"E=40,X=85,H=2",103,2000-10-02,2026-07-01,25.74,8.6667,-42.427,0.1652,0.011,-0.5483,-0.71,0.79,100.0,74.0,2.5909,-2.4774,,2.0,40.0,85.0
mult,3M,wilder,乙,"E=40,X=90,H=2",103,2000-10-02,2026-07-01,25.74,9.3893,-43.283,0.8877,0.655,0.1742,0.107,0.58,100.0,65.0,3.4776,-1.9299,,2.0,40.0,90.0
price,3M,wilder,乙,"E=40,X=90,H=2",103,2000-10-02,2026-07-01,25.74,9.4594,-49.794,0.9579,0.53,0.2444,0.379,0.94,94.17,58.0,0.303,1.6891,,2.0,40.0,90.0
mult_raw,3M,wilder,乙,"E=40,X=90,H=2",103,2000-10-02,2026-07-01,25.74,9.2006,-42.423,0.6991,0.478,-0.0144,-0.13,0.59,100.0,65.0,2.9768,-1.7864,,2.0,40.0,90.0
mult,3M,wilder,乙,"E=40,X=95,H=2",103,2000-10-02,2026-07-01,25.74,8.8953,-41.952,0.3938,0.268,-0.3197,-0.503,0.37,100.0,52.0,3.3024,-2.7605,,2.0,40.0,95.0
price,3M,wilder,乙,"E=40,X=95,H=2",103,2000-10-02,2026-07-01,25.74,9.761,-49.794,1.2595,0.654,0.546,0.509,0.68,95.15,52.0,1.0812,1.4544,,2.0,40.0,95.0
mult_raw,3M,wilder,乙,"E=40,X=95,H=2",103,2000-10-02,2026-07-01,25.74,8.9764,-42.869,0.4749,0.326,-0.2386,-0.427,0.39,100.0,52.0,3.2423,-2.5303,,2.0,40.0,95.0
mult,3M,simple,甲,"N=1,H=1",103,2000-10-02,2026-07-01,25.74,12.3521,-44.579,3.8506,1.648,3.137,1.551,2.54,100.0,66.0,7.8734,-0.4671,1.0,1.0,,
price,3M,simple,甲,"N=1,H=1",103,2000-10-02,2026-07-01,25.74,9.0101,-54.389,0.5085,0.649,-0.205,0.528,2.78,100.0,72.0,7.1421,-6.4397,1.0,1.0,,
mult_raw,3M,simple,甲,"N=1,H=1",103,2000-10-02,2026-07-01,25.74,11.7034,-39.326,3.2019,1.411,2.4884,1.315,2.39,100.0,62.0,6.9588,-0.8405,1.0,1.0,,
mult,3M,simple,甲,"N=2,H=1",103,2000-10-02,2026-07-01,25.74,12.8134,-39.377,4.3119,2.21,3.5984,2.165,2.18,100.0,103.0,8.6277,-0.3072,2.0,1.0,,
price,3M,simple,甲,"N=2,H=1",103,2000-10-02,2026-07-01,25.74,7.8298,-57.603,-0.6717,0.061,-1.3852,-0.209,2.27,100.0,103.0,-0.0974,-1.307,2.0,1.0,,
mult_raw,3M,simple,甲,"N=2,H=1",103,2000-10-02,2026-07-01,25.74,13.0721,-35.596,4.5706,2.279,3.8571,2.396,2.2,100.0,103.0,8.4327,0.4188,2.0,1.0,,
mult,3M,simple,甲,"N=3,H=1",103,2000-10-02,2026-07-01,25.74,10.6875,-41.869,2.1859,1.458,1.4724,1.162,1.85,100.0,103.0,5.0307,-0.9023,3.0,1.0,,
price,3M,simple,甲,"N=3,H=1",103,2000-10-02,2026-07-01,25.74,9.4407,-50.932,0.9392,0.827,0.2257,0.575,1.81,100.0,103.0,2.3689,-0.6347,3.0,1.0,,
mult_raw,3M,simple,甲,"N=3,H=1",103,2000-10-02,2026-07-01,25.74,10.9901,-39.807,2.4886,1.602,1.7751,1.211,1.86,100.0,103.0,4.7034,0.0683,3.0,1.0,,
mult,3M,simple,乙,"E=5,X=50,H=1",103,2000-10-02,2026-07-01,25.74,10.67,-46.099,2.1684,1.097,1.4549,0.768,1.69,93.2,88.0,3.7161,0.4648,,1.0,5.0,50.0
price,3M,simple,乙,"E=5,X=50,H=1",103,2000-10-02,2026-07-01,25.74,2.4495,-52.433,-6.052,-2.206,-6.7655,-2.695,1.13,60.19,54.0,-0.5279,-11.8974,,1.0,5.0,50.0
mult_raw,3M,simple,乙,"E=5,X=50,H=1",103,2000-10-02,2026-07-01,25.74,9.0616,-40.821,0.5601,0.385,-0.1534,0.081,1.65,95.15,83.0,4.0743,-3.2292,,1.0,5.0,50.0
mult,3M,simple,乙,"E=5,X=55,H=1",103,2000-10-02,2026-07-01,25.74,10.7942,-46.099,2.2927,1.157,1.5792,0.8,1.66,93.2,87.0,3.2248,1.2578,,1.0,5.0,55.0
price,3M,simple,乙,"E=5,X=55,H=1",103,2000-10-02,2026-07-01,25.74,2.5306,-52.433,-5.9709,-2.175,-6.6844,-2.656,1.15,61.17,56.0,-0.3297,-11.9337,,1.0,5.0,55.0
mult_raw,3M,simple,乙,"E=5,X=55,H=1",103,2000-10-02,2026-07-01,25.74,9.5189,-40.821,1.0174,0.547,0.3039,0.232,1.58,95.15,82.0,3.8363,-2.0426,,1.0,5.0,55.0
mult,3M,simple,乙,"E=5,X=60,H=1",103,2000-10-02,2026-07-01,25.74,10.6051,-42.106,2.1035,1.117,1.39,0.727,1.56,93.2,89.0,3.2616,0.8226,,1.0,5.0,60.0
price,3M,simple,乙,"E=5,X=60,H=1",103,2000-10-02,2026-07-01,25.74,5.0486,-52.433,-3.4529,-0.956,-4.1664,-1.293,1.21,65.05,58.0,0.4056,-7.5985,,1.0,5.0,60.0
mult_raw,3M,simple,乙,"E=5,X=60,H=1",103,2000-10-02,2026-07-01,25.74,9.7133,-40.821,1.2118,0.655,0.4983,0.345,1.61,96.12,84.0,4.014,-1.8308,,1.0,5.0,60.0
mult,3M,simple,乙,"E=5,X=65,H=1",103,2000-10-02,2026-07-01,25.74,10.3505,-42.106,1.849,0.947,1.1355,0.578,1.51,93.2,89.0,3.2276,0.329,,1.0,5.0,65.0
price,3M,simple,乙,"E=5,X=65,H=1",103,2000-10-02,2026-07-01,25.74,5.726,-52.433,-2.7755,-0.705,-3.489,-0.996,1.21,66.02,57.0,0.5588,-6.3751,,1.0,5.0,65.0
mult_raw,3M,simple,乙,"E=5,X=65,H=1",103,2000-10-02,2026-07-01,25.74,9.8283,-40.821,1.3267,0.729,0.6132,0.413,1.57,96.12,81.0,3.8308,-1.4003,,1.0,5.0,65.0
mult,3M,simple,乙,"E=5,X=70,H=1",103,2000-10-02,2026-07-01,25.74,10.3354,-42.106,1.8339,0.937,1.1204,0.574,1.49,93.2,89.0,3.3036,0.2152,,1.0,5.0,70.0
price,3M,simple,乙,"E=5,X=70,H=1",103,2000-10-02,2026-07-01,25.74,5.0996,-52.433,-3.402,-0.903,-4.1155,-1.215,1.16,66.99,56.0,-0.2956,-6.7619,,1.0,5.0,70.0
mult_raw,3M,simple,乙,"E=5,X=70,H=1",103,2000-10-02,2026-07-01,25.74,9.5305,-40.821,1.029,0.583,0.3155,0.259,1.53,96.12,81.0,3.3566,-1.51,,1.0,5.0,70.0
mult,3M,simple,乙,"E=5,X=75,H=1",103,2000-10-02,2026-07-01,25.74,10.4075,-42.106,1.906,0.99,1.1925,0.622,1.47,94.17,88.0,3.7817,-0.1505,,1.0,5.0,75.0
price,3M,simple,乙,"E=5,X=75,H=1",103,2000-10-02,2026-07-01,25.74,4.8468,-52.433,-3.6547,-1.015,-4.3682,-1.361,1.1,66.99,56.0,-0.0189,-7.5687,,1.0,5.0,75.0
mult_raw,3M,simple,乙,"E=5,X=75,H=1",103,2000-10-02,2026-07-01,25.74,9.6816,-40.821,1.1801,0.694,0.4666,0.356,1.48,97.09,82.0,3.1061,-0.9295,,1.0,5.0,75.0
mult,3M,simple,乙,"E=5,X=80,H=1",103,2000-10-02,2026-07-01,25.74,9.9722,-49.064,1.4707,0.733,0.7572,0.387,1.46,95.15,88.0,3.0501,-0.266,,1.0,5.0,80.0
price,3M,simple,乙,"E=5,X=80,H=1",103,2000-10-02,2026-07-01,25.74,4.8381,-52.433,-3.6635,-1.018,-4.377,-1.365,1.1,66.99,56.0,-0.0094,-7.5965,,1.0,5.0,80.0
mult_raw,3M,simple,乙,"E=5,X=80,H=1",103,2000-10-02,2026-07-01,25.74,9.3212,-43.881,0.8197,0.489,0.1062,0.127,1.41,98.06,80.0,2.4623,-0.9843,,1.0,5.0,80.0
mult,3M,simple,乙,"E=5,X=85,H=1",103,2000-10-02,2026-07-01,25.74,9.726,-46.027,1.2245,0.641,0.511,0.271,1.44,96.12,86.0,2.5943,-0.285,,1.0,5.0,85.0
price,3M,simple,乙,"E=5,X=85,H=1",103,2000-10-02,2026-07-01,25.74,4.4754,-53.263,-4.0261,-1.134,-4.7396,-1.488,1.04,70.87,53.0,-0.0094,-8.3353,,1.0,5.0,85.0
mult_raw,3M,simple,乙,"E=5,X=85,H=1",103,2000-10-02,2026-07-01,25.74,9.0293,-43.871,0.5278,0.296,-0.1857,-0.086,1.34,98.06,79.0,2.2553,-1.3674,,1.0,5.0,85.0
mult,3M,simple,乙,"E=5,X=90,H=1",103,2000-10-02,2026-07-01,25.74,9.3845,-46.027,0.8829,0.511,0.1694,0.121,1.38,96.12,85.0,2.505,-0.899,,1.0,5.0,90.0
price,3M,simple,乙,"E=5,X=90,H=1",103,2000-10-02,2026-07-01,25.74,4.6435,-53.263,-3.8581,-1.053,-4.5716,-1.419,1.04,71.84,55.0,0.0688,-8.0744,,1.0,5.0,90.0
mult_raw,3M,simple,乙,"E=5,X=90,H=1",103,2000-10-02,2026-07-01,25.74,9.0956,-43.871,0.5941,0.296,-0.1194,-0.114,1.28,100.0,77.0,2.8149,-1.8306,,1.0,5.0,90.0
mult,3M,simple,乙,"E=5,X=95,H=1",103,2000-10-02,2026-07-01,25.74,9.1476,-46.027,0.6461,0.348,-0.0674,-0.038,1.29,96.12,82.0,2.0526,-0.9022,,1.0,5.0,95.0
price,3M,simple,乙,"E=5,X=95,H=1",103,2000-10-02,2026-07-01,25.74,4.6879,-53.263,-3.8136,-1.036,-4.5271,-1.399,1.03,71.84,53.0,0.0954,-8.0114,,1.0,5.0,95.0
