ym,cs_std_pp,max_minus_min_pp
2017-08,2.704373777294729,8.668884559980272
2017-09,3.4730145853926295,11.787928563221406
2017-10,2.6619696322187125,8.12193329956612
2017-11,1.622568428478438,4.736409645475659
2017-12,3.239345800243556,11.439206826169867
2018-01,3.3460758408977678,11.310732656176636
2018-02,3.2141706587034857,11.237971658138413
2018-03,2.8677948979318146,8.187939584344829
2018-04,3.8462203269455353,13.579052724247276
2018-05,2.8387497033509312,9.006394238396087
2018-06,2.98078151807748,8.504435604718786
2018-07,2.4834530563576767,6.8615591589539005
2018-08,2.6608610548435654,7.532258219359578
2018-09,1.9341229430765723,5.258507224658404
2018-10,5.320049282228452,14.018682118448943
2018-11,2.289216520068934,7.305874105449162
2018-12,3.306779302406404,11.68800698836
2019-01,3.51864116579325,10.774617056086822
2019-02,2.2279239132377757,6.119965916212022
2019-03,2.433911010112617,7.566687492465995
2019-04,3.514562593466501,11.39164886092403
2019-05,3.517190475604969,10.353886009648349
2019-06,2.8442040530984403,9.145283790174119
2019-07,1.884342902155021,5.9677171044993145
2019-08,3.984628843472745,14.03633416052058
2019-09,1.7714101806545521,5.250660097968707
2019-10,2.3141331335751074,7.34713743190567
2019-11,2.405422940340633,7.457958278932986
2019-12,1.6297461932984807,5.8497371508052565
2020-01,5.314543259229666,18.433212978727585
2020-02,2.3106869475194585,7.542788494161257
2020-03,9.52213799412596,30.75060866795335
2020-04,7.491313209536875,26.02907169069171
2020-05,2.6786847704361705,7.737657189715663
2020-06,3.4480576969847596,12.081424841722676
2020-07,4.108061941700688,12.841549413001818
2020-08,4.748982124799679,14.219052154772282
2020-09,5.204170134558277,17.152923918937326
2020-10,3.222221671466747,11.801871489254378
2020-11,8.32814351830134,29.657052702815466
2020-12,1.8556869440816322,5.1894487713218584
2021-01,2.640977844582844,8.346731051240264
2021-02,9.086465398721963,29.686411805353764
2021-03,2.8829649193397966,8.222635316362314
2021-04,1.8818089493636188,6.178893784806938
2021-05,3.5247935143281452,9.911739869779801
2021-06,4.0476674190617645,11.861763592600704
2021-07,4.657383701954703,15.568785554629283
2021-08,2.0046407672520417,6.679635235759884
2021-09,5.133842421469019,16.48428094097232
2021-10,2.920183351512024,8.94416141575749
2021-11,3.1794873894364244,10.264571711779846
2021-12,3.381759784828521,8.296271423581004
2022-01,8.270909182493645,28.934778007073227
2022-02,4.003007341619144,14.03187239075635
2022-03,2.8877040252799615,8.96117346505012
2022-04,4.948837451799174,15.531487723991654
2022-05,6.684362314125747,22.839509737207564
2022-06,5.101980522161479,14.6590067704508
2022-07,5.055650316993792,15.644731616614349
2022-08,2.9892189523380477,9.176300609839528
2022-09,2.61802736559966,8.723120060090285
2022-10,6.271057694460031,21.749923676290805
2022-11,3.3929023133901963,10.655582043167943
2022-12,3.1087178173194676,10.0142737488233
2023-01,5.565912647060397,16.89006103216475
2023-02,2.398247695550651,6.953819601388023
2023-03,5.3028539582297665,19.359718974477413
2023-04,2.209892196668266,6.167381880641177
2023-05,5.3718403859918435,17.33137568828712
2023-06,4.020370038199713,12.258885116991468
2023-07,1.9043517621097146,6.285839839030349
2023-08,2.4228423135294355,8.702392657469204
2023-09,2.5982839790569967,8.167520340046163
2023-10,2.205016911718317,7.0433395104806396
2023-11,4.227809850979021,13.8621962990097
2023-12,1.9601715550370504,5.352307274054957
2024-01,2.918256785539339,8.198337888644048
2024-02,1.9949208238202443,6.120077203914387
2024-03,3.2125169307382655,9.891335486089003
2024-04,2.516443663943441,8.093120402244114
2024-05,3.2371121321521796,9.332027966977108
2024-06,3.538912754932883,11.577059505734832
2024-07,3.059965226645844,10.041117687044421
2024-08,3.0169056794739313,9.259281992602586
2024-09,3.441585279994113,9.84395036123944
2024-10,2.6562762614244284,7.541750726137564
2024-11,3.8384687158394715,11.731659290296859
2024-12,3.7493159892806855,10.877899210387243
2025-01,2.812182442515931,9.27883124301121
2025-02,2.8095071435784917,9.813094598286154
2025-03,4.0876866931062805,12.269560797607204
2025-04,5.36923411670612,18.937170749501895
2025-05,3.952695171506035,12.923255981829286
2025-06,3.0368812271852663,10.965756487181256
2025-07,2.445070353599686,7.709703270055779
2025-08,2.777964266608153,7.506030616037263
2025-09,3.675210361847618,11.520938841861705
2025-10,3.7758764131451272,12.642471706112357
2025-11,4.5800347793820135,15.630560298340136
2025-12,2.567101118494731,7.78018268435684
2026-01,5.119685054023543,14.547270866059947
2026-02,7.4094222987017675,20.866791644848004
2026-03,3.784537674803088,12.1680710314375
2026-04,6.232738917613288,20.69210285105978
2026-05,7.655583171853217,26.18441759141852
2026-06,4.8473312859005055,14.248902678290154
2026-07,5.165748675393328,17.493335612944595
