month_end,n_pool,n_long,n_short,long_ret,short_ret,pool_ret,ls_ret,long_only_ret,spy,xlk
2024-08-31,436,386,37,0.025098745214608656,0.015179349180609498,0.023644945671714636,0.01005435612362246,0.025071543142069795,0.02100466682931046,0.0264854357335631
2024-09-30,435,386,36,-0.01839310318391214,-0.03997741608949628,-0.019707948764320988,0.0216131954150366,-0.01840476121500022,-0.008923647328876738,-0.01559170899610185
2024-10-31,434,384,37,0.06120999599841285,0.05644127815014467,0.06087518882319334,0.0048381408982611784,0.06119833796732477,0.05963342548595918,0.05170085279707126
2024-11-30,436,387,34,-0.06033843336498416,-0.07114155841933284,-0.06240154582719179,0.010978695974105647,-0.060365565147929894,-0.02406006954082074,-0.003546919094297274
2024-12-31,438,388,34,0.03441729773098842,0.053491008729602656,0.03774881485351706,-0.01908144295737712,0.03440956577222554,0.026856345883270905,-0.007354141416682114
2025-01-31,438,388,34,-0.013295593941616746,-0.0007370926835482944,-0.011728018662863694,-0.012558501258068452,-0.013295593941616746,-0.012694839644185052,-0.0228759758575674
2025-02-28,438,395,28,-0.036214748197317924,-0.03368148997125954,-0.03582607708447944,-0.0022624093801909204,-0.036252722880862225,-0.0557191077762873,-0.08286032248292297
2025-03-31,437,395,27,-0.021634774380815992,-0.013207992538250175,-0.021551174395678666,-0.008342423795549541,-0.021657559190942574,-0.008670276875496041,0.016902430285688164
2025-04-30,437,391,29,0.04575531347293388,0.054754201322928166,0.04681901621793778,-0.008910629447549938,0.04574012359951616,0.06284516327199374,0.0997285547177813
2025-05-31,438,390,29,0.03359603657988644,0.04854370228115039,0.034268342597745034,-0.014759950735217561,0.03357685499420869,0.05138601458363601,0.0984786286944972
2025-06-30,438,390,29,0.01099647209911162,-0.009349667186192158,0.01049933245384097,0.02034613928530378,0.01099647209911162,0.023031548697107995,0.037554629907984305
2025-07-31,440,392,29,0.028597924030982203,0.021811119617440276,0.028345990718402343,0.006878773097567261,0.02858644443914547,0.02051948404438786,-0.0011035064791160565
2025-08-31,440,397,31,0.00919102149539135,-0.005534521071141259,0.007782341739450163,0.014933473012620203,0.009157016457607975,0.03562043418529992,0.07533699915348402
2025-09-30,439,394,32,-0.006064387105761674,0.014265532409026317,-0.0043909723929549975,-0.020298157864913936,-0.006079500455887618,0.02383739357630099,0.06677077287993294
2025-10-31,439,392,35,0.023827174852463988,0.0027943372412324394,0.021009404274180108,0.021149987720006022,0.023815753532667034,0.0019500049129079766,-0.04809095153559639
2025-11-30,439,396,33,0.004622189702261168,-0.002572745287713815,0.004502517187385245,0.007336060531100525,0.004591886671958138,0.0007975029584423865,0.007535203013096403
2025-12-31,440,398,32,0.03519026062844238,0.02443264985150241,0.034365621832753164,0.010787989945510095,0.03517518525155796,0.014737728839574471,-0.0006250346621721192
2026-01-31,441,399,32,0.030221782857374615,0.04683036084539026,0.03221408819166855,-0.016612337386511886,0.030218023458878373,-0.008641958340223965,-0.035585258752157456
2026-02-28,441,400,28,-0.0592959628074607,-0.05209543733684374,-0.059461806256396715,-0.006898650470616961,-0.0593222128074607,-0.04937956664344334,-0.04104042190265822
2026-03-31,441,401,28,0.05835758227432346,0.04343646074062747,0.05845627901917824,0.014955989720372154,0.058338879032428195,0.10505268686597247,0.2001505627827147
2026-04-30,442,403,29,0.02136057596549612,0.03524205565885279,0.023100410138193833,-0.013792919754963585,0.02134568762802714,0.05262575303750272,0.19761759517680266
2026-05-31,444,405,30,0.025864432463277354,0.020735398041847156,0.02504642148737429,0.005256812199207976,0.02584221024105513,-0.010292566443839024,-0.0014282883141398806
2026-06-30,443,404,30,0.01908497428955587,0.006239981876623949,0.01789162376595577,0.01283388130182081,0.01907386317844476,0.00034817917005858234,-0.07962417504069985
2026-07-31,442,404,29,0.024328640479432964,5.69391399899345e-05,0.022831441240224508,0.024410562725581644,0.024317501865571578,0.0267994025821654,0.06358707447037171
