ticker,price,price_date,ret_win,rel_spy_win,ma200,px_vs_ma200,ma200_slope_40d,ma200_form,mdd_1y,debt_fixed,debt_before_fix,debt_after_fix,debt_est_combined,debt_est_parts,cash_before_fix,invest_before_fix,cash_after_fix,invest_after_fix,cash_src,cash_fixed,debt_yf,debt_gap_vs_yf,debt_doubt,name,asof,rev_ttm,op_margin,rev_growth_yoy,net_debt,ocf_ttm,net_debt_to_ocf,debt_gate,debt_note,diluted_shares,sbc_ttm,fin_notes,shares_src,shares_before_fix,shares_fixed,ps_now,ps_p50_4y,ps_p50_1y,ps_p25_1y,ps_ratio_4y,ps_ratio_1y,discount_grade,peer_n,peer_med,peer_basis,kill_type,self_rel_0904,n1_implied_g5,n2_per_share,n2_upside,n2_terminal_share,n2_unreliable,dilution_1y,n3_ret_1y,n3_ret_1y_p25,g_ref_used,margin_used,stress_price,stress_drop_raw,stress_drop,stress_floor_applied,odds,pass_bottom_line,position_pct,A_conclusion,consensus_growth_key,consensus_rev_growth,mispricing_label_auto,gap_vs_consensus_pp
LMB,49.459999084472656,2026-09-08,-0.3960190566233561,-0.40547148385594434,76.65515007019043,-0.3547726533809683,-0.07892975643170363,殺,-0.6387695995072685,True,4862000.0,35842000.0,35842000.0,4862000.0,17529000.0,0.0,17529000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,59586000.0,0.6624630321968641,False,"LIMBACH HOLDINGS, INC.",2026-06-30,683771000.0,0.0574549081490733,0.23665672548782002,37195000.0,52386000.0,0.7100179437254228,True,淨負債 ÷ 營運現金流 0.71 倍,12040218.0,7654000.0,"警告:長期有息負債 的候選標籤(LongTermDebtNoncurrent/ConvertibleDebtNoncurrent/LongTermDebt)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2021-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,12040218.0,False,0.8709190229723858,0.9769222694286118,1.5282865897985871,1.402636301831704,0.891492650159131,0.5698662991521533,"只過一把(重估已完成,不是折讓)",18,-0.37298654057957736,四位 SIC 1700,行業殺,-0.4091087257515932,0.7651557922363281,27.038587655076334,-0.4533241375743422,1.8525653491848908,終值佔比 >150%,0.012852866705387357,0.7325296032508712,0.5900871811209281,0.23665672548782002,0.0574549081490733,71.69088002109177,0.4494719237388385,-0.6387695995072685,True,-0.7096833317115052,True,0.03131019387182408,觀察,+1y,0.19790001,市場比指引更樂觀,56.72557822363281
ON,71.92009735107422,2026-09-08,-0.40522578200348713,-0.41467820923607535,78.48105045318603,-0.08359920088003181,0.08490648830263914,線附近,-0.4630023050536638,False,4459400000.0,4459400000.0,4504900000.0,4459400000.0,3514500000.0,350000000.0,3514500000.0,350000000.0,CashAndCashEquivalentsAtCarryingValue@2026-07-03; ShortTermInvestments@2026-07-03,False,4482700000.0,0.005224918150423807,False,ON SEMICONDUCTOR CORPORATION,2026-07-03,6197800000.0,0.10805447094130176,-0.03141213977620805,841000000.0,1672000000.0,0.5029904306220095,True,淨負債 ÷ 營運現金流 0.50 倍,404400000.0,150700000.0,,XBRL 未拆季 2026-04-04→2026-07-03,404400000.0,False,4.692711505497824,3.64461960988972,4.256202986111781,3.53894124197056,1.2875723690790923,1.1025582005393997,都不過,96,-0.2838534137480125,四位 SIC 3674,行業殺,-0.4028568694782826,0.7076377868652344,9.201888479703548,-0.8720540041153586,0.3909004681049368,,0.005181456289368676,-0.09769366159429371,-0.24975168611670728,-0.03141213977620805,0.10805447094130176,48.81376119321619,-0.32127787654493367,-0.4630023050536638,True,-1.8834765930901447,False,0.043196329222771196,不入,+1y,0.1288,市場比指引更樂觀,57.883778686523435
ARM,262.07501220703125,2026-09-08,-0.35899472105993513,-0.36844714829252334,202.40265003204345,0.2948200636974898,0.11132622368842471,回調,-0.48825830846393026,False,0.0,0.0,0.0,0.0,3058000000.0,847800000.0,3058000000.0,847800000.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30; ShortTermInvestments@2026-06-30; AvailableForSaleSecuritiesDebtSecuritiesNoncurrent@2026-06-30,False,464000000.0,,False,ARM HOLDINGS PLC /UK,2026-06-30,5156000000.0,0.17009309542280837,0.2511526328561029,-3441800000.0,2094000000.0,-1.6436485195797517,True,淨現金 3442 百萬,1078000000.0,1154000000.0,,XBRL 未拆季 2026-04-01→2026-06-30,1078000000.0,False,54.79380588812639,39.291715320637614,40.24516053860467,30.387774923122265,1.3945384018230034,1.3615004923527665,都不過,96,-0.2838534137480125,四位 SIC 3674,行業殺,-0.4013912083180538,1.1717338562011719,23.19224008446567,-0.9115053362426461,0.7617871704586971,,0.005,-0.2691703886919504,-0.44817499946909345,0.2511526328561029,0.17009309542280837,130.80837732213038,-0.5008742870197951,-0.5008742870197951,False,-1.8198285674956647,False,0.039930179125385164,不入,+1y,0.3623,市場比指引更樂觀,80.94338562011718
POWL,182.75999450683594,2026-09-08,-0.36568097457970006,-0.37513340181228827,200.7836660385132,-0.08976662239158462,0.10355864227701872,線附近,-0.4705480485332325,False,0.0,0.0,0.0,0.0,633561000.0,0.0,633561000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,2524000.0,,False,"Powell Industries, Inc.",2026-06-30,1157522000.0,0.19668999811666646,0.07039406398014414,-631037000.0,256113000.0,-2.4639007000816044,True,淨現金 631 百萬,36604000.0,5240000.0,"警告:短期有息負債 的候選標籤(LongTermDebtCurrent/DebtCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2022-09-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期有息負債 的候選標籤(LongTermDebtNoncurrent/ConvertibleDebtNoncurrent/LongTermDebt)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2022-09-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,36604000.0,False,5.779369065061591,1.9435416144597237,5.799535359589087,3.894905343204029,2.9736276404187882,0.9965227741056613,都不過,264,-0.2696260463522916,兩位 SIC 36,行業殺,-0.3888956638342832,0.3447990417480469,85.17122276094717,-0.5339722843022878,0.5171178681320905,,0.005,-0.0015031251896022724,-0.32942027736044477,0.07039406398014414,0.19668999811666646,110.85112994231758,-0.3934606408725224,-0.4705480485332325,True,-1.1347880114831164,False,0.04250362967680547,不入,+1y,0.2455,市場比指引更樂觀,9.929904174804689
MEC,19.969999313354492,2026-09-08,-0.3533031134687785,-0.36275554070136673,23.02380002498627,-0.13263669369598763,0.0931959538638576,線附近,-0.48854554356182966,True,0.0,125718000.0,0.0,125718000.0,2203000.0,0.0,2203000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,154746000.0,0.23089772347635185,False,"Mayville Engineering Company, Inc.",2026-06-30,586341000.0,-0.02182688913106878,0.11768092183642942,152543000.0,13930000.0,10.950681981335247,False,淨負債 ÷ 營運現金流 10.95 倍,22767889.0,3472000.0,"警告:短期有息負債 的候選標籤(LongTermDebtCurrent/DebtCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2019-06-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,22767889.0,False,0.7754442000414968,0.5952423477354689,0.8149139809009829,0.7243470412393411,1.3027369490621512,0.9515657090385815,都不過,53,0.0405762120813069,兩位 SIC 34,個別殺,-0.3813162456429598,,-27.352992465644277,,0.2136100590900939,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,0.007636228249566042,0.04293548243339518,-0.07297303935205635,0.11768092183642942,-0.02182688913106878,16.788685664120415,-0.15930464489834228,-0.48854554356182966,True,,False,0.040937841442962274,不入,+1y,0.1408,資料不足,
MYRG,292.0,2026-09-08,-0.3508947514989975,-0.3603471787315857,323.2631505584717,-0.09671114850072227,0.08337019972124371,線附近,-0.43597471485950823,False,9372000.0,9372000.0,9372000.0,9372000.0,137872000.0,0.0,137872000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,67104000.0,6.1600512163892445,False,MYR GROUP INC.,2026-06-30,4006051000.0,0.056280361882562156,0.16057440459032324,-72335000.0,298494000.0,-0.24233317922638312,True,淨現金 72 百萬,15731000.0,17961000.0,"警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2021-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,15731000.0,False,1.1466284378306717,0.6552423123496267,1.158228977209884,1.0074332832520054,1.7499303940232256,0.9899842435239729,都不過,6,-0.2994878901949754,四位 SIC 1623,行業殺,-0.380895279534777,1.1914939880371094,125.69605555192818,-0.569534056329013,1.2396156833568583,,0.005,0.005091628610143228,-0.12576633869147746,0.16057440459032324,0.056280361882562156,230.8973492228391,-0.20925565334644147,-0.43597471485950823,True,-1.3063465309279323,False,0.04587422003692336,不入,+1y,0.1547,市場比指引更樂觀,103.67939880371094
LUMN,6.699999809265137,2026-09-08,-0.3679245690426891,-0.3773769962752773,7.738649995326996,-0.13421594033701623,-0.04146332306384404,殺,-0.5207100496313722,True,0.0,13350000000.0,13350000000.0,56000000.0,1876000000.0,0.0,1876000000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,13495000000.0,0.010861423220973832,False,"LUMEN TECHNOLOGIES, INC.",2026-06-30,10656000000.0,0.018581081081081082,-0.09923922231614535,12876000000.0,5367000000.0,2.3991056456120736,True,淨負債 ÷ 營運現金流 2.40 倍,1004104000.0,57000000.0,"警告:短期有息負債 的候選標籤(LongTermDebtCurrent/DebtCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2011-03-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期有息負債 的候選標籤(LongTermDebtNoncurrent/ConvertibleDebtNoncurrent/LongTermDebt)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2021-06-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2011-03-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,1004104000.0,False,0.6313341411864077,0.43238927763723206,0.6628451098007029,0.5892941219450022,1.460105913440544,0.952461037807506,都不過,21,-0.0612633882486525,四位 SIC 4813,混合,-0.3792950685933074,,-11.898989490097788,,0.3315997975912744,每股值無解或 ≤ 0,0.008472691004872687,0.04109087197499384,-0.07443123258475293,-0.09923922231614535,0.018581081081081082,5.628467118048876,-0.1599302569732144,-0.5207100496313722,True,,False,0.03840909161280574,不入,+1y,-0.037100002,資料不足,
ORCL,161.67999267578125,2026-09-08,-0.3484586070825133,-0.3579110343151015,168.49094974517823,-0.04042328136732398,-0.135112000371006,殺,-0.6497730863261855,True,7199000000.0,130105000000.0,130105000000.0,129541000000.0,31289000000.0,605000000.0,31289000000.0,605000000.0,CashAndCashEquivalentsAtCarryingValue@2026-05-31; AvailableForSaleSecuritiesDebtSecuritiesCurrent@2026-05-31,False,156189000000.0,0.2004842242803888,False,Oracle Corporation,2026-05-31,67358000000.0,0.3059027880875323,0.17350476489137434,128949000000.0,31977000000.0,4.03255464865372,False,淨負債 ÷ 營運現金流 4.03 倍,2914000000.0,4811000000.0,"警告:長期有息負債 的候選標籤(LongTermDebtNoncurrent/ConvertibleDebtNoncurrent/LongTermDebt)全部缺 asof(2026-05-31)前後 200 日內的資料,最新只到 2022-05-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2025-06-01→2026-05-31,0.0,True,6.994499519837682,6.7282049351125695,8.373594803572509,6.9505800094365675,1.0395788456643758,0.8353042730051315,都不過,223,-0.0403119672832879,四位 SIC 7372,個別殺,-0.3758933354035526,0.2965202331542969,89.30680688340746,-0.44763229262079796,0.6038576097792108,,0.010211499693212951,0.18506722997293545,-0.0163239574269749,0.17350476489137434,0.3059027880875323,144.59830180098336,-0.1056512348380173,-0.6497730863261855,True,-0.6889055610962732,True,0.03077997599605106,不入,+1y,0.4629,市場比指引更悲觀,-16.63797668457031
AGX,441.0899963378906,2026-09-08,-0.31813757153508104,-0.32758999876766925,513.4905998229981,-0.14099694037254862,0.10188195652841947,線附近,-0.4931438154314579,False,0.0,0.0,0.0,0.0,364481000.0,183408000.0,364481000.0,480557000.0,CashAndCashEquivalentsAtCarryingValue@2026-07-31; AvailableForSaleSecuritiesDebtSecurities@2026-07-31,True,10915000.0,,False,ARGAN INC,2026-07-31,1188133000.0,0.1536056990252775,0.29020778924621426,-838651000.0,555177000.0,-1.510601123605625,True,淨現金 839 百萬,14164000.0,8890000.0,"警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-07-31)前後 200 日內的資料,最新只到 2022-10-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-05-01→2026-07-31,14164000.0,False,5.2583327860852975,1.3558892832526679,6.559842808123547,5.045623989344313,3.878143186935578,0.8015943277746699,都不過,18,-0.39031987674214824,四位 SIC 1700,行業殺,-0.3712914486218701,0.3010597229003906,427.67879520647756,-0.030404682134617333,0.8322499685523571,,0.005,0.24130728118325018,-0.04522562822239884,0.29020778924621426,0.1536056990252775,380.92241814448346,-0.13640658072715994,-0.4931438154314579,True,-0.06165479761317879,True,0.04055612049499544,不入,+1y,0.19709998,市場比指引更樂觀,10.395974290039062
DOCN,127.25080108642578,2026-09-08,-0.26635454986835394,-0.27580697710094215,97.52230373382568,0.30483793157450556,0.19634020787076167,回調,-0.42153452131765445,False,921053000.0,921053000.0,937322000.0,921053000.0,767026000.0,0.0,767026000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,1529917000.0,0.6610520784363114,True,"DigitalOcean Holdings, Inc.",2026-06-30,1011113000.0,0.14802499819505832,0.2140951379182816,633114000.0,309956000.0,2.0425931422524486,True,淨負債 ÷ 營運現金流 2.04 倍,126548000.0,95033000.0,"警告:短期投資 的候選標籤(ShortTermInvestments/AvailableForSaleSecuritiesDebtSecuritiesCurrent/MarketableSecuritiesCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2024-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,126548000.0,False,15.926344904956231,7.16278264231777,9.571537882290396,6.980952473245707,2.2234857178079475,1.663927479660685,都不過,74,-0.0931738509317036,四位 SIC 7370,混合,-0.3695453285875745,0.7975196838378906,18.31435405956757,-0.85607670911927,0.7522137679258232,,0.00590144859329962,-0.4025381596676172,-0.564244245467038,0.2140951379182816,0.14802499819505832,50.19975517805732,-0.6055053897541847,-0.6055053897541847,False,-1.413821781944516,False,0.03303025924859124,不入,+1y,0.5374,市場比指引更樂觀,26.011968383789064
FN,420.5450134277344,2026-09-08,-0.324273694764977,-0.33372612199756524,536.1644259643555,-0.21564170791201942,0.025776054852232777,線附近,-0.4708427458536124,False,0.0,0.0,0.0,0.0,346711000.0,528344000.0,346711000.0,528344000.0,CashAndCashEquivalentsAtCarryingValue@2026-06-26; ShortTermInvestments@2026-06-26,False,4013000.0,,False,FABRINET,2026-06-26,4641097000.0,0.09973654935460302,0.3573130034068108,-871042000.0,256725000.0,-3.3928990164572985,True,淨現金 871 百萬,36252000.0,34630000.0,"警告:短期有息負債 的候選標籤(LongTermDebtCurrent/DebtCurrent)全部缺 asof(2026-06-26)前後 200 日內的資料,最新只到 2024-06-28,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期有息負債 的候選標籤(LongTermDebtNoncurrent/ConvertibleDebtNoncurrent/LongTermDebt)全部缺 asof(2026-06-26)前後 200 日內的資料,最新只到 2023-06-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2025-06-28→2026-06-26,35000.0,True,3.2849125598500155,2.423470008633742,4.674241256607928,4.129194570818448,1.3554583090144867,0.7027691510801175,"只過一把(重估已完成,不是折讓)",8,-0.324586705798589,四位 SIC 3661,行業殺,-0.3633692317534578,0.3664283752441406,409.82709489380414,-0.02548578200124585,1.1726346251530275,,0.005,0.4158630527429843,0.250764286533949,0.3573130034068108,0.09973654935460302,475.76942738435423,0.13131629716995685,-0.4708427458536124,True,-0.054128012432349375,True,0.04247702693972928,觀察,+1y,0.1973,市場比指引更樂觀,16.912837524414062
MTZ,251.1699981689453,2026-09-08,-0.30633267776179707,-0.3157851049943853,304.7328990936279,-0.17576999754209544,0.05640240062455715,線附近,-0.4690864355224016,True,0.0,2740200000.0,2740200000.0,166396000.0,315641000.0,0.0,315641000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,3235451000.0,0.18073534778483324,False,MASTEC INC,2026-06-30,16109103000.0,0.034905419625164726,0.23460777599427107,3042790000.0,582025000.0,5.227936944289334,False,淨負債 ÷ 營運現金流 5.23 倍,78870000.0,37438000.0,"警告:短期有息負債 的候選標籤(LongTermDebtCurrent/DebtCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2012-06-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期有息負債 的候選標籤(LongTermDebtNoncurrent/ConvertibleDebtNoncurrent/LongTermDebt)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2012-03-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,78870000.0,False,1.2297256871214193,0.8297952342027585,1.4063195236193071,1.254529762843536,1.4819628221929975,0.8744283688507676,都不過,6,-0.3084774594589754,四位 SIC 1623,行業殺,-0.362916141006777,,-66.72584212259584,,-4.277421980973623,每股值無解或 ≤ 0,0.005,0.13791467782503353,0.015094938904124389,0.23460777599427107,0.034905419625164726,230.61258082402543,-0.08184662776121965,-0.4690864355224016,True,,False,0.042636065521116276,不入,+1y,0.1892,資料不足,
AMKR,51.27000045776367,2026-09-08,-0.2952577256664788,-0.304710152899067,56.20860007286072,-0.08786199280350981,0.08891510660686874,線附近,-0.5432389294675344,False,1414194000.0,1414194000.0,1424502000.0,1414194000.0,1121183000.0,727317000.0,1121183000.0,727317000.0,CashAndCashEquivalentsAtCarryingValue@2026-03-31; ShortTermInvestments@2026-03-31,False,2586539000.0,0.8289845664739066,False,"AMKOR TECHNOLOGY, INC.",2026-03-31,7071107000.0,0.07582249851402334,0.12709308427041144,-330911000.0,1216544000.0,-0.2720090683115448,True,淨現金 331 百萬,249570000.0,0.0,"companyfacts 沒有可用的股權薪酬季度標籤,SBC 當 0 處理 —— 這會高估自由現金流。",XBRL 未拆季 2026-01-01→2026-03-31,249570000.0,False,1.8095404318226382,1.0137848251153136,1.7906735821955249,1.5278248582785596,1.784935409362446,1.0105361746633805,都不過,96,-0.2838534137480125,四位 SIC 3674,行業殺,-0.3593934128686042,0.5034141540527344,23.735601697263593,-0.5370469770754727,0.8022028055280797,,0.005,-0.01534957325664954,-0.15988407175327424,0.12709308427041144,0.07582249851402334,38.959296971321784,-0.2401151429008367,-0.5432389294675344,True,-0.9886017881705738,False,0.036816212747498356,不入,+1y,0.1272,市場比指引更樂觀,37.62141540527344
CRNC,8.3100004196167,2026-09-08,-0.3477236602110749,-0.35717608744366314,9.552275013923644,-0.13005012863387766,-0.04671006066389216,殺,-0.5518797028064053,True,173458000.0,180000000.0,180000000.0,173458000.0,0.0,0.0,127607000.0,0.0,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations@2026-06-30,True,187052000.0,0.039177777777777756,False,CERENCE INC.,2026-06-30,309494000.0,0.08717454942583701,0.2583768047587489,65987000.0,84713000.0,0.7789477411967467,True,淨負債 ÷ 營運現金流 0.78 倍,47744000.0,26920000.0,"缺折舊攤銷標籤。; 警告:長期投資 的候選標籤(AvailableForSaleSecuritiesDebtSecuritiesNoncurrent/MarketableSecuritiesNoncurrent/LongTermInvestments)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2025-09-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,47744000.0,False,1.2819397469229765,2.26347559724186,1.629164534787103,1.3066220758690748,0.5663589872517618,0.7868694165322587,兩把尺都過,223,-0.0403119672832879,四位 SIC 7372,個別殺,-0.3484295570501232,0.24679946899414062,8.61161103214965,0.03629489738905001,1.1074576742086084,,0.06785083683542507,0.1901090065351918,-0.04550911376627609,0.2583768047587489,0.08717454942583701,7.623000240325927,-0.08267149754517822,-0.5518797028064053,True,0.06576595806021507,True,0.03623978178269011,入選,+1y,-0.076,市場比指引更樂觀,32.279946899414064
MOD,195.9550018310547,2026-09-08,-0.3208269468575048,-0.330279374090093,210.78357509613036,-0.07034975689312095,0.05504149422929294,線附近,-0.4211932731460838,True,0.0,521700000.0,521700000.0,43900000.0,95300000.0,0.0,95300000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,528200000.0,0.012459267778416772,False,MODINE MANUFACTURING CO,2026-06-30,3372400000.0,0.10126319535049223,0.29468673218673214,577900000.0,262400000.0,2.2023628048780486,True,淨負債 ÷ 營運現金流 2.20 倍,54000000.0,24800000.0,"警告:短期投資 的候選標籤(ShortTermInvestments/AvailableForSaleSecuritiesDebtSecuritiesCurrent/MarketableSecuritiesCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2024-03-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:短期有息負債 的候選標籤(LongTermDebtCurrent/DebtCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2013-09-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期有息負債 的候選標籤(LongTermDebtNoncurrent/ConvertibleDebtNoncurrent/LongTermDebt)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2016-03-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,54000000.0,False,3.13769721826502,1.6458540821143028,3.42407983482092,3.058516102291881,1.9064249087223215,0.9163621672475175,都不過,34,-0.06827736079513974,四位 SIC 3714,混合,-0.3432896534538515,0.4099006652832031,136.24376156691534,-0.30471914320217364,1.0523884746483494,,0.005,0.08584237890424129,-0.03008499782738361,0.29468673218673214,0.10126319535049223,171.90899505615235,-0.12271188053486859,-0.4211932731460838,True,-0.7234663101955262,False,0.047484139171100524,不入,+1y,0.204,市場比指引更樂觀,20.590066528320314
FSLR,214.6999969482422,2026-09-08,-0.29141915198599944,-0.30087157921858765,230.40975105285645,-0.06818181102504817,-0.021463611347462774,殺,-0.37395127889029356,False,37635000.0,37635000.0,37635000.0,37635000.0,1688279000.0,38685000.0,1688279000.0,38685000.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30; AvailableForSaleSecuritiesDebtSecuritiesCurrent@2026-06-30,False,194010000.0,4.155041849342368,False,"First Solar, Inc.",2026-06-30,5378071000.0,0.3364964873092973,0.23820628686452694,-1569820000.0,2155743000.0,-0.7282036866175606,True,淨現金 1570 百萬,107732000.0,23655000.0,"警告:長期投資 的候選標籤(AvailableForSaleSecuritiesDebtSecuritiesNoncurrent/MarketableSecuritiesNoncurrent/LongTermInvestments)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2012-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,107732000.0,False,4.300809727359127,5.180734374897618,4.9555486683787935,4.199779853282996,0.8301544561323161,0.8678776085486687,都不過,96,-0.2838534137480125,四位 SIC 3674,行業殺,-0.3432218239166215,0.023990631103515625,461.35899925357506,1.1488542422513173,0.6494148130058524,,0.005,0.14650368418404902,-0.028349150261469114,0.23820628686452694,0.3364964873092973,188.69085148138882,-0.12114180641149896,-0.37395127889029356,True,3.072203003718989,False,0.05348290306520764,不入,+1y,0.174,市場比指引更悲觀,-15.000936889648436
CRUS,111.2750015258789,2026-09-08,-0.33658257699693594,-0.34603500422952416,139.98152488708496,-0.20507365800138233,-0.001675802535588189,殺,-0.3936276855341728,False,0.0,0.0,0.0,0.0,810666000.0,0.0,810666000.0,356652000.0,CashAndCashEquivalentsAtCarryingValue@2026-06-27; DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent@2026-06-27; DebtSecuritiesAvailableForSaleExcludingAccruedInterestNoncurrent@2026-06-27,True,130464000.0,,False,"CIRRUS LOGIC, INC.",2026-06-27,2049830000.0,0.23046886815004172,0.06246076991773797,-1036854000.0,598595000.0,-1.7321461088047845,True,淨現金 1037 百萬,52353000.0,81591000.0,"警告:短期投資 的候選標籤(ShortTermInvestments/AvailableForSaleSecuritiesDebtSecuritiesCurrent/MarketableSecuritiesCurrent)全部缺 asof(2026-06-27)前後 200 日內的資料,最新只到 2022-06-25,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期投資 的候選標籤(AvailableForSaleSecuritiesDebtSecuritiesNoncurrent/MarketableSecuritiesNoncurrent/LongTermInvestments)全部缺 asof(2026-06-27)前後 200 日內的資料,最新只到 2022-06-25,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-03-29→2026-06-27,52353000.0,False,2.8419820935806084,2.787055260670763,3.5409017865767516,3.2622116116919053,1.0197078377615758,0.8026153406328053,都不過,96,-0.2838534137480125,四位 SIC 3674,行業殺,-0.3430204825688395,0.046794891357421875,116.22710596958167,0.04450329701906197,0.49957468363077084,,0.01400564370084097,0.2287178615397234,0.13201040780159157,0.06246076991773797,0.23046886815004172,114.95580587922329,0.03307844801501392,-0.3936276855341728,True,0.11305936714961685,True,0.05080943423189093,不入,+1y,0.060500003,與指引重疊,-1.3705111642578123
IPGP,80.55000305175781,2026-09-08,-0.3005383771252792,-0.3099908043578674,101.40139995574951,-0.20563223893448246,0.0034819545200865942,線附近,-0.5403807668079161,False,0.0,0.0,0.0,0.0,399225000.0,504787000.0,399225000.0,504787000.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30; ShortTermInvestments@2026-06-30; LongTermInvestments@2026-06-30,False,16254000.0,,False,IPG PHOTONICS CORP,2026-06-30,1069340000.0,0.007451325116426955,0.13038771916100944,-887758000.0,96444000.0,-9.204906474223383,True,淨現金 888 百萬,42912927.0,41431000.0,"警告:短期有息負債 的候選標籤(LongTermDebtCurrent/DebtCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2023-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期有息負債 的候選標籤(LongTermDebtNoncurrent/ConvertibleDebtNoncurrent/LongTermDebt)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2023-03-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2022-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,42912927.0,False,3.232495184702583,3.2234558864234235,3.981491910872747,3.5929672297815705,1.002804225836386,0.8118803848063116,都不過,96,-0.2838534137480125,四位 SIC 3674,行業殺,-0.3406557972584931,,12.021821510401123,-0.8507533078220191,-0.18335298296463765,,0.011985929440045551,0.2171202187204757,0.09835035671557235,0.13038771916100944,0.007451325116426955,80.57929070522647,0.00036359593245260946,-0.5403807668079161,True,-1.5743589707078307,True,0.03701093974558352,不入,+1y,0.0922,資料不足,
