ticker,name,asof,price,price_date,is_closing_price,market_state,stale,stale_lag_days,latest_filing,latest_report,expired,debt_src,finance_lease_src,cash_src,invest_src,shares_src,ocf_ttm,mdd_1y,old_debt,old_finance_lease,old_cash,old_investments,old_lease_debt,old_net_debt,old_shares,old_net_debt_to_ocf,old_debt_gate,old_wacc,old_wacc_raw,old_wacc_net_cash,old_weight_debt,old_n1_implied_g5,old_n2_per_share,old_n2_upside,old_n2_terminal_share,old_n3_ret_1y,old_stress_drop,old_odds,old_pass_bottom_line,new_debt,new_finance_lease,new_cash,new_investments,new_lease_debt,new_net_debt,new_shares,new_net_debt_to_ocf,new_debt_gate,new_wacc,new_wacc_raw,new_wacc_net_cash,new_weight_debt,new_n1_implied_g5,new_n2_per_share,new_n2_upside,new_n2_terminal_share,new_n3_ret_1y,new_stress_drop,new_odds,new_pass_bottom_line,old_error
ADTN,"ADTRAN Holdings, Inc.",2026-06-30,7.579999923706055,2026-09-08,True,closed,False,0.0,2026-08-04,2026-06-30,False,ConvertibleLongTermNotesPayable@2026-06-30 194M+LongTermLineOfCredit@2026-06-30 25M,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 79M,LongTermInvestments@2026-06-30 1M,XBRL 未拆季 2026-04-01→2026-06-30,93011000.0,-0.6340206162761535,0.0,0.0,79236000.0,1016000.0,34092000.0,-46160000.0,80948000.0,-0.49628538559955276,True,0.1,0.09806000232696534,True,0.0,,-8.689320114808451,-2.14634831164484,0.027461590951180937,0.39242004487418747,-0.6340206162761535,-3.385297349242628,True,218822000.0,0.0,79236000.0,1016000.0,34092000.0,172662000.0,80948000.0,1.8563610755717066,True,0.085,0.08605860645492176,False,0.2628783525435023,,-12.132222501186941,-2.6005570743139517,0.03646610498067302,0.39242004487418747,-0.6340206162761535,-4.101691660419533,True,
SEDG,"SOLAREDGE TECHNOLOGIES, INC.",2026-06-30,36.43000030517578,2026-09-08,True,closed,False,0.0,2026-08-05,2026-06-30,False,ConvertibleDebtNoncurrent@2026-06-30 332M,FinanceLeaseLiabilityNoncurrent@2026-06-30 19M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 527M,MarketableSecuritiesCurrent@2026-06-30 20M,XBRL 未拆季 2026-04-01→2026-06-30,114081000.0,-0.620175788008761,332332000.0,0.0,527257000.0,19685000.0,42377000.0,-172233000.0,61045194.0,-1.5097430772871907,True,0.1,0.09806000232696534,True,0.0,,-292.56159296588066,-9.030787551882481,0.4254810444726814,0.2301511987431335,-0.620175788008761,-14.561657721076505,True,351503000.0,19171000.0,527257000.0,19685000.0,42377000.0,-153062000.0,61045194.0,-1.3416958126243634,True,0.1,0.09806000232696534,True,0.0,,-292.8756389823451,-9.03940808479035,0.4254810444726814,0.2301511987431335,-0.620175788008761,-14.575557865317137,True,
INOD,INNODATA INC,2026-06-30,56.119998931884766,2026-09-08,True,closed,False,0.0,2026-08-06,2026-06-30,False,,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 240M,ShortTermInvestments@2026-06-30 10M,XBRL 未拆季 2026-04-01→2026-06-30,196203000.0,-0.6303251436805135,0.0,0.0,240278000.0,10093000.0,3832000.0,-246622000.0,34771000.0,-1.256973644643558,True,0.1,0.09806000232696534,True,0.0,0.3986854553222656,54.82669999348519,-0.023045241678805173,1.0282838842938609,0.3014604660032951,-0.6303251436805135,-0.036560879587068926,True,0.0,0.0,240278000.0,10093000.0,3832000.0,-246622000.0,34771000.0,-1.256973644643558,True,0.1,0.09806000232696534,True,0.0,0.3986854553222656,54.82669999348519,-0.023045241678805173,1.0282838842938609,0.3014604660032951,-0.6303251436805135,-0.036560879587068926,True,
VPG,"Vishay Precision Group, Inc.",2026-07-04,64.68000030517578,2026-09-08,True,closed,False,0.0,2026-08-05,2026-07-04,False,LongTermDebtNoncurrent@2026-07-04 16M,,CashAndCashEquivalentsAtCarryingValue@2026-07-04 76M,(無),yfinance 現時股數(XBRL 0.0M 與市場股數相差 >25%),2846000.0,-0.5967580595942674,15640000.0,0.0,75702000.0,0.0,23613000.0,-36593000.0,13310.0,-12.85769501054111,True,0.1,0.09806000232696534,True,0.0,0.2605781555175781,6012.498180007022,91.95760902347884,1.9651727499476228,-0.9997887549460708,-0.9994191581078117,92.0110528975461,False,15640000.0,0.0,75702000.0,0.0,23613000.0,-36593000.0,13320430.0,-12.85769501054111,True,0.1,0.09806000232696534,True,0.0,,6.0077903473006105,-0.907115177505343,1.9651727499476228,-0.9992306822169778,-0.9994191581078117,-0.9076423742194148,False,
LINC,LINCOLN EDUCATIONAL SERVICES CORPORATION,2026-06-30,24.809999465942383,2026-09-08,True,closed,False,0.0,2026-08-10,2026-06-30,False,LongTermDebtNoncurrent@2026-06-30 26M,FinanceLeaseLiabilityCurrent@2026-06-30 1M+FinanceLeaseLiabilityNoncurrent@2026-06-30 30M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 44M,(無),XBRL 未拆季 2026-04-01→2026-06-30,94023000.0,-0.5635776023010955,26000000.0,0.0,44178000.0,0.0,171201000.0,153023000.0,31418794.0,1.6275060357572084,True,0.1,0.09806000232696534,True,0.0,0.9506340026855469,5.443025315971279,-0.7806116310706446,1.605570951743624,0.2422449245178624,-0.5635776023010955,-1.3851005218862424,True,56898000.0,30898000.0,44178000.0,0.0,171201000.0,183921000.0,31418794.0,1.956127755974602,True,0.095,0.09495429293019934,False,0.06802740101278745,0.7383460998535156,6.36293247816007,-0.7435335503777537,1.5199369787057229,0.2422449245178624,-0.5635776023010955,-1.3193099714074785,True,
ARRY,"ARRAY TECHNOLOGIES, INC.",2026-06-30,4.699999809265137,2026-09-08,True,closed,False,0.0,2026-08-05,2026-06-30,False,LongTermDebtNoncurrent@2026-06-30 658M,FinanceLeaseLiabilityCurrent@2026-06-30 1M+FinanceLeaseLiabilityNoncurrent@2026-06-30 43M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 307M,(無),XBRL 未拆季 2026-04-01→2026-06-30,162861000.0,-0.635451495016055,657749000.0,0.0,307302000.0,0.0,51459000.0,401906000.0,155685000.0,2.467785412099889,True,0.075,0.07644832686258617,False,0.47338173845384846,,-8.373865375442865,-2.7816735564404524,0.46962223262098673,0.571419566963,-0.635451495016055,-4.3774758235011655,True,701427000.0,43678000.0,307302000.0,0.0,51459000.0,445584000.0,155685000.0,2.735977305800652,True,0.075,0.07571559510027048,False,0.4894314813827136,,-8.65441905755739,-2.841365831653202,0.46962223262098673,0.571419566963,-0.635451495016055,-4.471412615972229,True,
UTI,"UNIVERSAL TECHNICAL INSTITUTE, INC",2026-06-30,21.59000015258789,2026-09-08,True,closed,False,0.0,2026-08-06,2026-06-30,False,LongTermDebt@2026-06-30 160M,FinanceLeaseLiabilityCurrent@2026-06-30 1M+FinanceLeaseLiabilityNoncurrent@2026-06-30 2M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 130M,ShortTermInvestments@2026-06-30 40M,XBRL 未拆季 2026-04-01→2026-06-30,74506000.0,-0.592773436117568,160034000.0,0.0,130060000.0,40060000.0,199437000.0,189351000.0,55935000.0,2.5414194829946584,True,0.095,0.09271795578289704,False,0.11701208840103529,,3.297903933460007,-0.8472485451527566,0.869637292454373,0.5921125046277049,-0.592773436117568,-1.4292957368364885,True,163106000.0,3072000.0,130060000.0,40060000.0,199437000.0,192423000.0,55935000.0,2.5826510616594636,True,0.095,0.09262761226911663,False,0.11899097105092019,,3.2429830431408866,-0.8497923566363585,0.869637292454373,0.5921125046277049,-0.592773436117568,-1.4335871091021941,True,
MRAM,"Everspin Technologies, Inc.",2026-06-30,16.649999618530273,2026-09-08,True,closed,False,0.0,2026-08-05,2026-06-30,False,LongTermDebtCurrent@2026-06-30 1M; LongTermDebtNoncurrent@2026-06-30 0M,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 44M,(無),XBRL 未拆季 2026-04-01→2026-06-30,4234000.0,-0.7062031175118362,905000.0,0.0,43896000.0,0.0,0.0,-42991000.0,23882618.0,-10.15375531412376,True,0.1,0.09806000232696534,True,0.0,,-12.577428861874422,-1.7554011501523779,0.4058992230329512,-0.21341090927684359,-0.7062031175118362,-2.485688758125536,False,905000.0,0.0,43896000.0,0.0,0.0,-42991000.0,23882618.0,-10.15375531412376,True,0.1,0.09806000232696534,True,0.0,,-12.577428861874422,-1.7554011501523779,0.4058992230329512,-0.21341090927684359,-0.7062031175118362,-2.485688758125536,False,
CIEN,Ciena Corp,2026-08-01,341.2900085449219,2026-09-08,True,closed,False,0.0,2026-09-03,2026-08-01,False,LongTermDebtNoncurrent@2026-08-01 3230M,FinanceLeaseLiabilityCurrent@2026-08-01 5M,CashAndCashEquivalentsAtCarryingValue@2026-08-01 2446M,AvailableForSaleSecuritiesDebtSecurities@2026-08-01 499M(合計標籤),XBRL 未拆季 2026-05-03→2026-08-01,1054683000.0,-0.4936842241545803,3229843000.0,0.0,2445708000.0,397846000.0,50894000.0,437183000.0,145967000.0,0.41451602045353914,True,0.095,0.09528030082083283,False,0.06088653022411946,0.5492362976074219,169.15444934454123,-0.5043674144879735,0.9707840311277645,0.17237623747754593,-0.4936842241545803,-1.0216397239585442,True,3234983000.0,5140000.0,2445708000.0,499338000.0,50894000.0,340831000.0,145967000.0,0.3231596602960321,True,0.095,0.09527614692252914,False,0.06097751713550495,0.5485954284667969,169.814543749441,-0.5024332986674898,0.9707840311277645,0.17237623747754593,-0.4936842241545803,-1.0177220054537737,True,
LASR,"NLIGHT, INC.",2026-06-30,41.529998779296875,2026-09-08,True,closed,False,0.0,2026-08-07,2026-06-30,False,,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 296M,AvailableForSaleSecuritiesDebtSecuritiesCurrent@2026-06-30 35M,XBRL 未拆季 2026-04-01→2026-06-30,53151000.0,-0.5363154702212911,0.0,0.0,295761000.0,34686000.0,14843000.0,-315604000.0,56983000.0,-5.937875110534138,True,0.1,0.09806000232696534,True,0.0,,-43.89269160824119,-2.0568912328049995,0.3271586958442255,0.4880522527025202,-0.5363154702212911,-3.8352263677128278,True,0.0,0.0,295761000.0,34686000.0,14843000.0,-315604000.0,56983000.0,-5.937875110534138,True,0.1,0.09806000232696534,True,0.0,,-43.89269160824119,-2.0568912328049995,0.3271586958442255,0.4880522527025202,-0.5363154702212911,-3.8352263677128278,True,
ENPH,"Enphase Energy, Inc.",2026-03-31,38.83000183105469,2026-09-08,True,closed,True,91.0,2026-07-28,2026-06-30,False,LongTermDebtNoncurrent@2026-03-31 573M,,CashAndCashEquivalentsAtCarryingValue@2026-03-31 498M,DebtSecuritiesAvailableForSaleExcludingAccruedInterest@2026-03-31 475M(合計標籤),XBRL 未拆季 2026-01-01→2026-03-31,190997000.0,-0.5151389629888408,572510000.0,0.0,497546000.0,433095000.0,39617000.0,-318514000.0,131337000.0,-1.667638758723959,True,0.095,0.0934521470004969,False,0.10093037759069992,0.9774436950683594,8.169712514652721,-0.7896030870614353,0.426076597049637,-0.10144912805252171,-0.5151389629888408,-1.5327962817647327,False,572510000.0,0.0,497546000.0,474719000.0,39617000.0,-360138000.0,131337000.0,-1.8855688832808892,True,0.095,0.0934521470004969,False,0.10093037759069992,0.9733314514160156,8.486637676640584,-0.7814412238875222,0.426076597049637,-0.10144912805252171,-0.5151389629888408,-1.5169522789609884,False,
AAON,"AAON, INC.",2026-06-30,79.4000015258789,2026-09-08,True,closed,False,0.0,2026-08-10,2026-06-30,False,LineOfCredit@2026-06-30 435M,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 0M,(無),XBRL 未拆季 2026-04-01→2026-06-30,86542000.0,-0.4966610270045056,0.0,0.0,13000.0,0.0,17084000.0,17071000.0,83721199.0,0.19725682327655936,True,0.1,0.09806000232696534,True,0.0,0.2616996765136719,189.80055110405047,1.3904351065054907,1.2673516176888628,0.6592651021720575,-0.4966610270045056,2.7995655606230545,True,435000000.0,0.0,13000.0,0.0,17084000.0,452071000.0,83721199.0,5.223717963532158,False,0.095,0.09525597746836519,False,0.061419308485348614,0.24343490600585938,212.55572489889687,1.6770241916131248,1.2389165838051104,0.6592651021720575,-0.4966610270045056,3.376597116402917,True,
STRL,"STERLING INFRASTRUCTURE, INC.",2026-06-30,502.20001220703125,2026-09-08,True,closed,False,0.0,2026-08-04,2026-06-30,False,LongTermDebtCurrent@2026-06-30 15M; LongTermDebtNoncurrent@2026-06-30 269M,FinanceLeaseLiabilityCurrent@2026-06-30 0M+FinanceLeaseLiabilityNoncurrent@2026-06-30 0M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 464M,(無),XBRL 未拆季 2026-04-01→2026-06-30,597698000.0,-0.5410268172905632,283875000.0,0.0,464451000.0,0.0,52940000.0,-94402000.0,31143000.0,-0.15794263992852578,True,0.1,0.09806000232696534,True,0.0,0.11899948120117188,2665.4437350535964,4.307534190092315,0.9969795509468148,0.15248661917775874,-0.5410268172905632,7.961775742770465,True,284180000.0,305000.0,464451000.0,0.0,52940000.0,-94097000.0,31143000.0,-0.1574323487781455,True,0.1,0.09806000232696534,True,0.0,0.11899948120117188,2665.433941520539,4.307514688832221,0.9969795509468148,0.15248661917775874,-0.5410268172905632,7.96173969786572,True,
RMBS,RAMBUS INC,2026-03-31,86.88999938964844,2026-09-08,True,closed,True,91.0,2026-07-28,2026-06-30,False,,,CashAndCashEquivalentsAtCarryingValue@2026-03-31 134M,AvailableForSaleSecuritiesDebtSecuritiesCurrent@2026-03-31 652M,XBRL 未拆季 2026-01-01→2026-03-31,365814000.0,-0.5147662265228254,0.0,0.0,134324000.0,651815000.0,23404000.0,-762735000.0,109716000.0,-2.085035017795929,True,0.1,0.09806000232696534,True,0.0,0.3257865905761719,56.6336842496604,-0.3482140102718495,0.607711151679823,0.21439536923266034,-0.5147662265228254,-0.6764507699426726,True,0.0,0.0,134324000.0,651815000.0,23404000.0,-762735000.0,109716000.0,-2.085035017795929,True,0.1,0.09806000232696534,True,0.0,0.3257865905761719,56.6336842496604,-0.3482140102718495,0.607711151679823,0.21439536923266034,-0.5147662265228254,-0.6764507699426726,True,
AIP,"Arteris, Inc.",2026-06-30,22.719999313354492,2026-09-08,True,closed,False,0.0,2026-08-06,2026-06-30,False,,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 93M,DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent@2026-06-30 29M+DebtSecuritiesAvailableForSaleExcludingAccruedInterestNoncurrent@2026-06-30 1M,XBRL 未拆季 2026-04-01→2026-06-30,8506000.0,-0.574398019340727,0.0,0.0,93270000.0,0.0,5191000.0,-88079000.0,47276533.0,-10.354925934634375,True,0.1,0.09806000232696534,True,0.0,,-51.07549034319296,-3.2480410161443762,0.5110400151211012,-0.08951286543781778,-0.574398019340727,-5.654687005836752,False,0.0,0.0,93270000.0,29992000.0,5191000.0,-118071000.0,47276533.0,-13.880907594639078,True,0.1,0.09806000232696534,True,0.0,,-50.44109526181083,-3.2201186965777007,0.5110400151211012,-0.08951286543781778,-0.574398019340727,-5.606075557630987,False,
CLFD,"CLEARFIELD, INC.",2026-06-30,28.899999618530273,2026-09-08,True,closed,False,0.0,2026-08-06,2026-06-30,False,,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 20M,ShortTermInvestments@2026-06-30 81M+LongTermInvestments@2026-06-30 54M,XBRL 未拆季 2026-04-01→2026-06-30,31208000.0,-0.4799063456813882,0.0,0.0,20449000.0,134670000.0,10276000.0,-144843000.0,13592072.0,-4.641213791335555,True,0.1,0.09806000232696534,True,0.0,,-17.602612422631015,-1.6090869430788666,0.030598629469999836,0.08157578207352567,-0.4799063456813882,-3.352918663315917,False,0.0,0.0,20449000.0,134670000.0,10276000.0,-144843000.0,13592072.0,-4.641213791335555,True,0.1,0.09806000232696534,True,0.0,,-17.602612422631015,-1.6090869430788666,0.030598629469999836,0.08157578207352567,-0.4799063456813882,-3.352918663315917,False,
CEVA,"Ceva, Inc.",2026-06-30,28.239999771118164,2026-09-08,True,closed,False,0.0,2026-08-10,2026-06-30,False,,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 44M,AvailableForSaleSecuritiesDebtSecuritiesCurrent@2026-06-30 171M,XBRL 未拆季 2025-01-01→2025-12-31,3805000.0,-0.4760287889997728,0.0,0.0,44301000.0,171271000.0,17424000.0,-198148000.0,23476000.0,-52.07568988173456,True,0.1,0.09806000232696534,True,0.0,,4.527728402932342,-0.8396696728176685,0.3549395282872309,,-0.4760287889997728,-1.7639052347694653,False,0.0,0.0,44301000.0,171271000.0,17424000.0,-198148000.0,24295000.0,-52.07568988173456,True,0.1,0.09806000232696534,True,0.0,,4.375095780499677,-0.8450745107663135,0.3549395282872309,,-0.4760287889997728,-1.7752592496390314,False,
TROX,TRONOX HOLDINGS PLC,2026-06-30,4.800000190734863,2026-09-08,True,closed,False,0.0,2026-08-06,2026-06-30,False,LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities@2026-06-30 3191M,FinanceLeaseLiability@2026-06-30 41M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 194M,(無),XBRL 未拆季 2026-04-01→2026-06-30,101000000.0,-0.5410305197634451,39000000.0,0.0,194000000.0,0.0,180000000.0,55000000.0,159841000.0,0.5445544554455446,True,0.1,0.09806000232696534,True,0.0,,-18.161631905263814,-4.783673163246965,0.3407685795658969,0.32600905759059917,-0.5410305197634451,-8.84178061773397,True,3232000000.0,41000000.0,194000000.0,0.0,180000000.0,3248000000.0,159841000.0,32.15841584158416,False,0.06,0.06116469215054959,False,0.8081541896597871,,-53.27956485506235,-12.099908903733905,0.571728418361399,0.32600905759059917,-0.5410305197634451,-22.364558858942654,True,
LMB,"LIMBACH HOLDINGS, INC.",2026-06-30,49.540000915527344,2026-09-08,True,closed,False,0.0,2026-08-04,2026-06-30,False,LongTermDebtCurrent@2026-06-30 5M; LongTermDebtAndCapitalLeaseObligations@2026-06-30 36M,FinanceLeaseLiabilityCurrent@2026-06-30 5M+FinanceLeaseLiabilityNoncurrent@2026-06-30 19M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 18M,(無),XBRL 未拆季 2026-04-01→2026-06-30,52386000.0,-0.6387695995072685,4862000.0,0.0,17529000.0,0.0,18882000.0,6215000.0,12040218.0,0.11863856755621731,True,0.1,0.09806000232696534,True,0.0,0.7314033508300781,29.61163076775087,-0.40226826361503587,1.8525653491848908,0.7297671997284398,-0.6387695995072685,-0.6297548661134404,True,64254000.0,23550000.0,17529000.0,0.0,18882000.0,65607000.0,12040218.0,1.252376589165044,True,0.095,0.09362028378099485,False,0.09724751266977602,0.5191688537597656,30.967096099801072,-0.3749072360211636,1.7186872328587524,0.7297671997284398,-0.6387695995072685,-0.586920912188617,True,
ON,ON SEMICONDUCTOR CORPORATION,2026-07-03,71.08000183105469,2026-09-08,True,closed,False,0.0,2026-08-03,2026-07-03,False,LongTermDebtCurrent@2026-07-03 802M; LongTermDebt@2026-07-03 4505M,FinanceLeaseLiabilityCurrent@2026-07-03 0M+FinanceLeaseLiabilityNoncurrent@2026-07-03 23M,CashAndCashEquivalentsAtCarryingValue@2026-07-03 3514M,ShortTermInvestments@2026-07-03 350M,XBRL 未拆季 2026-04-04→2026-07-03,1672000000.0,-0.4630023050536638,4459400000.0,0.0,3514500000.0,350000000.0,226300000.0,841000000.0,404400000.0,0.5029904306220095,True,0.09,0.09192858377525841,False,0.13430247821272173,0.6072883605957031,10.660129812861191,-0.8500263148811034,0.43760498691347444,-0.08708490902549015,-0.4630023050536638,-1.8359008272811557,False,5330300000.0,23300000.0,3514500000.0,350000000.0,226300000.0,1711900000.0,404400000.0,1.0238636363636364,True,0.09,0.09091845936748202,False,0.1564282245018514,0.6181297302246094,8.506568982000658,-0.8803240185302843,0.43760498691347444,-0.08708490902549015,-0.4630023050536638,-1.9013383063573543,False,
ARM,ARM HOLDINGS PLC /UK,2026-06-30,261.5299987792969,2026-09-08,True,closed,,,,,False,,FinanceLeaseLiabilityCurrent@2026-06-30 21M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 3058M,ShortTermInvestments@2026-06-30 830M+AvailableForSaleSecuritiesDebtSecuritiesNoncurrent@2026-06-30 18M,XBRL 未拆季 2026-04-01→2026-06-30,2094000000.0,-0.4882583084639302,0.0,0.0,3058000000.0,847800000.0,464000000.0,-3441800000.0,1078000000.0,-1.6436485195797517,True,0.1,0.09806000232696534,True,0.0,1.1708259582519531,23.19224008446567,-0.9113209184693285,0.7617871704586971,-0.2676473819492903,-0.4998341378324307,-1.823246652222159,False,21000000.0,21000000.0,3058000000.0,847800000.0,464000000.0,-3420800000.0,1078000000.0,-1.6336198662846226,True,0.1,0.09806000232696534,True,0.0,1.1708259582519531,23.172759564985153,-0.9113954052187319,0.7617871704586971,-0.2676473819492903,-0.4998341378324307,-1.8233956751554994,False,
POWL,"Powell Industries, Inc.",2026-06-30,182.49000549316406,2026-09-08,True,closed,False,0.0,2026-08-04,2026-06-30,False,,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 634M,(無),XBRL 未拆季 2026-04-01→2026-06-30,256113000.0,-0.4705480485332325,0.0,0.0,633561000.0,0.0,2524000.0,-631037000.0,36604000.0,-2.4639007000816044,True,0.1,0.09806000232696534,True,0.0,0.3442649841308594,85.17122276094717,-0.5332828089364181,0.5171178681320905,-2.5876144340908347e-05,-0.4705480485332325,-1.133322751202006,False,0.0,0.0,633561000.0,0.0,2524000.0,-631037000.0,36604000.0,-2.4639007000816044,True,0.1,0.09806000232696534,True,0.0,0.3442649841308594,85.17122276094717,-0.5332828089364181,0.5171178681320905,-2.5876144340908347e-05,-0.4705480485332325,-1.133322751202006,False,
MEC,"Mayville Engineering Company, Inc.",2026-06-30,19.860000610351562,2026-09-08,True,closed,False,0.0,2026-08-05,2026-06-30,False,LongTermLineOfCredit@2026-06-30 126M,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 2M,(無),XBRL 未拆季 2026-04-01→2026-06-30,13930000.0,-0.4885455435618296,0.0,0.0,2203000.0,0.0,29028000.0,26825000.0,22767889.0,1.925699928212491,True,0.1,0.09806000232696534,True,0.0,,-21.831268427021286,-2.0992581951705604,0.2136100590900939,0.04866797826530789,-0.4885455435618296,-4.296954957086578,False,125718000.0,0.0,2203000.0,0.0,29028000.0,152543000.0,22767889.0,10.950681981335247,False,0.09,0.08812814421424607,False,0.21754723585523078,,-29.266146959762164,-2.4736226616482515,0.24714805608900703,0.04866797826530789,-0.4885455435618296,-5.063238615613722,False,
MYRG,MYR GROUP INC.,2026-06-30,288.1600036621094,2026-09-08,True,closed,False,0.0,2026-07-29,2026-06-30,False,LongTermDebt@2026-06-30 9M,FinanceLeaseLiabilityCurrent@2026-06-30 1M+FinanceLeaseLiabilityNoncurrent@2026-06-30 1M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 138M,(無),XBRL 未拆季 2026-04-01→2026-06-30,298494000.0,-0.4359747148595082,9372000.0,0.0,137872000.0,0.0,56165000.0,-72335000.0,15731000.0,-0.24233317922638312,True,0.1,0.09806000232696534,True,0.0,1.1819343566894531,125.69605555192818,-0.5637977028230579,1.2396156833568583,0.018485396392132536,-0.4359747148595082,-1.2931889937808443,False,10939000.0,1567000.0,137872000.0,0.0,56165000.0,-70768000.0,15731000.0,-0.2370834924655102,True,0.1,0.09806000232696534,True,0.0,1.1821479797363281,125.59644332130075,-0.5641433865729242,1.2396156833568583,0.018485396392132536,-0.4359747148595082,-1.293981892401072,False,
LUMN,"LUMEN TECHNOLOGIES, INC.",2026-06-30,6.639999866485596,2026-09-08,True,closed,False,0.0,2026-08-04,2026-06-30,False,LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities@2026-06-30 13350M,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 1876M,(無),XBRL 未拆季 2026-04-01→2026-06-30,5367000000.0,-0.5207100496313722,0.0,0.0,1876000000.0,0.0,1402000000.0,-474000000.0,1004104000.0,-0.08831749580771381,True,0.1,0.09806000232696534,True,0.0,,1.3964460424765281,-0.7896918568440219,0.3315997975912744,0.05041856602944139,-0.5207100496313722,-1.5165673437704357,False,13350000000.0,0.0,1876000000.0,0.0,1402000000.0,12876000000.0,1004104000.0,2.3991056456120736,True,0.07,0.0676123522163784,False,0.6669247631883317,,-11.455219239077826,-2.7251836550323336,0.4923447863678786,0.05041856602944139,-0.5207100496313722,-5.233591433392885,False,
ORCL,Oracle Corporation,2026-05-31,162.52000427246094,2026-09-08,True,closed,False,0.0,2026-06-22,2026-05-31,False,DebtLongtermAndShorttermCombinedAmount@2026-05-31 129541M,FinanceLeaseLiabilityCurrent@2026-05-31 620M+FinanceLeaseLiabilityNoncurrent@2026-05-31 7081M,CashAndCashEquivalentsAtCarryingValue@2026-05-31 31289M,AvailableForSaleSecuritiesDebtSecuritiesCurrent@2026-05-31 605M,XBRL 未拆季 2025-06-01→2026-05-31,31977000000.0,-0.6497730863261855,7199000000.0,0.0,31289000000.0,605000000.0,30190000000.0,6043000000.0,0.0,0.18897957907245833,True,,,,,,,,,,,,,137242000000.0,7701000000.0,31289000000.0,605000000.0,30190000000.0,136086000000.0,2914000000.0,4.255746317665822,False,0.09,0.08780237388476134,False,0.22468290310890346,0.2511787414550781,111.10562083877457,-0.31635726114978047,0.6460867364039173,0.17900361204255932,-0.6497730863261855,-0.4868734452183349,True,"稀釋股數為 0,除零"
AGX,ARGAN INC,2026-07-31,436.7799987792969,2026-09-08,True,closed,False,0.0,2026-09-02,2026-07-31,False,,,CashAndCashEquivalentsAtCarryingValue@2026-07-31 364M,AvailableForSaleSecuritiesDebtSecurities@2026-07-31 481M(合計標籤),XBRL 未拆季 2026-05-01→2026-07-31,555177000.0,-0.4931438154314579,0.0,0.0,364481000.0,183408000.0,6387000.0,-541502000.0,14164000.0,-0.9753682159023158,True,0.1,0.09806000232696534,True,0.0,0.3140907287597656,406.69962265635047,-0.06886848346310359,0.8322499685523571,0.2535560823332952,-0.4931438154314579,-0.13965192568186152,True,0.0,0.0,364481000.0,480557000.0,6387000.0,-838651000.0,14164000.0,-1.510601123605625,True,0.1,0.09806000232696534,True,0.0,0.2976417541503906,427.67879520647756,-0.02083704290090016,0.8322499685523571,0.2535560823332952,-0.4931438154314579,-0.04225348113241481,True,
DOCN,"DigitalOcean Holdings, Inc.",2026-06-30,126.69000244140625,2026-09-08,True,closed,False,0.0,2026-08-04,2026-06-30,False,LongTermDebt@2026-06-30 921M,FinanceLeaseLiabilityCurrent@2026-06-30 90M+FinanceLeaseLiabilityNoncurrent@2026-06-30 320M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 767M,(無),XBRL 未拆季 2026-04-01→2026-06-30,309956000.0,-0.4215345213176544,921053000.0,0.0,767026000.0,0.0,479087000.0,633114000.0,126548000.0,2.0425931422524486,True,0.095,0.09557970210667277,False,0.0543284500132708,0.7535133361816406,20.626556961596545,-0.8371887555126043,0.767411414663122,-0.39990905381802544,-0.6037591427052458,-1.3866270442902733,False,1330887000.0,409834000.0,767026000.0,0.0,479087000.0,1042948000.0,126548000.0,3.36482597529972,False,0.095,0.09456065527881538,False,0.07664963282633448,0.7625389099121094,17.3879913580311,-0.8627516692481477,0.767411414663122,-0.39990905381802544,-0.6037591427052458,-1.4289666329232578,False,
