signal,date,leader,leader_rsi2,leader_rsi5,spy_rsi2,n_hot_rsi2_ge90,n_hot_rsi5_ge70,n_cold_rsi2_le10,fwd21_spy_pct,fwd21_leader_pct,in_bear
G1,2017-09-19,XLK,91.4,72.82,97.96,5,5,1,1.903,2.659,False
G1,2017-10-05,XLK,96.59,83.72,99.87,6,7,0,1.633,6.353,False
G1,2017-11-28,XLK,93.78,77.34,96.31,7,7,0,2.617,-0.047,False
G1,2018-01-04,XLY,92.23,82.12,94.96,7,7,1,-4.613,-1.41,False
G1,2018-01-22,XLY,96.17,88.87,94.88,5,6,0,-4.117,-2.338,False
G1,2018-02-15,XLY,93.28,63.8,93.98,6,0,0,-0.108,-0.575,False
G1,2018-03-09,XLK,98.54,81.95,97.92,6,6,0,-5.256,-6.765,False
G1,2018-04-17,XLK,94.68,75.56,92.98,8,7,0,0.462,1.868,False
G1,2018-05-09,XLE,98.89,86.38,96.72,5,5,1,2.996,0.694,False
G1,2018-07-09,XLE,93.82,72.27,96.69,7,7,0,2.507,-2.226,False
G1,2018-08-27,XLV,98.6,92.68,96.23,5,6,0,0.491,2.727,False
G1,2018-11-07,XLP,92.6,76.13,96.86,9,7,0,-4.445,-1.922,True
G1,2018-11-28,XLP,92.65,63.8,94.45,6,3,0,-9.606,-9.01,True
G1,2019-02-13,XLI,97.32,88.95,94.04,7,6,0,3.291,-0.408,False
G1,2019-03-13,XLK,94.58,78.08,92.3,6,4,0,3.521,6.413,False
G1,2019-04-01,XLK,94.23,75.23,94.34,5,6,0,1.972,4.556,False
G1,2019-06-06,XLP,94.66,73.16,92.31,6,4,0,3.864,2.647,False
G1,2019-07-01,XLF,97.23,83.92,94.04,5,5,0,0.673,1.219,False
G1,2019-11-27,XLF,90.17,79.89,97.26,6,5,0,2.301,2.243,False
G1,2019-12-16,XLV,95.92,84.92,98.11,5,7,0,4.192,3.176,False
G1,2020-01-16,XLK,92.26,83.61,94.67,5,6,0,1.836,5.489,False
G1,2020-03-26,XLK,93.73,65.46,92.56,5,0,0,14.905,13.465,True
G1,2020-04-27,XLV,91.45,74.39,90.55,6,4,0,4.684,-0.949,False
G1,2020-05-29,XLV,97.47,80.52,89.2,5,7,0,0.562,-3.442,False
G1,2020-07-06,XLY,97.17,77.41,96.01,6,4,0,5.102,4.842,False
G1,2020-08-10,XLI,99.59,91.29,99.3,6,6,0,1.475,-0.307,False
G1,2020-08-28,XLK,99.92,95.07,99.7,5,7,0,-4.546,-6.246,False
G1,2020-10-09,XLI,90.58,76.88,90.08,5,8,0,1.116,4.095,False
G1,2020-11-09,XLB,94.1,79.94,98.07,5,5,0,3.361,2.22,False
G1,2020-11-24,XLF,94.02,82.47,88.15,5,5,0,2.807,2.829,False
G1,2021-01-07,XLE,98.35,84.9,92.0,5,5,0,2.37,4.738,False
G1,2021-02-08,XLE,98.9,82.3,97.09,6,6,0,0.672,21.732,False
G1,2021-03-26,XLE,90.91,61.31,88.39,6,5,0,5.936,-2.4,False
G1,2021-05-06,XLE,94.22,81.47,81.34,5,5,0,0.767,6.079,False
G1,2021-10-14,XLE,93.15,83.87,91.77,6,6,0,5.372,-0.329,False
G1,2021-12-07,XLE,90.32,65.66,88.67,6,2,0,0.191,6.835,False
G1,2021-12-27,XLK,95.44,72.84,94.98,7,5,0,-8.26,-12.476,False
G1,2022-02-01,XLE,96.74,85.98,94.09,6,1,0,-5.214,7.641,True
G1,2022-03-21,XLE,91.46,68.06,94.14,5,5,0,0.601,7.044,True
G1,2022-05-26,XLE,98.06,81.9,90.65,7,4,0,-6.137,-10.352,True
G1,2022-06-24,XLP,97.51,76.82,95.81,6,2,0,0.846,0.453,True
G1,2022-07-28,XLU,99.36,88.14,88.03,5,7,0,-1.32,2.924,True
G1,2022-08-16,XLY,94.62,79.89,98.33,6,7,0,-9.437,-8.33,True
G1,2022-09-09,XLY,96.47,73.13,94.26,7,4,0,-12.004,-15.726,True
G1,2022-10-25,XLE,97.74,82.11,94.57,6,7,0,5.296,5.139,True
G1,2023-01-12,XLB,97.02,82.59,96.52,6,6,0,4.476,-0.833,False
G1,2023-03-30,XLK,90.88,78.62,94.26,7,6,0,2.498,1.614,False
G1,2023-06-13,XLK,94.96,80.62,98.0,6,6,0,3.155,3.661,False
G1,2023-06-30,XLK,95.4,73.53,96.5,5,7,0,2.332,1.87,False
G1,2023-08-30,XLE,93.05,67.69,93.83,6,4,0,-5.209,1.958,False
G1,2023-11-02,XLE,90.76,60.58,96.77,9,7,0,5.107,-3.227,False
G1,2023-12-01,XLK,96.42,79.52,96.38,6,8,0,3.204,0.581,False
G1,2023-12-19,XLK,95.84,86.27,96.11,5,7,0,2.12,4.616,False
G1,2024-02-22,XLF,91.48,76.39,90.75,5,7,0,2.385,3.219,False
G1,2024-03-20,XLF,96.27,85.35,92.79,6,7,0,-4.884,-2.544,False
G1,2024-04-23,XLE,91.37,63.15,83.71,6,3,1,5.212,-3.12,False
G1,2024-05-15,XLU,99.3,95.25,99.93,5,6,0,2.302,-4.134,False
G1,2024-08-15,XLV,94.26,74.11,98.91,7,7,0,2.481,2.876,False
G1,2024-08-30,XLF,99.84,94.1,85.37,5,6,0,1.602,-0.608,False
G1,2024-09-17,XLU,90.49,86.71,96.44,5,4,0,4.251,5.192,False
G1,2024-11-06,XLY,95.67,82.08,94.38,6,4,0,2.463,11.586,False
G1,2024-11-22,XLY,90.7,71.15,92.76,6,6,0,0.333,6.214,False
G1,2025-01-15,XLY,90.33,64.05,89.36,5,4,0,2.812,0.022,False
G1,2025-04-29,XLU,91.26,71.19,96.48,6,5,0,7.553,2.456,False
G1,2025-05-16,XLI,94.18,89.77,99.34,5,7,0,1.758,0.211,False
G1,2025-06-24,XLK,93.22,78.68,92.48,5,4,0,4.471,5.146,False
G1,2026-01-14,XLE,92.71,77.49,18.44,5,4,1,-2.078,14.55,False
G2,1999-04-08,XLK,91.25,82.1,94.38,5,6,0,0.302,-4.128,False
G2,1999-10-29,XLK,98.72,81.89,95.52,4,6,0,2.06,9.091,False
G2,1999-11-16,XLK,90.79,85.43,97.74,7,7,0,0.774,12.045,False
G2,2000-10-31,XLU,97.04,85.63,94.04,5,7,0,-6.371,-0.82,True
G2,2001-04-18,XLB,95.25,81.66,94.72,6,6,0,3.895,10.766,True
G2,2001-05-16,XLB,95.8,84.71,96.04,5,7,0,-5.429,-9.099,True
G2,2002-03-05,XLE,96.55,87.54,79.23,4,6,0,-1.378,2.503,True
G2,2002-10-15,XLV,97.49,80.71,96.7,8,8,0,3.043,-0.581,True
G2,2002-11-06,XLK,89.62,84.76,96.11,6,6,0,-1.032,0.701,False
G2,2003-03-18,XLK,98.44,84.22,97.42,7,7,0,1.577,-2.167,False
G2,2003-04-23,XLY,96.09,82.48,95.03,6,6,0,2.185,1.389,False
G2,2003-05-27,XLU,98.04,90.98,95.85,7,8,0,2.382,-0.137,False
G2,2003-08-18,XLB,89.28,81.16,94.46,5,6,0,2.691,0.088,False
G2,2003-09-03,XLB,97.53,80.27,99.43,8,8,0,0.939,-1.56,False
G2,2003-12-01,XLB,99.6,91.65,98.57,7,7,0,4.552,7.387,False
G2,2003-12-18,XLB,97.19,82.97,95.44,6,8,0,5.343,0.0,False
G2,2004-03-01,XLE,99.76,91.98,97.44,6,6,0,-2.203,-2.683,False
G2,2004-05-27,XLI,98.93,83.98,99.21,8,7,0,1.558,5.289,False
G2,2004-09-02,XLE,97.22,84.74,93.0,5,8,0,1.775,9.317,False
G2,2004-10-06,XLE,97.33,86.49,98.83,6,7,0,2.334,-2.459,False
G2,2004-11-05,XLY,99.69,93.07,99.88,6,8,0,1.351,1.19,False
G2,2005-02-02,XLE,94.58,84.95,99.23,7,6,0,3.024,16.234,False
G2,2005-11-07,XLF,97.49,84.34,83.55,5,6,0,3.518,3.46,False
G2,2005-11-22,XLF,95.75,82.84,98.69,7,7,0,0.952,0.746,False
G2,2006-03-16,XLI,98.6,88.6,96.9,7,7,0,-1.339,0.445,False
G2,2006-05-05,XLI,98.89,86.27,88.93,5,6,0,-4.226,-5.434,False
G2,2006-07-03,XLU,98.36,84.26,94.57,5,6,0,0.039,5.556,False
G2,2006-09-01,XLP,98.96,89.17,98.22,4,7,0,1.753,-2.074,False
G2,2006-10-16,XLK,92.5,87.89,96.79,4,6,0,2.272,2.555,False
G2,2006-12-14,XLE,97.03,84.26,96.58,4,6,0,-0.07,-10.391,False
G2,2007-02-01,XLB,96.01,82.1,95.48,8,7,0,-4.111,-1.147,False
G2,2007-02-20,XLB,81.66,81.2,88.96,3,6,1,-1.072,0.947,False
G2,2007-04-09,XLB,95.63,81.63,98.48,3,6,0,4.372,2.211,False
G2,2007-04-25,XLU,96.87,87.72,91.75,3,9,0,1.345,-2.904,False
G2,2007-05-18,XLE,99.05,89.39,89.24,3,6,0,1.089,4.769,False
G2,2007-07-13,XLE,94.95,83.72,87.73,4,6,0,-5.994,-7.681,False
G2,2007-09-18,XLE,99.41,87.64,91.48,4,9,0,0.501,3.165,False
G2,2007-12-10,XLU,86.94,81.8,93.96,6,8,0,-6.976,-2.848,True
G2,2008-04-18,XLE,96.7,88.96,95.41,5,6,0,2.923,6.996,True
G2,2008-05-19,XLE,94.47,81.28,98.25,4,6,0,-5.707,-0.301,True
G2,2009-01-02,XLU,99.14,82.49,98.49,9,9,0,-8.993,-0.572,True
G2,2009-03-23,XLK,88.85,81.52,84.45,1,8,0,4.271,7.03,True
G2,2009-05-04,XLB,98.51,87.19,98.64,9,9,0,3.787,0.991,False
G2,2009-07-21,XLB,99.72,89.1,98.4,6,8,0,5.402,8.251,False
G2,2009-09-16,XLF,97.96,84.64,99.71,7,8,0,2.005,0.639,False
G2,2010-03-04,XLY,90.53,83.54,97.65,6,6,0,4.885,6.437,False
G2,2010-03-23,XLI,93.4,89.5,88.61,5,7,0,3.394,5.909,False
G2,2010-04-09,XLY,92.95,84.11,86.24,2,6,0,-3.868,-1.325,False
G2,2010-07-13,XLU,98.99,82.3,98.95,7,9,0,-1.519,1.844,False
G2,2010-09-13,XLB,93.7,80.02,95.72,8,8,0,5.147,6.616,False
G2,2010-11-04,XLY,98.32,89.07,99.8,8,8,0,1.308,4.069,False
G2,2010-12-21,XLE,96.65,81.85,96.8,5,8,0,2.239,4.167,False
G2,2011-01-12,XLE,93.12,80.03,94.09,4,6,0,3.421,5.385,False
G2,2011-02-07,XLE,84.03,81.06,94.89,5,6,0,-0.825,1.558,False
G2,2011-03-30,XLE,95.63,82.13,94.35,8,8,0,3.371,0.274,False
G2,2012-01-10,XLI,96.68,83.85,93.39,5,7,0,4.218,4.997,False
G2,2012-02-03,XLI,96.84,85.63,97.92,6,7,0,0.806,-2.216,False
G2,2012-03-13,XLF,95.06,80.81,97.41,7,7,0,-0.73,0.384,False
G2,2012-06-19,XLU,65.25,82.8,96.16,5,8,0,0.914,1.406,False
G2,2012-07-19,XLU,98.11,85.14,94.41,7,7,0,3.673,-1.226,False
G2,2012-09-13,XLE,97.21,85.35,96.12,7,7,0,-1.964,-4.396,False
G2,2012-12-11,XLV,99.25,90.06,98.5,5,6,0,2.73,2.006,False
G2,2013-01-04,XLF,94.26,82.52,86.64,6,7,0,3.202,2.703,False
G2,2013-01-22,XLI,95.04,83.01,99.42,8,8,0,1.355,1.675,False
G2,2013-03-07,XLF,98.8,80.42,97.56,6,7,0,1.117,0.118,False
G2,2013-04-10,XLV,95.57,84.44,94.62,6,7,0,2.703,0.547,False
G2,2013-05-08,XLY,97.79,86.43,97.2,6,6,0,1.249,1.332,False
G2,2013-07-09,XLF,97.18,81.24,98.94,8,8,0,3.037,2.341,False
G2,2013-09-10,XLI,98.92,85.54,99.36,9,8,0,-0.317,0.199,False
G2,2013-10-22,XLB,98.2,85.42,97.52,6,9,0,2.38,1.091,False
G2,2013-12-23,XLI,99.16,86.46,94.93,7,7,0,-1.906,-2.741,False
G2,2014-02-13,XLV,98.59,80.12,98.73,6,7,0,2.117,2.036,False
G2,2014-06-05,XLE,93.58,82.14,98.23,8,9,0,1.655,3.836,False
G2,2014-06-20,XLE,99.42,97.16,97.29,3,7,0,1.281,-1.126,False
G2,2014-08-18,XLK,99.11,80.37,97.66,6,7,0,1.779,1.685,False
G2,2014-10-28,XLU,90.0,84.31,93.11,7,7,0,4.503,1.765,False
G2,2014-12-24,XLU,99.44,87.68,94.75,2,6,0,-1.987,2.628,False
G2,2015-02-13,XLY,97.89,86.35,96.3,5,6,1,-0.96,0.936,False
G2,2015-10-22,XLU,92.66,85.4,83.25,3,7,0,1.028,-4.212,False
G2,2016-02-25,XLU,96.79,81.07,83.16,3,6,0,3.681,4.316,False
G2,2016-03-11,XLU,99.03,82.86,92.87,7,9,0,2.922,2.803,False
G2,2016-04-01,XLU,90.95,81.5,87.2,2,7,1,-0.15,-2.108,False
G2,2016-04-18,XLB,98.56,80.56,92.35,4,6,0,-2.527,-0.388,False
G2,2016-06-08,XLE,84.87,82.26,93.31,5,6,0,1.318,-0.105,False
G2,2016-11-10,XLF,99.47,94.55,96.95,6,6,2,5.063,9.828,False
G2,2016-12-07,XLF,94.41,84.2,97.95,7,7,0,1.445,-0.354,False
G2,2017-02-14,XLF,97.1,82.2,99.64,8,7,0,2.285,1.588,False
G2,2017-06-02,XLK,96.22,85.16,97.52,7,7,0,-0.064,-4.249,False
G2,2017-10-05,XLK,96.59,83.72,99.87,6,7,0,1.633,6.353,False
G2,2017-11-29,XLF,98.21,90.47,87.14,6,7,0,2.066,2.322,False
G2,2018-01-04,XLY,92.23,82.12,94.96,7,7,1,-4.613,-1.41,False
G2,2018-01-22,XLY,96.17,88.87,94.88,5,6,0,-4.117,-2.338,False
G2,2018-03-09,XLK,98.54,81.95,97.92,6,6,0,-5.256,-6.765,False
G2,2018-05-11,XLE,99.39,89.39,99.06,5,7,0,2.14,-0.65,False
G2,2018-08-27,XLV,98.6,92.68,96.23,5,6,0,0.491,2.727,False
G2,2019-02-01,XLI,93.61,80.61,92.96,3,7,0,3.347,4.849,False
G2,2019-02-19,XLI,84.11,83.34,93.01,4,8,0,1.464,-1.977,False
G2,2019-03-18,XLK,99.18,88.18,96.39,5,6,0,2.783,5.516,False
G2,2019-06-11,XLP,98.35,80.94,94.29,4,6,0,4.389,1.942,False
G2,2019-07-03,XLP,97.07,80.49,98.43,8,7,0,-3.144,-0.776,False
G2,2019-11-04,XLK,94.43,80.03,93.08,3,6,1,1.509,1.687,False
G2,2019-12-16,XLV,95.92,84.92,98.11,5,7,0,4.192,3.176,False
G2,2020-01-16,XLK,92.26,83.61,94.67,5,6,0,1.836,5.489,False
G2,2020-05-29,XLV,97.47,80.52,89.2,5,7,0,0.562,-3.442,False
G2,2020-07-15,XLB,96.89,83.35,86.57,5,6,0,5.197,2.823,False
G2,2020-08-10,XLI,99.59,91.29,99.3,6,6,0,1.475,-0.307,False
G2,2020-08-28,XLK,99.92,95.07,99.7,5,7,0,-4.546,-6.246,False
G2,2020-10-12,XLY,95.06,80.56,96.11,7,8,0,1.17,-1.56,False
G2,2020-11-10,XLB,96.4,82.85,86.36,7,7,0,2.385,0.611,False
G2,2021-02-08,XLE,98.9,82.3,97.09,6,6,0,0.672,21.732,False
G2,2021-05-07,XLE,97.53,85.68,92.16,5,6,0,0.161,3.407,False
G2,2021-10-14,XLE,93.15,83.87,91.77,6,6,0,5.372,-0.329,False
G2,2022-05-27,XLE,99.19,86.22,96.52,9,8,0,-8.629,-19.678,True
G2,2022-07-28,XLU,99.36,88.14,88.03,5,7,0,-1.32,2.924,True
G2,2022-10-25,XLE,97.74,82.11,94.57,6,7,0,5.296,5.139,True
G2,2023-01-12,XLB,97.02,82.59,96.52,6,6,0,4.476,-0.833,False
G2,2023-03-31,XLK,95.78,84.04,98.04,9,8,0,0.614,-0.267,False
G2,2023-06-13,XLK,94.96,80.62,98.0,6,6,0,3.155,3.661,False
G2,2023-07-03,XLY,97.08,80.7,96.95,6,6,0,1.387,-2.25,False
G2,2023-07-19,XLK,78.55,83.08,98.67,2,6,0,-4.58,-8.743,False
G2,2023-11-06,XLK,98.97,83.37,98.37,4,8,0,4.87,5.988,False
G2,2023-12-12,XLK,95.43,80.35,96.2,6,6,0,2.734,1.281,False
G2,2024-03-19,XLE,99.68,94.74,80.64,3,6,0,-3.166,2.586,False
G2,2024-05-07,XLU,98.63,87.65,93.72,6,6,0,3.571,1.023,False
G2,2024-08-19,XLK,99.59,83.02,99.61,9,8,0,2.121,-0.53,False
G2,2024-09-16,XLU,98.97,89.16,96.1,5,6,0,2.913,3.004,False
G2,2024-11-08,XLY,98.52,88.4,97.21,3,6,0,0.995,7.263,False
G2,2025-05-13,XLI,98.93,92.28,97.35,5,6,1,1.819,1.169,False
G2,2025-07-03,XLK,89.69,82.35,99.21,5,6,0,1.352,2.848,False
