流動性口徑,負債閘口徑,年份段,組,期,主口徑,樣本N,未成熟,其他不可判,公司數,中位期內最大跌幅,觸及負33比例,觸及負80比例,觸及負50比例,最大單筆超額,可信度,勝率,中位超額,平均超額,p25超額,p75超額,平均盈虧比,中位盈虧比,前1%事件數,前1%佔總超額比例,前5%事件數,前5%佔總超額比例,剔走前1%後平均,剔走前5%後平均,簇數,2020年觸發佔比,勝率下限,勝率上限,平均超額下限,平均超額上限
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,3 只不過現金流閘,1m,False,470,0,0,246,-0.11835779994779125,0.06595744680851064,0.0,0.010638297872340425,0.7350926720996616,高,0.4340425531914894,-0.013977315771760701,-0.012961569612074583,-0.10533784097366858,0.06714501047195608,1.057270872471963,0.8599633619749082,5.0,-0.5365910272505359,24.0,-1.668347072895846,-0.0201307888936529,-0.036447094567762406,237.0,0.16170212765957448,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,3 只不過現金流閘,3m,False,470,0,0,246,-0.1918249104484243,0.251063829787234,0.006382978723404255,0.06382978723404255,2.0125069121985573,高,0.39574468085106385,-0.0639667553641447,-0.03198998007506369,-0.23827703832462865,0.09420483457263965,1.1568027226178268,0.8118944453311885,5.0,-0.5418226776715325,24.0,-1.4238410980050487,-0.04985323025130544,-0.0817111106776725,237.0,0.16170212765957448,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,3 只不過現金流閘,6m,False,470,0,0,246,-0.2995231141330579,0.44680851063829785,0.031914893617021274,0.2170212765957447,2.4367253980853514,高,0.3680851063829787,-0.14171838969472883,-0.06974344920814111,-0.36767080602219143,0.14958966316130146,1.1493397080128849,0.8639548134761051,5.0,-0.29223953450668716,24.0,-0.8812943566807326,-0.09109433096692679,-0.13826847529829786,237.0,0.16170212765957448,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,3 只不過現金流閘,12m,False,470,0,0,246,-0.44384372693901725,0.6340425531914894,0.1,0.425531914893617,6.508599321119126,高,0.3191489361702128,-0.25472089086725186,-0.1205316441087485,-0.5408052512324114,0.1601546470301094,1.2775051788273042,0.8296726536138646,5.0,-0.29115656502230103,24.0,-0.7404745901617151,-0.1572986130848448,-0.22107099557039267,237.0,0.16170212765957448,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4 只不過市值閘,1m,False,981,0,0,420,-0.0901134985862482,0.040774719673802244,0.0,0.014271151885830785,1.819810429596204,高,0.4689092762487258,-0.0080131238505782,0.0069112382488837635,-0.0766373435802041,0.0740950607064698,1.2849202459993025,1.1462441648100308,10.0,1.2081703847140945,50.0,3.3052570559283483,-0.0014535319647205008,-0.016787829542868754,703.0,0.2670744138634047,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4 只不過市值閘,3m,False,981,0,0,420,-0.1413042800835718,0.12844036697247707,0.0010193679918450561,0.03771661569826707,14.682618901303856,高,0.4658511722731906,-0.0169358672531644,0.044732187884733834,-0.1318668022469342,0.1338701264168516,1.791708582828277,1.1714628454591325,10.0,0.7282397223908365,50.0,1.4115647657612764,0.012281626769789632,-0.01939892456780158,703.0,0.2670744138634047,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4 只不過市值閘,6m,False,981,0,0,420,-0.1914893390367118,0.2436289500509684,0.0030581039755351682,0.08766564729867482,16.048538686717155,高,0.4383282364933741,-0.0441620264884025,0.060483621380406034,-0.2172542135503806,0.1796107504675075,1.9215482871916245,1.160446734850894,10.0,0.6851733442891936,50.0,1.4724581223671767,0.019237961870058603,-0.03011067089765642,703.0,0.2670744138634047,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4 只不過市值閘,12m,False,981,0,0,420,-0.2535211444965225,0.3781855249745158,0.011213047910295617,0.18042813455657492,19.7325336751658,高,0.4750254841997961,-0.0223734716731789,0.1897865225663974,-0.2660749850758146,0.3149997788266663,2.496672561622383,1.3407017405281187,10.0,0.4807340275857015,50.0,0.9432838374313268,0.09956461298756826,0.011342049371795703,703.0,0.2670744138634047,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4a 只不過市值閘(1 億至 5 億),1m,False,576,0,0,298,-0.0928410800662349,0.03819444444444445,0.0,0.012152777777777778,0.7364760127560899,高,0.4670138888888889,-0.00866706340587085,0.001164223379238474,-0.0854641331019748,0.06919039659401008,1.1662176657826555,0.9051826776503593,6.0,5.4526941664974915,29.0,17.403979666194356,-0.005238498340279725,-0.02011039938684303,441.0,0.2743055555555556,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4a 只不過市值閘(1 億至 5 億),3m,False,576,0,0,298,-0.1429295769615725,0.1284722222222222,0.0,0.034722222222222224,14.682618901303856,高,0.4427083333333333,-0.025237531212806502,0.032964405665908275,-0.13962921588842458,0.12067126872566394,1.7431130176925673,1.2021086293824879,6.0,1.1212031709769243,29.0,1.8804003798359241,-0.004037447238141729,-0.03056051216660827,441.0,0.2743055555555556,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4a 只不過市值閘(1 億至 5 億),6m,False,576,0,0,298,-0.1966494223591407,0.2534722222222222,0.0,0.08680555555555555,16.048538686717155,高,0.4166666666666667,-0.07272934842514685,0.036737864149464526,-0.2281316009440138,0.1645880813569239,1.7934117180504965,1.1034020730361405,6.0,1.2175366035639938,29.0,2.2869832570494797,-0.008075954717578033,-0.04978768784392804,441.0,0.2743055555555556,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4a 只不過市值閘(1 億至 5 億),12m,False,576,0,0,298,-0.27514642834162584,0.4114583333333333,0.005208333333333333,0.1875,19.7325336751658,高,0.4704861111111111,-0.026074829567501248,0.10772695739576238,-0.28032120302732805,0.27568175057522687,1.8978863600451603,1.1672643678643455,6.0,0.644748840288699,29.0,1.1516660198339923,0.03867296998435144,-0.017204729180358005,441.0,0.2743055555555556,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4b 只不過市值閘(低於 1 億),1m,False,405,0,0,181,-0.0866871926508582,0.044444444444444446,0.0,0.01728395061728395,1.819810429596204,高,0.47160493827160493,-0.0066717554483924,0.015084770507934844,-0.0648824450417318,0.0839549602526461,1.4670593751429621,1.4695828812808425,5.0,0.8225572753525849,21.0,1.7495413788084433,0.00271014131435404,-0.011924992637078649,349.0,0.25679012345679014,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4b 只不過市值閘(低於 1 億),3m,False,405,0,0,181,-0.1359026689063441,0.12839506172839507,0.0024691358024691358,0.04197530864197531,3.602384347613529,高,0.49876543209876545,-0.0008411370492868,0.06146858926261907,-0.1168932659391076,0.1395660986367681,1.8784160514706107,1.196681334675011,5.0,0.47039258417804775,21.0,1.0314185200400436,0.03296114847251665,-0.002036867452995389,349.0,0.25679012345679014,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4b 只不過市值閘(低於 1 億),6m,False,405,0,0,181,-0.1849140309571382,0.22962962962962963,0.007407407407407408,0.08888888888888889,4.480743596090268,高,0.4691358024691358,-0.0273655520580134,0.09425536499774506,-0.1966423692360956,0.2218237145514054,2.125372650154876,1.2582026896314256,5.0,0.4071305064579556,21.0,0.9951562776487316,0.05657964464120658,0.00048151422228503993,349.0,0.25679012345679014,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,4b 只不過市值閘(低於 1 億),12m,False,405,0,0,181,-0.2312633683265939,0.3308641975308642,0.019753086419753086,0.17037037037037037,16.190818796731328,高,0.48148148148148145,-0.0223734716731789,0.30649345969796726,-0.2518989189264796,0.3842413511067948,3.403620950896353,1.7069100989854054,5.0,0.3790202204440826,21.0,0.7974455668472572,0.19270531905155636,0.06547669698601205,349.0,0.25679012345679014,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,5 不過兩閘(補完),1m,False,1555,0,0,653,-0.1120000492088875,0.08102893890675242,0.0019292604501607716,0.0180064308681672,2.372351894018505,高,0.4816720257234727,-0.005547155927688,0.012848763783206905,-0.0939299488160443,0.08777364462186905,1.3028448747189467,1.0399298161214747,16.0,0.7917897549861528,78.0,2.281245041990159,0.0027030570612009896,-0.01733179089946944,982.0,0.24694533762057877,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,5 不過兩閘(補完),3m,False,1555,0,0,653,-0.1745036209729431,0.21543408360128619,0.002572347266881029,0.06495176848874598,8.563105696593869,高,0.4758842443729904,-0.0152101221078487,0.0616518645138352,-0.1735923984594528,0.16072025965881248,1.791557941370792,1.0693255742769538,16.0,0.4991956794116761,78.0,1.1896364422439876,0.03119651318253991,-0.0123088622746068,982.0,0.24694533762057877,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,5 不過兩閘(補完),6m,False,1555,0,0,653,-0.228629647376919,0.34019292604501605,0.01157556270096463,0.15434083601286175,9.131117802394195,高,0.47717041800643084,-0.0174887978814718,0.12233325800790969,-0.23441147869720125,0.278623671541802,2.0857854805212503,1.3381132635985304,16.0,0.3953075653676274,78.0,0.9429952772530503,0.07474305600464058,0.007341846122720967,982.0,0.24694533762057877,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,5 不過兩閘(補完),12m,False,1555,0,0,653,-0.316143514298379,0.4797427652733119,0.03408360128617363,0.28167202572347266,18.56832891551816,高,0.4977491961414791,-0.0047313513057697,0.2533527146048528,-0.32287926069354933,0.4651403373312014,2.4955483344316147,1.4636630415840608,16.0,0.3494422119315899,78.0,0.7608740464693308,0.1665341159262415,0.06378259357445788,982.0,0.24694533762057877,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,6 三閘全不過,1m,False,233,0,0,124,-0.1111111765208691,0.07296137339055794,0.0,0.004291845493562232,2.745529689560036,高,0.5107296137339056,0.0051465670059995,0.04781396057202667,-0.09723983816931,0.1021237079893013,1.7398032036877173,1.0126142727876113,3.0,0.5200125241701681,12.0,1.0495315072394935,0.02324945140410368,-0.0024968928754469143,221.0,0.21030042918454936,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,6 三閘全不過,3m,False,233,0,0,124,-0.1988491395193177,0.21030042918454936,0.004291845493562232,0.07725321888412018,3.6557134183473385,高,0.44635193133047213,-0.0361434849705896,0.07116597000550517,-0.1847872573622585,0.1793582835083165,2.062046764000058,1.2510205801839518,3.0,0.5262255118791227,12.0,1.167002332269995,0.03415640302417066,-0.012530215981076783,221.0,0.21030042918454936,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,6 三閘全不過,6m,False,233,0,0,124,-0.2438016589991779,0.3605150214592275,0.017167381974248927,0.15021459227467812,11.030814666430397,高,0.463519313304721,-0.0160003955904722,0.15843710187651258,-0.2677603933783146,0.2941357198820908,2.479997598944856,1.3804051479811172,3.0,0.4454332378711949,12.0,0.8809000661774222,0.08901000211814737,0.01989445549868029,221.0,0.21030042918454936,,,,
不含流動性閘,A2(資料不足當過閘),建表年份 2010-2021,6 三閘全不過,12m,False,233,0,0,124,-0.3132968783059408,0.47639484978540775,0.02145922746781116,0.27467811158798283,12.275919400001078,高,0.5278969957081545,0.0403604162255721,0.432243031177178,-0.2931737847079012,0.6653826835455416,3.3144779940546756,1.9899955243355318,3.0,0.31269629103101415,12.0,0.6091845909123084,0.30095722422368976,0.17809975671389755,221.0,0.21030042918454936,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,0 全部觸發(不分閘),1m,False,9984,183,25,3314,-0.09884030294126765,0.05669070512820513,0.001001602564102564,0.012920673076923076,7.606475572469272,高,0.47325721153846156,-0.00848503552235815,0.013600952296698816,-0.09621405212022535,0.08758916891083253,1.352106152344596,1.0457373360572266,100.0,1.0213509366476454,500.0,2.4800911915223587,-0.0002933310824778516,-0.02119194501387038,2107.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,0 全部觸發(不分閘),3m,False,9337,830,25,3158,-0.1653658509921062,0.19406661668630182,0.005033736746278248,0.05547820499089643,16.6471220607926,高,0.4500374852736425,-0.0284892363773755,0.0284045666925421,-0.1791193793613559,0.1447400261704681,1.5409807318661128,1.02582901976542,94.0,1.0231829482484938,467.0,2.27286870113265,-0.0006651984675938919,-0.03805883719142597,2019.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,0 全部觸發(不分閘),6m,False,8327,1840,25,2883,-0.2331816916629565,0.3319322685240783,0.013570313438213043,0.13318121772547137,36.4684668439731,高,0.4122733277290741,-0.0706684011602108,0.03453740550863086,-0.2745948197677017,0.1704899078999647,1.736893688716244,0.9923032190856332,84.0,1.317673665607568,417.0,2.8604310651438856,-0.011083430157005298,-0.0676418338880309,1855.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,0 全部觸發(不分閘),12m,False,6998,3169,25,2600,-0.30203628879916267,0.4612746498999714,0.03372392112032009,0.23206630465847386,71.57174139555339,高,0.38939697056301803,-0.1200101844204304,0.06956500858888141,-0.3857921073243204,0.20941303527561214,2.080361695655841,1.0264739472495104,70.0,1.1799588154091931,350.0,2.2934826190258057,-0.012645325938801803,-0.09471840316722152,1592.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,1 過三閘(現行①池),1m,False,1814,28,6,886,-0.08077296992080446,0.022050716648291068,0.0,0.004961411245865491,0.8506280957372951,高,0.48401323042998895,-0.004322771593857799,0.0044435850824537165,-0.07163851506376835,0.07455543280958825,1.1677164181273554,1.1153370261863702,19.0,1.2386284797524119,91.0,3.613353353064851,-0.0010715898821826437,-0.012225978854553041,879.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,1 過三閘(現行①池),3m,False,1707,135,6,854,-0.1304348051435327,0.11189220855301699,0.0017574692442882249,0.01991798476859988,4.671768900952977,高,0.492091388400703,-0.0050300868934866,0.010610863196127413,-0.13735517100526384,0.12810526756672092,1.1639176017063033,0.9727720710621931,18.0,1.1373752353093336,86.0,3.0934476915629405,-0.0014732044979776072,-0.023391783477645426,834.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,1 過三閘(現行①池),6m,False,1519,323,6,790,-0.1833676603801231,0.22119815668202766,0.0026333113890717576,0.06319947333772219,3.55686237258522,高,0.4272547728768927,-0.0447581002169543,0.0017840465289015103,-0.2152183264913908,0.14680252619560413,1.3595999819895184,0.9971369559387346,16.0,11.643949445481551,76.0,29.84984445405912,-0.01919144931017968,-0.05418026134352991,756.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,1 過三閘(現行①池),12m,False,1302,540,6,716,-0.24241270895551525,0.347926267281106,0.01152073732718894,0.1390168970814132,3.061586771067589,高,0.4001536098310292,-0.10013743026250971,-0.018647156193153894,-0.3219470515952362,0.18183304999341932,1.3451322926109552,0.9728969195925028,14.0,-1.306876652123014,66.0,-3.699239295236173,-0.04348426195972208,-0.09230658476028517,653.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,2 只不過負債閘,1m,False,1942,23,2,872,-0.07544508901331076,0.017507723995880537,0.0,0.0005149330587023687,1.7398342065474424,高,0.509783728115345,0.0025383250147096997,0.006702494245768751,-0.07196832260422323,0.06972645800596883,1.107831517644302,0.9200070061358482,20.0,0.9355745547969576,98.0,2.644588581550478,0.00043630452825973195,-0.011608658334998486,986.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,2 只不過負債閘,3m,False,1836,129,2,846,-0.12854021150417844,0.10185185185185185,0.0,0.010893246187363835,1.4113008526410185,高,0.4684095860566449,-0.0134776715563283,0.004871525507623408,-0.13864742464308086,0.13229439520049097,1.2033186950453396,1.1137008125490664,19.0,1.921619110238515,92.0,5.988072891992782,-0.004536638790891831,-0.02558137996834292,948.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,2 只不過負債閘,6m,False,1613,352,2,772,-0.1902984991639781,0.23682579045257285,0.0006199628022318661,0.06509609423434594,3.829107884376026,高,0.3949163050216987,-0.0608141452691325,-0.029367569315902314,-0.2322629904467422,0.1182431045005873,1.1907264157483104,0.9112020550195262,17.0,-0.5113581506752528,81.0,-1.437455860425716,-0.044857686904786656,-0.0753668500639483,858.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,2 只不過負債閘,12m,False,1385,580,2,717,-0.2609122238319842,0.3819494584837545,0.012996389891696752,0.1595667870036101,9.355625301048798,高,0.3689530685920578,-0.1165050137412706,-0.05586886165543662,-0.3471884531296964,0.1226554362510263,1.2205876655960566,0.8094498966205566,14.0,-0.5294861919359907,70.0,-1.2188996369655904,-0.08632323388674239,-0.13056642177203562,740.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,3 只不過現金流閘,1m,False,1008,11,2,480,-0.11918738407577531,0.0763888888888889,0.00496031746031746,0.021825396825396824,5.323425666899727,高,0.46825396825396826,-0.013687360935223051,0.010192266727455582,-0.1091651102150719,0.10211961307714773,1.2891594621794882,1.0587824108504005,11.0,1.3943113513475607,51.0,3.4161138446185437,-0.0040632676813747125,-0.025938016888439264,406.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,3 只不過現金流閘,3m,False,945,74,2,452,-0.2161890079945624,0.2624338624338624,0.01798941798941799,0.08677248677248678,2.645595556075856,高,0.4158730158730159,-0.0515613934388379,-0.012143203898570038,-0.2274229485363844,0.1411653546844484,1.2808158826123135,1.0208812167760748,10.0,-1.5999645471616006,48.0,-4.416334748954319,-0.03190956700090761,-0.06929121080411596,385.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,3 只不過現金流閘,6m,False,848,171,2,407,-0.30177864271886823,0.44575471698113206,0.041273584905660375,0.2134433962264151,8.793763496583574,高,0.3915094339622642,-0.1195592857299166,-0.0031064107811639287,-0.36509213188036105,0.1852088865022214,1.5307244063028742,0.9841747145405545,9.0,-14.37642968409034,43.0,-33.85966515286314,-0.04827789021526133,-0.1140727910937994,355.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,3 只不過現金流閘,12m,False,729,290,2,360,-0.4045454425823024,0.6131687242798354,0.0877914951989026,0.37997256515775035,10.83113578972887,高,0.39094650205761317,-0.1728130849131078,0.017315170170665098,-0.508164007756775,0.2449825808883632,1.65692305190253,0.8829874319325625,8.0,4.078965511759709,37.0,8.864038918575043,-0.053904354773642034,-0.14344778679727443,301.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4 只不過市值閘,1m,False,1160,20,4,576,-0.0907278116622568,0.03189655172413793,0.0,0.006896551724137931,2.9453657337117423,高,0.46551724137931033,-0.00890133217943375,0.01868112585367295,-0.08973978558050705,0.08141094171651575,1.5350427140560157,1.1141821775574205,12.0,0.7625480753154972,58.0,1.8540406069356452,0.0044822372608924665,-0.016794147434012644,684.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4 只不過市值閘,3m,False,1097,83,4,557,-0.1470230333817399,0.15132178669097537,0.0018231540565177757,0.024612579762989972,3.560835523097293,高,0.42570647219690066,-0.0429141049039915,0.022224419399249195,-0.1677062103031641,0.1222143468717635,1.6521146223044778,1.061132588084476,11.0,0.9617972188794278,55.0,2.5361861698325496,0.0008576344281178131,-0.035942905708169146,655.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4 只不過市值閘,6m,False,1009,171,4,524,-0.2058010798649576,0.27849355797819625,0.005946481665014866,0.07730426164519326,7.7080151482327555,高,0.4093161546085233,-0.0671908076621911,0.011422923251558834,-0.2550485112204789,0.1352359175737247,1.5580202296610097,0.8855552348483103,11.0,3.014782969828234,51.0,6.819867109928515,-0.02326838039478133,-0.07001901293211256,594.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4 只不過市值閘,12m,False,866,314,4,473,-0.24999998736062184,0.384526558891455,0.011547344110854504,0.1535796766743649,41.75516400916379,高,0.3625866050808314,-0.12985023989668704,0.07032147924129929,-0.3495552464128179,0.13381712736827772,2.3910572022861616,1.0056857973533906,9.0,1.3635434397190167,44.0,2.3751499715698614,-0.025833388776285646,-0.10187887400897883,506.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4a 只不過市值閘(1 億至 5 億),1m,False,721,9,3,393,-0.0864419576121177,0.026352288488210817,0.0,0.004160887656033287,1.661651513551652,高,0.47295423023578365,-0.0066490692147389,0.016522604968211205,-0.0886258726147445,0.0783784126780651,1.4603532529262149,1.0072461506374508,8.0,0.8202125730548065,37.0,1.9152206901849071,0.0030038868623752995,-0.015939823646545358,455.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4a 只不過市值閘(1 億至 5 億),3m,False,685,45,3,377,-0.1416949329850649,0.145985401459854,0.0,0.017518248175182483,3.560835523097293,高,0.40875912408759124,-0.0473493477022158,0.017696162352194348,-0.1710829804215379,0.1138364160584894,1.7043773487777947,1.0620061923301383,7.0,1.2818734248767456,35.0,3.2607532973271502,-0.005039577218629409,-0.04216086201633167,437.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4a 只不過市值閘(1 億至 5 億),6m,False,637,93,3,354,-0.2041885648831597,0.27472527472527475,0.0015698587127158557,0.07535321821036106,3.6503612430007255,高,0.42229199372056514,-0.0525196077188846,-0.007146476652171277,-0.2554404375749702,0.1382985419480156,1.2974563503766126,0.7899810262646487,7.0,-3.495587155887531,32.0,-8.502215087821446,-0.03248458207676632,-0.07149915242540382,401.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4a 只不過市值閘(1 億至 5 億),12m,False,566,164,3,328,-0.24011827763672136,0.3763250883392226,0.0088339222614841,0.1501766784452297,5.574221854926856,高,0.3710247349823322,-0.10935307305312861,0.01314950992581686,-0.33785776410498103,0.1302006950377071,1.8138780341438607,1.0294466526517887,6.0,3.5345879491414345,29.0,8.342976139310968,-0.03368568142432419,-0.10177095027553214,352.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4b 只不過市值閘(低於 1 億),1m,False,439,11,1,243,-0.103138982769029,0.04100227790432802,0.0,0.011389521640091117,2.9453657337117423,高,0.4533029612756264,-0.0100566451315329,0.022226213686060012,-0.09129291766431766,0.08886117478327235,1.659701888130603,1.2066284966299463,5.0,0.7732447032877297,22.0,1.778288239786764,0.005097975177780831,-0.018211026184859307,357.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4b 只不過市值閘(低於 1 億),3m,False,412,38,1,231,-0.1540147338647036,0.16019417475728157,0.0048543689320388345,0.03640776699029126,2.302399489411441,高,0.4538834951456311,-0.032450754105167304,0.029753196285736028,-0.1567233544469074,0.1379968614525965,1.5669708849854624,1.0692177730506007,5.0,0.7499548632528977,21.0,1.8460601875451927,0.0075310381277131815,-0.02652499710942825,337.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4b 只不過市值閘(低於 1 億),6m,False,372,78,1,212,-0.21041824685989952,0.2849462365591398,0.013440860215053764,0.08064516129032258,7.7080151482327555,高,0.3870967741935484,-0.0998327740006204,0.043220524699612815,-0.2539477926994006,0.12976605548275888,2.0339925034882365,1.0932911257271378,4.0,1.0977165401973796,19.0,2.398611798254321,-0.004269266227630695,-0.06370235044488083,302.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,4b 只不過市值閘(低於 1 億),12m,False,300,150,1,178,-0.2601369733932277,0.4,0.016666666666666666,0.16,41.75516400916379,高,0.3466666666666667,-0.1624424781382687,0.17818592801650945,-0.36109646528170974,0.13521971484826834,3.489992147863452,0.9304379409973049,3.0,1.0612699446417908,15.0,1.5056948488752775,-0.01102771913688647,-0.09485021677895766,250.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,5 不過兩閘(補完),1m,False,3529,81,10,1465,-0.1223175350833462,0.09096061207140833,0.0011334655709832814,0.020969113063190707,7.606475572469272,高,0.45763672428449986,-0.0158041976004055,0.021487897298406226,-0.1202778368332796,0.1083503676253476,1.5131051205017862,1.1353251830049922,36.0,0.8762200666127616,177.0,2.077031700921014,0.0026871829605469573,-0.024365204137390763,1148.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,5 不過兩閘(補完),3m,False,3264,346,10,1362,-0.20228636304932926,0.2610294117647059,0.0070465686274509805,0.08792892156862746,12.6414125761935,高,0.43995098039215685,-0.0394450052309555,0.05747625918665012,-0.2171560925382763,0.1785385936467411,1.8489511669360004,1.1616782331372342,33.0,0.7139515582422775,164.0,1.5632569344212013,0.01660891539805369,-0.03408658537548426,1088.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,5 不過兩閘(補完),6m,False,2912,698,10,1215,-0.27561592960015446,0.4069368131868132,0.020604395604395604,0.18509615384615385,36.4684668439731,高,0.4254807692307692,-0.08121434392729196,0.09579523935455053,-0.30352270650363317,0.2366836418272378,2.0951918544708654,1.18471244047616,30.0,0.6506371131125485,146.0,1.3914494933162862,0.033815677165959165,-0.039478337637924056,995.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,5 不過兩閘(補完),12m,False,2378,1232,10,1041,-0.353312375329212,0.5349032800672834,0.044575273338940284,0.29352396972245587,71.57174139555339,高,0.3990748528174937,-0.12046557656526466,0.17830897487579672,-0.41688527883977344,0.3126386246311461,2.694326733360218,1.3101201576516104,24.0,0.6390179940636991,119.0,1.2513763146130925,0.06502257269909478,-0.04718382857673807,843.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,6 三閘全不過,1m,False,531,20,1,278,-0.1296703577703808,0.10734463276836158,0.0018832391713747645,0.02824858757062147,1.7150836290124398,高,0.4331450094161959,-0.0309855333037877,0.013070245099389107,-0.13900107165242004,0.11311241406089005,1.4991025773839117,1.1104122132595646,6.0,1.23278517942181,27.0,3.4922089861744743,-0.003077331457411755,-0.03431880633935402,403.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,6 三閘全不過,3m,False,488,63,1,259,-0.21956921614596395,0.3442622950819672,0.004098360655737705,0.13934426229508196,16.6471220607926,高,0.42213114754098363,-0.0630782984404443,0.07715000925906935,-0.24023800061719622,0.1944215833770503,2.0788876220454866,1.247304981440195,5.0,0.7973383458985367,25.0,1.5650713902552456,0.015797205100017513,-0.04594921887522889,372.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,6 三閘全不過,6m,False,426,125,1,232,-0.30808676218887887,0.47417840375586856,0.01643192488262911,0.25821596244131456,20.14172007721631,高,0.3826291079812207,-0.12287768249877559,0.10423865746636435,-0.37465692944198936,0.1875532104050259,2.4160770675227456,1.1859825541985107,5.0,0.990088195267732,22.0,1.7256626783726643,0.0010454639216662574,-0.0797612278077906,334.0,0.0,,,,
不含流動性閘,A2(資料不足當過閘),驗證年份 2022-2026,6 三閘全不過,12m,False,338,213,1,189,-0.37080796446532027,0.5739644970414202,0.06804733727810651,0.33727810650887574,18.33563667506904,高,0.4289940828402367,-0.10590720637472864,0.2690325400273182,-0.42616034051031476,0.38036526783638913,2.8721579273402833,1.3365867912415752,4.0,0.5729181043449949,17.0,1.0850426494095091,0.11627496224388875,-0.02409091312671967,271.0,0.0,,,,
