版本,年份段,進場格,期,表,樣本N,未成熟,無進場點,資料不足,可信度,中位超額,p25超額,p75超額,平均超額,中位期內最大跌幅,觸及負33比例,最大單筆超額,剔走前三大贏家後的平均超額,2020年觸發佔比,勝率,勝率下限,勝率上限,平均超額下限,平均超額上限,賠率,簇數,industry_kill,pos_sma200,pos_sma250
A(淨現金 N2),全期 2010-2026,跌勢衰竭,6m,軸一 行業殺 vs 個別殺,86,20,5,0,中,0.0404767963653219,-0.13134699114598095,0.23174888158171955,0.08223444951956554,-0.12625830091834633,0.13953488372093023,1.1188119266728935,0.049830742304024414,0.16279069767441862,0.5465116279069767,0.4431818181818182,0.6455696202531646,0.009850380011325217,0.16198372982133338,1.2330083099002145,62.0,行業殺,,
A(淨現金 N2),全期 2010-2026,跌勢衰竭,12m,軸一 行業殺 vs 個別殺,410,62,6,0,高,-0.052585048243146845,-0.28173865657797537,0.22264494575709412,0.039394665308919996,-0.2523377929730952,0.35365853658536583,4.59119401420062,0.010343294590122698,0.09268292682926829,0.44146341463414634,0.3896586415041976,0.490450558213716,-0.018218948323740963,0.10602044484651767,1.0427936328868104,350.0,個別殺,,
A(淨現金 N2),全期 2010-2026,跌勢衰竭,12m,軸一 行業殺 vs 個別殺,80,26,5,0,中,0.03027567279954595,-0.12657578800898545,0.26433417966225115,0.1419477671214172,-0.17174841562917176,0.2125,2.221079679080189,0.0734532278087474,0.175,0.5625,0.4444444444444444,0.684931506849315,0.018009434517506397,0.29857479377689017,1.7758722970501073,57.0,行業殺,,
A(淨現金 N2),全期 2010-2026,觸發日即買,1m,軸二 200 日線位置,99,2,0,0,中,-0.0251696185446136,-0.07633955878332385,0.0812226999330286,-0.00464910873473771,-0.088259994390502,0.020202020202020204,0.5261583729519421,-0.015560681532861076,0.06060606060606061,0.42424242424242425,0.3195766615485852,0.5242838604248774,-0.03242063069631253,0.021548875267982028,1.4628923886482705,91.0,,線下 10% 內,
A(淨現金 N2),全期 2010-2026,觸發日即買,1m,軸二 200 日線位置,410,2,0,0,高,0.01516789837217895,-0.0535770678236213,0.08061607650945582,0.0183638565971054,-0.07991498098692375,0.03414634146341464,0.7225226504839646,0.014076172880847553,0.10975609756097561,0.5780487804878048,0.5287047163362953,0.6279635162671429,0.005248228790088672,0.03168465183635209,1.0150348282515447,337.0,,線下逾 10%,
A(淨現金 N2),全期 2010-2026,觸發日即買,1m,軸二 200 日線位置,70,3,0,3,中,-0.0210041134389349,-0.0897035545945685,0.04970272686373195,0.00040239449155244635,-0.1233922097119214,0.014285714285714285,0.7289663457738649,-0.019385768451605757,0.014285714285714285,0.4,0.27941176470588236,0.5250506756756754,-0.0340329944042848,0.03855876082493307,1.02357678811506,62.0,,線之上,
A(淨現金 N2),全期 2010-2026,觸發日即買,3m,軸二 200 日線位置,96,5,0,0,中,0.0128614956968994,-0.12733118926932818,0.12536164211850642,0.02905086471456979,-0.1199349964427147,0.10416666666666667,1.5379776085719985,0.0029194645270718897,0.0625,0.5,0.39215686274509803,0.6122613561553653,-0.019488486032819732,0.08289145866613225,0.9798699180276172,88.0,,線下 10% 內,
A(淨現金 N2),全期 2010-2026,觸發日即買,3m,軸二 200 日線位置,405,7,0,0,高,0.012435240324127,-0.1184469270126679,0.1520824407386181,0.033786794394709295,-0.12605043588193,0.1111111111111111,0.9277172922980056,0.027654947432769403,0.1111111111111111,0.5382716049382716,0.48994847977260036,0.5904785537043602,0.011014045598750638,0.05769840628015154,1.060058393593372,332.0,,線下逾 10%,
A(淨現金 N2),全期 2010-2026,觸發日即買,3m,軸二 200 日線位置,62,11,0,3,中,-0.0273128815776641,-0.11752515644268968,0.10190104190658986,0.005701283439235949,-0.1726531198353319,0.03225806451612903,0.6576816842054325,-0.02455046769812011,0.016129032258064516,0.4032258064516129,0.2711864406779661,0.5238290398126463,-0.047637116361361545,0.05959058967214138,1.204699372378763,56.0,,線之上,
A(淨現金 N2),全期 2010-2026,觸發日即買,6m,軸二 200 日線位置,88,13,0,0,中,-0.018952806517777553,-0.21726088296754847,0.16091399423392275,0.023239808822890874,-0.16845541606171194,0.2727272727272727,2.4249454197243,-0.028515068150109995,0.06818181818181818,0.4659090909090909,0.3595505617977528,0.5714285714285714,-0.06008360988659485,0.1185822672633627,0.9911481696620864,80.0,,線下 10% 內,
A(淨現金 N2),全期 2010-2026,觸發日即買,6m,軸二 200 日線位置,388,24,0,0,高,-0.0382258151822842,-0.18130011565828133,0.14175543190711715,0.02456001315910108,-0.16789651768024544,0.19072164948453607,3.5697477446936787,0.007258599052574169,0.11597938144329897,0.43556701030927836,0.38297456781914896,0.48446955958549215,-0.013773553387977668,0.06336470232874565,1.127569347519193,321.0,,線下逾 10%,
A(淨現金 N2),全期 2010-2026,觸發日即買,6m,軸二 200 日線位置,59,14,0,3,中,0.0014174947085801,-0.19780747993262743,0.16199790342143144,0.03216013605910793,-0.1982439413354089,0.2033898305084746,1.3953069957386952,-0.018712922404943717,0.01694915254237288,0.5084745762711864,0.3898069679849341,0.6428571428571429,-0.047394919703284716,0.12316679153425276,0.7809354119354603,53.0,,線之上,
A(淨現金 N2),全期 2010-2026,觸發日即買,12m,軸二 200 日線位置,81,20,0,0,中,-0.1117413596501131,-0.3095986813886725,0.1757472398248101,0.00131954764136981,-0.2302308603908112,0.37037037037037035,2.4576013817173674,-0.05834822092530804,0.07407407407407407,0.43209876543209874,0.3253012048192771,0.5487804878048781,-0.10360701746279766,0.11800503819233381,0.8710578595926113,73.0,,線下 10% 內,
A(淨現金 N2),全期 2010-2026,觸發日即買,12m,軸二 200 日線位置,357,55,0,0,高,-0.0041033202575804,-0.2405690603256587,0.2635216201182699,0.0727445067097572,-0.2410248480906403,0.3137254901960784,3.3397619190827053,0.04859849353128179,0.12605042016806722,0.4957983193277311,0.4406554147082562,0.5515368360388051,0.01662656845523143,0.1337774334512786,1.1020196334383798,298.0,,線下逾 10%,
A(淨現金 N2),全期 2010-2026,觸發日即買,12m,軸二 200 日線位置,54,19,0,3,中,-0.1703958401026173,-0.4459907850998822,0.1839999031118036,-0.012062299415961026,-0.31746454618130326,0.48148148148148145,3.600580356905249,-0.14301123696260143,0.018518518518518517,0.35185185185185186,0.22217514124293786,0.49056603773584906,-0.18816559553825546,0.2182890662310395,0.7067166017990152,49.0,,線之上,
A(淨現金 N2),全期 2010-2026,買方回來,1m,軸二 200 日線位置,97,1,3,0,中,-0.0219451394351433,-0.089182660331907,0.0480493344456658,-0.01781998943377107,-0.0807348377766981,0.020618556701030927,0.3937650153688239,-0.02994419572746711,0.061855670103092786,0.4020618556701031,0.31179924835577827,0.5,-0.04662708088344599,0.009637927241757967,1.108059046543611,89.0,,線下 10% 內,
A(淨現金 N2),全期 2010-2026,買方回來,1m,軸二 200 日線位置,404,3,5,0,高,-0.0068476913080872,-0.0624554413357902,0.05915407945635233,0.002808297724235882,-0.0770541064810524,0.017326732673267328,0.560873599843575,-0.0007245743624385567,0.11138613861386139,0.4801980198019802,0.43349753694581283,0.5285395382511463,-0.00892092186590479,0.015523171495699336,1.0061156972365237,334.0,,線下逾 10%,
A(淨現金 N2),全期 2010-2026,買方回來,1m,軸二 200 日線位置,65,2,9,0,中,0.0141054103168258,-0.0925746121749402,0.1128024200135904,0.009573808221994903,-0.103138822139959,0.03076923076923077,0.2720964666055614,-0.0027025908993721544,0.015384615384615385,0.5692307692307692,0.4444444444444444,0.6865671641791045,-0.022879422922417784,0.03917158619125452,0.7238851838323389,59.0,,線之上,
A(淨現金 N2),全期 2010-2026,買方回來,3m,軸二 200 日線位置,92,6,3,0,中,-0.0159574993643091,-0.14920279617775978,0.11109984758200053,-0.007443288324186222,-0.13482187823853375,0.09782608695652174,0.6929877263161628,-0.02729234899002858,0.06521739130434782,0.4891304347826087,0.3894736842105263,0.5913978494623656,-0.05169650381565754,0.037933366557431805,0.7856829658256163,84.0,,線下 10% 內,
A(淨現金 N2),全期 2010-2026,買方回來,3m,軸二 200 日線位置,393,14,5,0,高,-0.0036604497837081,-0.1230939548091195,0.116583311202046,0.01941071913079648,-0.127716386842864,0.08396946564885496,2.3062305577382016,0.006277150302881086,0.11450381679389313,0.48854961832061067,0.4419161856661857,0.539053592734986,-0.004142531128570004,0.046231308429545544,1.0321119614055028,326.0,,線下逾 10%,
A(淨現金 N2),全期 2010-2026,買方回來,3m,軸二 200 日線位置,60,7,9,0,中,-0.09301518335348224,-0.18662085160800068,0.08093715526187105,-0.008697640885315492,-0.19319583570346816,0.15,1.4945570917341993,-0.059303656629608285,0.016666666666666666,0.36666666666666664,0.2459016393442623,0.48214285714285715,-0.08060015381605863,0.07513998750488604,0.9443658241522636,54.0,,線之上,
A(淨現金 N2),全期 2010-2026,買方回來,6m,軸二 200 日線位置,85,13,3,0,中,-0.0306507843757138,-0.2563408991481893,0.205003373444665,0.024979897950046705,-0.1874445507091873,0.23529411764705882,2.3951213801980296,-0.027940424638683382,0.07058823529411765,0.4823529411764706,0.3764705882352941,0.5882352941176471,-0.0619633799362223,0.12746024339652745,0.8529061300100508,77.0,,線下 10% 內,
A(淨現金 N2),全期 2010-2026,買方回來,6m,軸二 200 日線位置,370,37,5,0,高,-0.051427828782364404,-0.21161428970023266,0.1638846674772491,-0.00568703825522417,-0.1790521977403241,0.20270270270270271,1.8745145258363929,-0.01780752689475972,0.12162162162162163,0.4297297297297297,0.37637362637362637,0.4864202705827937,-0.03740634796251277,0.028558616850753837,1.0321503990541745,310.0,,線下逾 10%,
A(淨現金 N2),全期 2010-2026,買方回來,6m,軸二 200 日線位置,57,10,9,0,中,-0.0986259146435145,-0.2600683631059161,0.1114019545465081,-0.034247216417284315,-0.2203706119760907,0.2631578947368421,1.628229807121687,-0.09784941025300925,0.017543859649122806,0.42105263157894735,0.2962962962962963,0.5535714285714286,-0.12541617965030177,0.06762023979847627,0.694647809644673,52.0,,線之上,
A(淨現金 N2),全期 2010-2026,買方回來,12m,軸二 200 日線位置,78,20,3,0,中,-0.0430224053768002,-0.26800473311837014,0.15168233350310129,0.027161820094849104,-0.23929596238937678,0.358974358974359,2.614167005250864,-0.04508769349162957,0.07692307692307693,0.3974358974358974,0.28394644644644645,0.5189873417721519,-0.07549949287179158,0.14671595897222822,1.3316160581865437,70.0,,線下 10% 內,
A(淨現金 N2),全期 2010-2026,買方回來,12m,軸二 200 日線位置,350,57,5,0,高,-0.04433722141645155,-0.24436379095839153,0.21707282561603664,0.048549786518681526,-0.238485260157721,0.32,3.2587107835514573,0.02510951491325861,0.12857142857142856,0.4685714285714286,0.4152006059717539,0.5233989395494306,-0.0035937487900834894,0.10717519125653699,0.9949161375538254,293.0,,線下逾 10%,
A(淨現金 N2),全期 2010-2026,買方回來,12m,軸二 200 日線位置,54,13,9,0,中,-0.20189360852695482,-0.4690977785048399,0.16442750688011198,-0.055058244714331746,-0.3220466565807481,0.48148148148148145,4.318216874517566,-0.1970715692903421,0.018518518518518517,0.2777777777777778,0.16666666666666666,0.4107405462184872,-0.23728313334374107,0.19325053304053566,1.2058038129831599,49.0,,線之上,
A(淨現金 N2),全期 2010-2026,跌勢衰竭,1m,軸二 200 日線位置,97,2,2,0,中,0.0195788443965949,-0.0717243368404306,0.1026354037895478,0.01843240817987012,-0.071794886006981,0.0,0.3524120611356507,0.008429984194672653,0.061855670103092786,0.5360824742268041,0.43956043956043955,0.6391958762886596,-0.00674948345009818,0.04518925330732298,1.167484594155108,89.0,,線下 10% 內,
A(淨現金 N2),全期 2010-2026,跌勢衰竭,1m,軸二 200 日線位置,408,2,2,0,高,0.0011921919890849,-0.061678138798841924,0.055649695454931404,0.007539357974068068,-0.06991282098947454,0.01715686274509804,0.5057637588599584,0.004145432899524066,0.11029411764705882,0.5073529411764706,0.4547621693709713,0.5604658340511054,-0.004897143381525288,0.020723368260837136,0.8912295443804634,335.0,,線下逾 10%,
A(淨現金 N2),全期 2010-2026,跌勢衰竭,1m,軸二 200 日線位置,66,3,7,0,中,0.03397383694002085,-0.10548808782397075,0.12609052935381318,0.024145730739617732,-0.11462791647658249,0.015151515151515152,0.3340243488841412,0.01012971055726707,0.015151515151515152,0.5909090909090909,0.4603174603174603,0.7101449275362319,-0.015059049528701338,0.0611911733796684,0.7176496636759582,60.0,,線之上,
A(淨現金 N2),全期 2010-2026,跌勢衰竭,3m,軸二 200 日線位置,93,6,2,0,中,0.0011812035635627,-0.1351398393347997,0.144287107211773,0.012313595615217658,-0.1077258922071213,0.07526881720430108,0.6929877263161628,-0.007233993812334654,0.06451612903225806,0.5053763440860215,0.4022957271364318,0.6043956043956044,-0.03611724512488538,0.058818433994774565,1.0520727764144209,85.0,,線下 10% 內,
A(淨現金 N2),全期 2010-2026,跌勢衰竭,3m,軸二 200 日線位置,402,8,2,0,高,-0.0025090679055868,-0.1251550551438441,0.13830779586280584,0.02782764066763419,-0.12108565230221885,0.08208955223880597,2.921219219496061,0.015314106028476332,0.11194029850746269,0.4925373134328358,0.44124950103718824,0.5426555169210984,0.0026632337103638585,0.054793824150477066,1.149997164603768,330.0,,線下逾 10%,
A(淨現金 N2),全期 2010-2026,跌勢衰竭,3m,軸二 200 日線位置,61,8,7,0,中,-0.0584781884457391,-0.18419354215938,0.078251328667237,-0.0008326603786976444,-0.1715195153707477,0.13114754098360656,1.8661342617849628,-0.05717080436669098,0.01639344262295082,0.39344262295081966,0.27586206896551724,0.5087719298245614,-0.07594197236184813,0.09298818660051117,0.8742373905207056,55.0,,線之上,
A(淨現金 N2),全期 2010-2026,跌勢衰竭,6m,軸二 200 日線位置,87,12,2,0,中,-0.0329955334572353,-0.23868931423567408,0.19865010092278965,0.04060701700070996,-0.1556738299968351,0.26436781609195403,2.7093591860815387,-0.013757261773183906,0.06896551724137931,0.4827586206896552,0.3777450980392157,0.5903614457831325,-0.04678817820792788,0.14406884937603742,0.9731672771990587,79.0,,線下 10% 內,
A(淨現金 N2),全期 2010-2026,跌勢衰竭,6m,軸二 200 日線位置,379,31,2,0,高,-0.0393703310432078,-0.19087054198969824,0.1546984972908904,0.0030569859520563508,-0.170652680076712,0.1820580474934037,1.549405252963584,-0.008908058905007048,0.11873350923482849,0.43799472295514513,0.3890303162170003,0.4868421052631579,-0.029269131890353454,0.03527696504450202,1.1131287528537381,316.0,,線下逾 10%,
