entity_id,ticker,trigger_date,月,日,close,adj_close,成交股數,該列代號
0001681459,FTI,2021-12-23,2021-11,2021-11-30,5.670000076293945,5.553420066833496,7215900.0,FTI
0001681459,FTI,2021-12-23,2021-12,2021-12-31,5.920000076293945,5.798280715942383,3006000.0,FTI
0001681459,FTI,2021-12-23,2022-01,2022-01-31,6.489999771118164,6.356559753417969,9723700.0,FTI
0001681459,FTI,2021-12-23,2022-02,2022-02-28,6.849999904632568,6.709157943725586,9590500.0,FTI
0001681459,FTI,2021-12-23,2022-03,2022-03-31,7.75,7.590654373168945,10014500.0,FTI
0001681459,FTI,2021-12-23,2022-04,2022-04-29,6.920000076293945,6.777719497680664,14111900.0,FTI
0001681459,FTI,2021-12-23,2022-05,2022-05-31,8.239999771118164,8.070578575134277,7787200.0,FTI
0001681459,FTI,2021-12-23,2022-06,2022-06-30,6.730000019073486,6.591626167297363,12584700.0,FTI
0001681459,FTI,2021-12-23,2022-07,2022-07-29,8.09000015258789,7.92366361618042,14574000.0,FTI
0001681459,FTI,2021-12-23,2022-08,2022-08-31,8.180000305175781,8.011813163757324,5206300.0,FTI
0001681459,FTI,2021-12-23,2022-09,2022-09-30,8.460000038146973,8.286055564880371,5259700.0,FTI
0001681459,FTI,2021-12-23,2022-10,2022-10-31,10.59000015258789,10.372262954711914,9855900.0,FTI
0001681459,FTI,2021-12-23,2022-11,2022-11-30,12.399999618530273,12.14504623413086,10828200.0,FTI
