combo,decide_month,holding_month,picks,spy_fill_w,score_top
MAD250-high,2000-07,2000-08,XLF|XLP|XLE,0.0,0.1002|0.0420|0.0327
MAD250-high,2000-08,2000-09,XLF|XLE|XLI,0.0,0.1942|0.1354|0.1104
MAD250-high,2000-09,2000-10,XLF|XLU|XLE,0.0,0.1945|0.1683|0.1373
MAD250-high,2000-10,2000-11,XLU|XLF|XLP,0.0,0.2206|0.1654|0.1398
MAD250-high,2000-11,2000-12,XLU|XLP|XLF,0.0,0.2004|0.1691|0.0955
MAD250-high,2000-12,2001-01,XLP|XLF|XLU,0.0,0.1926|0.1689|0.1655
MAD250-high,2001-01,2001-02,XLF|XLP|XLY,0.0,0.1412|0.0933|0.0929
MAD250-high,2001-02,2001-03,XLU|XLP|XLB,0.0,0.0848|0.0811|0.0540
MAD250-high,2001-03,2001-04,XLU|XLB|XLY,0.0,0.0515|0.0009|-0.0012
MAD250-high,2001-04,2001-05,XLB|XLU|XLE,0.0,0.1105|0.0881|0.0730
MAD250-high,2001-05,2001-06,XLB|XLY|XLU,0.0,0.1459|0.0783|0.0776
MAD250-high,2001-06,2001-07,XLB|XLY|XLF,0.0,0.0945|0.0631|0.0328
MAD250-high,2001-07,2001-08,XLY|XLB|XLF,0.0,0.1064|0.0794|0.0144
MAD250-high,2001-08,2001-09,XLB|XLY|XLP,0.0,0.0651|0.0033|-0.0143
MAD250-high,2001-09,2001-10,XLP|XLU|XLB,0.0,-0.0181|-0.0606|-0.0657
MAD250-high,2001-10,2001-11,XLP|XLB|XLY,0.0,-0.0253|-0.0517|-0.0751
MAD250-high,2001-11,2001-12,XLB|XLY|XLP,0.0,0.0563|0.0391|0.0211
MAD250-high,2001-12,2002-01,XLY|XLB|XLP,0.0,0.0740|0.0166|0.0064
MAD250-high,2002-01,2002-02,XLY|XLB|XLP,0.0,0.1021|0.0356|0.0029
MAD250-high,2002-02,2002-03,XLY|XLB|XLV,0.0,0.1020|0.0825|0.0282
MAD250-high,2002-03,2002-04,XLB|XLY|XLV,0.0,0.1037|0.1024|0.0821
MAD250-high,2002-04,2002-05,XLV|XLY|XLB,0.0,0.0676|0.0588|0.0408
MAD250-high,2002-05,2002-06,XLB|XLV|XLY,0.0,0.0879|0.0811|0.0482
MAD250-high,2002-06,2002-07,XLB|XLV|XLY,0.0,0.0664|0.0066|-0.0089
MAD250-high,2002-07,2002-08,XLV|XLB|XLF,0.0,-0.0096|-0.0527|-0.0983
MAD250-high,2002-08,2002-09,XLV|XLB|XLF,0.0,0.0046|-0.0542|-0.0687
MAD250-high,2002-09,2002-10,XLV|XLY|XLE,0.0,-0.0626|-0.1655|-0.1680
MAD250-high,2002-10,2002-11,XLV|XLF|XLY,0.0,-0.0176|-0.0839|-0.1068
MAD250-high,2002-11,2002-12,XLV|XLB|XLF,0.0,0.0069|-0.0126|-0.0414
MAD250-high,2002-12,2003-01,XLV|XLB|XLE,0.0,-0.0315|-0.0529|-0.0818
MAD250-high,2003-01,2003-02,XLV|XLF|XLE,0.0,-0.0349|-0.0855|-0.0950
MAD250-high,2003-02,2003-03,XLV|XLE|XLK,0.0,-0.0523|-0.0579|-0.1021
MAD250-high,2003-03,2003-04,XLV|XLE|XLK,0.0,-0.0099|-0.0371|-0.0803
MAD250-high,2003-04,2003-05,XLY|XLF|XLK,0.0,0.0377|0.0367|0.0303
MAD250-high,2003-05,2003-06,XLU|XLK|XLY,0.0,0.1419|0.1338|0.1055
MAD250-high,2003-06,2003-07,XLU|XLK|XLY,0.0,0.1642|0.1372|0.1234
MAD250-high,2003-07,2003-08,XLK|XLB|XLF,0.0,0.1517|0.1505|0.1344
MAD250-high,2003-08,2003-09,XLK|XLY|XLB,0.0,0.1853|0.1723|0.1697
MAD250-high,2003-09,2003-10,XLK|XLU|XLF,0.0,0.1389|0.1379|0.1025
MAD250-high,2003-10,2003-11,XLK|XLB|XLY,0.0,0.1825|0.1752|0.1743
MAD250-high,2003-11,2003-12,XLB|XLK|XLY,0.0,0.1807|0.1789|0.1660
MAD250-high,2003-12,2004-01,XLB|XLI|XLK,0.0,0.2623|0.2019|0.1880
MAD250-high,2004-01,2004-02,XLK|XLI|XLB,0.0,0.2043|0.1836|0.1763
