combo,decide_month,holding_month,picks,spy_fill_w,score_top
MAX10x50-low,2022-03,2022-04,XLP|XLF|XLK,0.0,0.0031|0.0124|0.0241
MAX10x50-low,2022-04,2022-05,XLK|XLF|XLY,0.0,-0.0380|-0.0352|-0.0126
MAX10x50-low,2022-05,2022-06,XLY|XLK|XLF,0.0,-0.1327|-0.0731|-0.0563
MAX10x50-low,2022-06,2022-07,XLB|XLE|XLY,0.0,-0.0879|-0.0798|-0.0765
MAX10x50-low,2022-07,2022-08,XLE|XLB|XLU,0.0,-0.0543|-0.0334|-0.0008
MAX10x50-low,2022-08,2022-09,XLV|XLP|XLB,0.0,-0.0078|0.0189|0.0281
MAX10x50-low,2022-09,2022-10,XLK|XLB|XLI,0.0,-0.0952|-0.0783|-0.0774
MAX10x50-low,2022-10,2022-11,XLU|XLY|XLK,0.0,-0.0743|-0.0475|-0.0259
MAX10x50-low,2022-11,2022-12,XLY|XLU|XLV,0.0,-0.0044|0.0398|0.0517
MAX10x50-low,2022-12,2023-01,XLY|XLK|XLE,0.0,-0.0640|-0.0261|-0.0241
MAX10x50-low,2023-01,2023-02,XLP|XLV|XLU,0.0,-0.0233|-0.0165|-0.0162
MAX10x50-low,2023-02,2023-03,XLU|XLV|XLE,0.0,-0.0310|-0.0242|-0.0195
MAX10x50-low,2023-03,2023-04,XLF|XLE|XLB,0.0,-0.0864|-0.0509|-0.0358
MAX10x50-low,2023-04,2023-05,XLF|XLI|XLB,0.0,-0.0023|0.0036|0.0105
MAX10x50-low,2023-05,2023-06,XLE|XLU|XLB,0.0,-0.0359|-0.0328|-0.0254
MAX10x50-low,2023-06,2023-07,XLU|XLP|XLE,0.0,-0.0122|-0.0085|-0.0067
MAX10x50-low,2023-07,2023-08,XLP|XLU|XLV,0.0,0.0208|0.0226|0.0280
MAX10x50-low,2023-08,2023-09,XLU|XLP|XLY,0.0,-0.0284|-0.0206|-0.0206
MAX10x50-low,2023-09,2023-10,XLI|XLP|XLB,0.0,-0.0369|-0.0337|-0.0321
MAX10x50-low,2023-10,2023-11,XLY|XLB|XLI,0.0,-0.0635|-0.0449|-0.0426
MAX10x50-low,2023-11,2023-12,XLE|XLV|XLP,0.0,-0.0283|0.0100|0.0210
MAX10x50-low,2023-12,2024-01,XLE|XLU|XLP,0.0,0.0058|0.0257|0.0284
MAX10x50-low,2024-01,2024-02,XLU|XLE|XLB,0.0,-0.0260|-0.0097|-0.0052
MAX10x50-low,2024-02,2024-03,XLU|XLP|XLY,0.0,-0.0071|0.0188|0.0226
MAX10x50-low,2024-03,2024-04,XLV|XLK|XLY,0.0,0.0139|0.0159|0.0193
MAX10x50-low,2024-04,2024-05,XLK|XLY|XLV,0.0,-0.0370|-0.0305|-0.0270
MAX10x50-low,2024-05,2024-06,XLE|XLY|XLI,0.0,-0.0194|-0.0083|0.0010
MAX10x50-low,2024-06,2024-07,XLE|XLB|XLI,0.0,-0.0213|-0.0093|-0.0045
MAX10x50-low,2024-07,2024-08,XLK|XLB|XLP,0.0,-0.0168|0.0113|0.0118
MAX10x50-low,2024-08,2024-09,XLE|XLK|XLY,0.0,-0.0034|0.0047|0.0096
MAX10x50-low,2024-09,2024-10,XLE|XLV|XLP,0.0,-0.0075|0.0106|0.0256
MAX10x50-low,2024-10,2024-11,XLV|XLP|XLE,0.0,-0.0234|-0.0104|0.0054
MAX10x50-low,2024-11,2024-12,XLV|XLB|XLP,0.0,-0.0357|-0.0143|0.0003
MAX10x50-low,2024-12,2025-01,XLB|XLE|XLV,0.0,-0.0679|-0.0635|-0.0416
MAX10x50-low,2025-01,2025-02,XLP|XLK|XLB,0.0,-0.0146|-0.0002|0.0043
MAX10x50-low,2025-02,2025-03,XLY|XLK|XLI,0.0,-0.0294|-0.0019|0.0026
MAX10x50-low,2025-03,2025-04,XLY|XLK|XLI,0.0,-0.0725|-0.0561|-0.0191
MAX10x50-low,2025-04,2025-05,XLE|XLK|XLV,0.0,-0.0581|-0.0445|-0.0409
MAX10x50-low,2025-05,2025-06,XLV|XLE|XLP,0.0,-0.0347|-0.0148|0.0150
MAX10x50-low,2025-06,2025-07,XLP|XLV|XLU,0.0,-0.0044|-0.0017|0.0106
MAX10x50-low,2025-07,2025-08,XLP|XLV|XLE,0.0,-0.0014|0.0021|0.0189
MAX10x50-low,2025-08,2025-09,XLP|XLI|XLE,0.0,0.0039|0.0112|0.0122
MAX10x50-low,2025-09,2025-10,XLP|XLB|XLI,0.0,-0.0217|-0.0038|0.0070
MAX10x50-low,2025-10,2025-11,XLB|XLF|XLP,0.0,-0.0168|-0.0113|-0.0068
MAX10x50-low,2025-11,2025-12,XLY|XLK|XLF,0.0,-0.0296|-0.0214|-0.0156
MAX10x50-low,2025-12,2026-01,XLU|XLK|XLE,0.0,-0.0240|-0.0020|-0.0017
MAX10x50-low,2026-01,2026-02,XLF|XLU|XLV,0.0,-0.0095|0.0001|0.0069
MAX10x50-low,2026-02,2026-03,XLF|XLY|XLK,0.0,-0.0368|-0.0300|-0.0219
MAX10x50-low,2026-03,2026-04,XLY|XLV|XLF,0.0,-0.0589|-0.0511|-0.0454
MAX10x50-low,2026-04,2026-05,XLV|XLP|XLE,0.0,-0.0256|-0.0111|-0.0086
MAX10x50-low,2026-05,2026-06,XLU|XLB|XLE,0.0,-0.0206|-0.0070|0.0079
MAX10x50-low,2026-06,2026-07,XLE|XLY|XLP,0.0,-0.0493|-0.0149|0.0041
MAX10x100-low,2000-05,2000-06,XLK|XLV|XLY,0.0,-0.1064|-0.0306|-0.0170
MAX10x100-low,2000-06,2000-07,XLB|XLY|XLI,0.0,-0.0759|-0.0696|-0.0039
MAX10x100-low,2000-07,2000-08,XLB|XLE|XLK,0.0,-0.0812|-0.0202|-0.0146
MAX10x100-low,2000-08,2000-09,XLY|XLB|XLU,0.0,-0.0549|-0.0420|0.0009
MAX10x100-low,2000-09,2000-10,XLB|XLK|XLY,0.0,-0.1319|-0.0695|-0.0466
MAX10x100-low,2000-10,2000-11,XLK|XLY|XLB,0.0,-0.1564|-0.0946|-0.0682
MAX10x100-low,2000-11,2000-12,XLK|XLV|XLY,0.0,-0.2115|-0.0567|-0.0536
MAX10x100-low,2000-12,2001-01,XLK|XLV|XLY,0.0,-0.2686|-0.0522|-0.0111
MAX10x100-low,2001-01,2001-02,XLK|XLU|XLE,0.0,-0.0641|-0.0215|-0.0194
MAX10x100-low,2001-02,2001-03,XLK|XLI|XLU,0.0,-0.1807|-0.0178|-0.0088
MAX10x100-low,2001-03,2001-04,XLK|XLI|XLP,0.0,-0.2307|-0.1163|-0.0856
MAX10x100-low,2001-04,2001-05,XLK|XLP|XLF,0.0,-0.0825|-0.0460|-0.0137
MAX10x100-low,2001-05,2001-06,XLK|XLP|XLF,0.0,-0.0186|0.0083|0.0378
MAX10x100-low,2001-06,2001-07,XLK|XLE|XLU,0.0,-0.0486|-0.0357|-0.0238
MAX10x100-low,2001-07,2001-08,XLE|XLK|XLU,0.0,-0.0667|-0.0418|-0.0196
MAX10x100-low,2001-08,2001-09,XLK|XLE|XLU,0.0,-0.1189|-0.0662|-0.0410
MAX10x100-low,2001-09,2001-10,XLK|XLI|XLV,0.0,-0.2565|-0.1968|-0.1950
MAX10x100-low,2001-10,2001-11,XLV|XLK|XLI,0.0,-0.1169|-0.1012|-0.0921
MAX10x100-low,2001-11,2001-12,XLE|XLU|XLI,0.0,-0.0776|-0.0520|0.0065
MAX10x100-low,2001-12,2002-01,XLU|XLE|XLP,0.0,-0.0333|-0.0290|0.0106
MAX10x100-low,2002-01,2002-02,XLU|XLE|XLP,0.0,-0.0355|-0.0338|-0.0029
MAX10x100-low,2002-02,2002-03,XLK|XLU|XLF,0.0,-0.0952|-0.0388|-0.0184
MAX10x100-low,2002-03,2002-04,XLK|XLU|XLP,0.0,-0.0724|0.0239|0.0273
MAX10x100-low,2002-04,2002-05,XLK|XLI|XLU,0.0,-0.1294|-0.0302|-0.0179
MAX10x100-low,2002-05,2002-06,XLK|XLI|XLP,0.0,-0.1091|-0.0194|-0.0194
MAX10x100-low,2002-06,2002-07,XLK|XLP|XLI,0.0,-0.1849|-0.0798|-0.0709
MAX10x100-low,2002-07,2002-08,XLU|XLK|XLE,0.0,-0.2397|-0.2274|-0.1905
MAX10x100-low,2002-08,2002-09,XLK|XLE|XLU,0.0,-0.0986|-0.0811|-0.0717
MAX10x100-low,2002-09,2002-10,XLK|XLU|XLB,0.0,-0.1831|-0.1587|-0.1314
MAX10x100-low,2002-10,2002-11,XLU|XLB|XLI,0.0,-0.1277|-0.0582|-0.0441
MAX10x100-low,2002-11,2002-12,XLU|XLP|XLI,0.0,-0.0282|-0.0265|0.0013
MAX10x100-low,2002-12,2003-01,XLY|XLP|XLV,0.0,-0.0374|-0.0270|-0.0091
MAX10x100-low,2003-01,2003-02,XLY|XLI|XLP,0.0,-0.0460|-0.0346|-0.0295
MAX10x100-low,2003-02,2003-03,XLY|XLP|XLI,0.0,-0.0647|-0.0528|-0.0524
MAX10x100-low,2003-03,2003-04,XLP|XLF|XLB,0.0,-0.0240|-0.0213|-0.0114
MAX10x100-low,2003-04,2003-05,XLP|XLE|XLV,0.0,-0.0075|0.0068|0.0239
MAX10x100-low,2003-05,2003-06,XLP|XLV|XLB,0.0,0.0272|0.0415|0.0576
MAX10x100-low,2003-06,2003-07,XLP|XLE|XLB,0.0,0.0581|0.0665|0.0809
MAX10x100-low,2003-07,2003-08,XLE|XLU|XLP,0.0,0.0064|0.0235|0.0306
MAX10x100-low,2003-08,2003-09,XLV|XLU|XLP,0.0,-0.0214|0.0003|0.0239
MAX10x100-low,2003-09,2003-10,XLV|XLE|XLP,0.0,-0.0103|0.0072|0.0194
MAX10x100-low,2003-10,2003-11,XLV|XLE|XLU,0.0,-0.0230|0.0099|0.0268
MAX10x100-low,2003-11,2003-12,XLE|XLV|XLU,0.0,0.0070|0.0143|0.0161
MAX10x100-low,2003-12,2004-01,XLP|XLV|XLK,0.0,0.0316|0.0462|0.0483
MAX10x100-low,2004-01,2004-02,XLP|XLY|XLB,0.0,0.0265|0.0574|0.0596
MAX10x100-low,2004-02,2004-03,XLK|XLY|XLI,0.0,0.0315|0.0392|0.0447
MAX10x100-low,2004-03,2004-04,XLK|XLV|XLI,0.0,-0.0269|-0.0147|-0.0107
MAX10x100-low,2004-04,2004-05,XLK|XLF|XLB,0.0,-0.0203|-0.0133|-0.0058
MAX10x100-low,2004-05,2004-06,XLK|XLB|XLF,0.0,-0.0407|-0.0371|-0.0309
MAX10x100-low,2004-06,2004-07,XLF|XLV|XLK,0.0,-0.0069|-0.0033|0.0044
MAX10x100-low,2004-07,2004-08,XLV|XLK|XLY,0.0,-0.0453|-0.0403|-0.0312
MAX10x100-low,2004-08,2004-09,XLK|XLV|XLY,0.0,-0.0466|-0.0264|-0.0161
MAX10x100-low,2004-09,2004-10,XLP|XLK|XLV,0.0,-0.0362|-0.0141|-0.0125
MAX10x100-low,2004-10,2004-11,XLV|XLP|XLF,0.0,-0.0532|-0.0292|-0.0117
MAX10x100-low,2004-11,2004-12,XLV|XLP|XLF,0.0,-0.0055|0.0269|0.0369
MAX10x100-low,2004-12,2005-01,XLV|XLP|XLE,0.0,0.0368|0.0374|0.0507
MAX10x100-low,2005-01,2005-02,XLK|XLI|XLV,0.0,-0.0076|0.0103|0.0154
MAX10x100-low,2005-02,2005-03,XLK|XLY|XLF,0.0,-0.0118|0.0061|0.0146
MAX10x100-low,2005-03,2005-04,XLK|XLF|XLY,0.0,-0.0439|-0.0384|-0.0251
MAX10x100-low,2005-04,2005-05,XLY|XLK|XLB,0.0,-0.0664|-0.0597|-0.0518
MAX10x100-low,2005-05,2005-06,XLB|XLY|XLE,0.0,-0.0447|-0.0067|-0.0034
MAX10x100-low,2005-06,2005-07,XLB|XLI|XLP,0.0,-0.0383|-0.0092|-0.0018
MAX10x100-low,2005-07,2005-08,XLB|XLP|XLI,0.0,-0.0018|0.0118|0.0152
MAX10x100-low,2005-08,2005-09,XLB|XLI|XLP,0.0,-0.0159|-0.0014|-0.0001
MAX10x100-low,2005-09,2005-10,XLY|XLB|XLP,0.0,-0.0333|-0.0211|-0.0082
MAX10x100-low,2005-10,2005-11,XLY|XLU|XLV,0.0,-0.0509|-0.0319|-0.0287
MAX10x100-low,2005-11,2005-12,XLU|XLV|XLY,0.0,-0.0134|-0.0035|0.0064
MAX10x100-low,2005-12,2006-01,XLU|XLY|XLE,0.0,0.0070|0.0094|0.0145
MAX10x100-low,2006-01,2006-02,XLP|XLY|XLK,0.0,0.0077|0.0191|0.0238
MAX10x100-low,2006-02,2006-03,XLP|XLU|XLY,0.0,0.0163|0.0242|0.0249
MAX10x100-low,2006-03,2006-04,XLU|XLY|XLV,0.0,-0.0059|0.0149|0.0189
MAX10x100-low,2006-04,2006-05,XLV|XLU|XLP,0.0,-0.0300|-0.0176|0.0012
MAX10x100-low,2006-05,2006-06,XLK|XLV|XLE,0.0,-0.0562|-0.0436|-0.0139
MAX10x100-low,2006-06,2006-07,XLK|XLV|XLB,0.0,-0.0589|-0.0392|-0.0328
MAX10x100-low,2006-07,2006-08,XLK|XLI|XLY,0.0,-0.0718|-0.0472|-0.0414
MAX10x100-low,2006-08,2006-09,XLI|XLY|XLB,0.0,-0.0320|-0.0108|-0.0054
MAX10x100-low,2006-09,2006-10,XLE|XLI|XLB,0.0,-0.0507|0.0065|0.0080
MAX10x100-low,2006-10,2006-11,XLE|XLP|XLI,0.0,0.0097|0.0360|0.0480
MAX10x100-low,2006-11,2006-12,XLV|XLP|XLE,0.0,0.0152|0.0195|0.0406
MAX10x100-low,2006-12,2007-01,XLV|XLP|XLI,0.0,0.0187|0.0266|0.0472
MAX10x100-low,2007-01,2007-02,XLE|XLU|XLK,0.0,0.0165|0.0245|0.0256
MAX10x100-low,2007-02,2007-03,XLE|XLK|XLV,0.0,0.0144|0.0215|0.0234
MAX10x100-low,2007-03,2007-04,XLF|XLY|XLK,0.0,-0.0107|-0.0038|0.0027
MAX10x100-low,2007-04,2007-05,XLY|XLF|XLK,0.0,0.0176|0.0185|0.0323
MAX10x100-low,2007-05,2007-06,XLY|XLP|XLF,0.0,0.0189|0.0293|0.0301
MAX10x100-low,2007-06,2007-07,XLU|XLF|XLP,0.0,-0.0137|0.0029|0.0096
MAX10x100-low,2007-07,2007-08,XLF|XLU|XLV,0.0,-0.0477|-0.0211|-0.0136
MAX10x100-low,2007-08,2007-09,XLY|XLF|XLU,0.0,-0.0584|-0.0563|-0.0337
MAX10x100-low,2007-09,2007-10,XLY|XLF|XLV,0.0,-0.0312|-0.0250|0.0056
MAX10x100-low,2007-10,2007-11,XLF|XLY|XLI,0.0,-0.0362|-0.0305|0.0157
MAX10x100-low,2007-11,2007-12,XLF|XLY|XLI,0.0,-0.1104|-0.0787|-0.0304
MAX10x100-low,2007-12,2008-01,XLF|XLY|XLI,0.0,-0.0932|-0.0665|-0.0054
MAX10x100-low,2008-01,2008-02,XLK|XLF|XLY,0.0,-0.1186|-0.1124|-0.0962
MAX10x100-low,2008-02,2008-03,XLK|XLF|XLU,0.0,-0.1102|-0.0885|-0.0490
MAX10x100-low,2008-03,2008-04,XLF|XLV|XLK,0.0,-0.0844|-0.0824|-0.0727
MAX10x100-low,2008-04,2008-05,XLV|XLF|XLU,0.0,-0.0511|-0.0181|0.0065
MAX10x100-low,2008-05,2008-06,XLF|XLV|XLP,0.0,-0.0379|-0.0215|0.0225
MAX10x100-low,2008-06,2008-07,XLF|XLY|XLI,0.0,-0.1345|-0.0547|-0.0468
MAX10x100-low,2008-07,2008-08,XLF|XLE|XLY,0.0,-0.1032|-0.0748|-0.0673
MAX10x100-low,2008-08,2008-09,XLF|XLE|XLB,0.0,-0.1033|-0.0841|-0.0582
MAX10x100-low,2008-09,2008-10,XLE|XLK|XLU,0.0,-0.1402|-0.1149|-0.1140
MAX10x100-low,2008-10,2008-11,XLB|XLE|XLI,0.0,-0.3211|-0.3181|-0.2620
MAX10x100-low,2008-11,2008-12,XLF|XLB|XLY,0.0,-0.3676|-0.3348|-0.2841
MAX10x100-low,2008-12,2009-01,XLF|XLB|XLE,0.0,-0.2456|-0.2155|-0.1688
MAX10x100-low,2009-01,2009-02,XLF|XLB|XLI,0.0,-0.3407|-0.1431|-0.1340
MAX10x100-low,2009-02,2009-03,XLF|XLI|XLB,0.0,-0.3296|-0.1646|-0.1199
MAX10x100-low,2009-03,2009-04,XLF|XLI|XLU,0.0,-0.1125|-0.0979|-0.0593
MAX10x100-low,2009-04,2009-05,XLU|XLV|XLP,0.0,-0.0456|-0.0334|-0.0061
MAX10x100-low,2009-05,2009-06,XLU|XLV|XLP,0.0,-0.0112|0.0233|0.0496
MAX10x100-low,2009-06,2009-07,XLE|XLV|XLP,0.0,0.0442|0.0529|0.0530
MAX10x100-low,2009-07,2009-08,XLE|XLP|XLU,0.0,0.0589|0.0831|0.0926
MAX10x100-low,2009-08,2009-09,XLE|XLP|XLU,0.0,0.0535|0.0629|0.0731
MAX10x100-low,2009-09,2009-10,XLU|XLP|XLV,0.0,0.0566|0.0653|0.0682
MAX10x100-low,2009-10,2009-11,XLU|XLV|XLP,0.0,0.0266|0.0369|0.0683
MAX10x100-low,2009-11,2009-12,XLU|XLF|XLP,0.0,0.0212|0.0342|0.0688
MAX10x100-low,2009-12,2010-01,XLF|XLP|XLE,0.0,-0.0117|0.0356|0.0387
MAX10x100-low,2010-01,2010-02,XLF|XLB|XLE,0.0,-0.0111|0.0057|0.0112
MAX10x100-low,2010-02,2010-03,XLU|XLF|XLB,0.0,-0.0147|-0.0105|-0.0085
MAX10x100-low,2010-03,2010-04,XLU|XLE|XLV,0.0,-0.0015|0.0032|0.0330
MAX10x100-low,2010-04,2010-05,XLV|XLU|XLP,0.0,-0.0101|0.0093|0.0305
MAX10x100-low,2010-05,2010-06,XLV|XLE|XLB,0.0,-0.0711|-0.0697|-0.0661
MAX10x100-low,2010-06,2010-07,XLB|XLE|XLF,0.0,-0.0647|-0.0559|-0.0499
MAX10x100-low,2010-07,2010-08,XLV|XLF|XLY,0.0,-0.0481|-0.0463|-0.0375
MAX10x100-low,2010-08,2010-09,XLF|XLE|XLY,0.0,-0.0772|-0.0476|-0.0453
MAX10x100-low,2010-09,2010-10,XLF|XLE|XLP,0.0,0.0069|0.0324|0.0452
MAX10x100-low,2010-10,2010-11,XLF|XLU|XLP,0.0,0.0122|0.0446|0.0586
MAX10x100-low,2010-11,2010-12,XLU|XLF|XLV,0.0,-0.0006|0.0072|0.0253
MAX10x100-low,2010-12,2011-01,XLU|XLV|XLP,0.0,0.0129|0.0418|0.0486
MAX10x100-low,2011-01,2011-02,XLU|XLP|XLV,0.0,0.0222|0.0281|0.0327
MAX10x100-low,2011-02,2011-03,XLU|XLP|XLV,0.0,0.0131|0.0228|0.0304
MAX10x100-low,2011-03,2011-04,XLK|XLU|XLP,0.0,0.0065|0.0072|0.0196
MAX10x100-low,2011-04,2011-05,XLF|XLK|XLU,0.0,-0.0096|0.0153|0.0286
MAX10x100-low,2011-05,2011-06,XLF|XLB|XLE,0.0,-0.0388|-0.0079|-0.0047
MAX10x100-low,2011-06,2011-07,XLF|XLE|XLK,0.0,-0.0607|-0.0389|-0.0335
MAX10x100-low,2011-07,2011-08,XLF|XLI|XLB,0.0,-0.0416|-0.0184|0.0117
MAX10x100-low,2011-08,2011-09,XLF|XLI|XLB,0.0,-0.1484|-0.1362|-0.1110
MAX10x100-low,2011-09,2011-10,XLF|XLB|XLE,0.0,-0.1418|-0.1330|-0.1308
MAX10x100-low,2011-10,2011-11,XLB|XLF|XLI,0.0,-0.0328|-0.0168|0.0013
MAX10x100-low,2011-11,2011-12,XLF|XLB|XLE,0.0,-0.0582|-0.0384|-0.0099
MAX10x100-low,2011-12,2012-01,XLB|XLF|XLK,0.0,0.0062|0.0209|0.0216
MAX10x100-low,2012-01,2012-02,XLU|XLP|XLE,0.0,0.0160|0.0401|0.0595
MAX10x100-low,2012-02,2012-03,XLU|XLP|XLV,0.0,0.0112|0.0425|0.0564
MAX10x100-low,2012-03,2012-04,XLU|XLE|XLB,0.0,0.0064|0.0206|0.0462
MAX10x100-low,2012-04,2012-05,XLE|XLU|XLB,0.0,-0.0207|0.0121|0.0152
MAX10x100-low,2012-05,2012-06,XLE|XLB|XLF,0.0,-0.0839|-0.0702|-0.0549
MAX10x100-low,2012-06,2012-07,XLE|XLI|XLB,0.0,-0.0694|-0.0336|-0.0313
MAX10x100-low,2012-07,2012-08,XLF|XLI|XLB,0.0,-0.0157|-0.0094|-0.0078
MAX10x100-low,2012-08,2012-09,XLU|XLB|XLI,0.0,0.0098|0.0236|0.0301
MAX10x100-low,2012-09,2012-10,XLU|XLP|XLI,0.0,-0.0029|0.0362|0.0427
MAX10x100-low,2012-10,2012-11,XLK|XLU|XLP,0.0,-0.0052|0.0079|0.0138
MAX10x100-low,2012-11,2012-12,XLU|XLK|XLE,0.0,-0.0474|-0.0333|-0.0105
MAX10x100-low,2012-12,2013-01,XLK|XLU|XLP,0.0,-0.0230|-0.0117|-0.0017
MAX10x100-low,2013-01,2013-02,XLK|XLU|XLP,0.0,-0.0006|0.0182|0.0350
MAX10x100-low,2013-02,2013-03,XLK|XLB|XLU,0.0,0.0141|0.0293|0.0374
MAX10x100-low,2013-03,2013-04,XLK|XLB|XLE,0.0,0.0342|0.0406|0.0620
MAX10x100-low,2013-04,2013-05,XLB|XLE|XLK,0.0,0.0039|0.0055|0.0113
MAX10x100-low,2013-05,2013-06,XLU|XLB|XLE,0.0,0.0225|0.0421|0.0543
MAX10x100-low,2013-06,2013-07,XLU|XLB|XLE,0.0,-0.0263|-0.0010|0.0047
MAX10x100-low,2013-07,2013-08,XLU|XLK|XLB,0.0,0.0180|0.0259|0.0285
MAX10x100-low,2013-08,2013-09,XLU|XLP|XLF,0.0,-0.0323|-0.0229|0.0058
MAX10x100-low,2013-09,2013-10,XLU|XLP|XLF,0.0,-0.0003|0.0065|0.0171
MAX10x100-low,2013-10,2013-11,XLU|XLF|XLP,0.0,0.0295|0.0358|0.0391
MAX10x100-low,2013-11,2013-12,XLU|XLE|XLF,0.0,0.0136|0.0401|0.0459
MAX10x100-low,2013-12,2014-01,XLU|XLE|XLP,0.0,0.0047|0.0315|0.0342
MAX10x100-low,2014-01,2014-02,XLE|XLP|XLY,0.0,-0.0039|-0.0028|0.0110
MAX10x100-low,2014-02,2014-03,XLP|XLE|XLF,0.0,-0.0018|0.0136|0.0181
MAX10x100-low,2014-03,2014-04,XLY|XLP|XLE,0.0,0.0041|0.0149|0.0187
MAX10x100-low,2014-04,2014-05,XLY|XLF|XLV,0.0,-0.0146|0.0110|0.0127
MAX10x100-low,2014-05,2014-06,XLY|XLF|XLV,0.0,0.0015|0.0107|0.0203
MAX10x100-low,2014-06,2014-07,XLY|XLF|XLV,0.0,0.0228|0.0356|0.0361
MAX10x100-low,2014-07,2014-08,XLI|XLU|XLP,0.0,0.0088|0.0110|0.0150
MAX10x100-low,2014-08,2014-09,XLU|XLI|XLP,0.0,0.0061|0.0132|0.0147
MAX10x100-low,2014-09,2014-10,XLE|XLU|XLI,0.0,-0.0396|0.0017|0.0022
MAX10x100-low,2014-10,2014-11,XLE|XLB|XLY,0.0,-0.0931|-0.0264|-0.0041
MAX10x100-low,2014-11,2014-12,XLE|XLB|XLY,0.0,-0.0627|0.0167|0.0423
MAX10x100-low,2014-12,2015-01,XLE|XLB|XLK,0.0,-0.0851|0.0019|0.0411
MAX10x100-low,2015-01,2015-02,XLE|XLF|XLB,0.0,-0.0808|-0.0062|-0.0047
MAX10x100-low,2015-02,2015-03,XLU|XLE|XLF,0.0,-0.0069|0.0004|0.0230
MAX10x100-low,2015-03,2015-04,XLU|XLE|XLB,0.0,-0.0291|-0.0214|-0.0003
MAX10x100-low,2015-04,2015-05,XLU|XLF|XLI,0.0,-0.0234|0.0031|0.0033
MAX10x100-low,2015-05,2015-06,XLU|XLP|XLI,0.0,-0.0164|0.0061|0.0097
MAX10x100-low,2015-06,2015-07,XLU|XLE|XLI,0.0,-0.0354|-0.0277|-0.0141
MAX10x100-low,2015-07,2015-08,XLE|XLB|XLI,0.0,-0.0838|-0.0656|-0.0289
MAX10x100-low,2015-08,2015-09,XLE|XLB|XLI,0.0,-0.1417|-0.1047|-0.0586
MAX10x100-low,2015-09,2015-10,XLB|XLE|XLV,0.0,-0.1219|-0.1198|-0.0695
MAX10x100-low,2015-10,2015-11,XLV|XLE|XLB,0.0,-0.0325|-0.0113|-0.0079
MAX10x100-low,2015-11,2015-12,XLU|XLV|XLP,0.0,-0.0046|-0.0034|0.0113
MAX10x100-low,2015-12,2016-01,XLE|XLB|XLI,0.0,-0.0681|0.0007|0.0089
MAX10x100-low,2016-01,2016-02,XLE|XLB|XLF,0.0,-0.1319|-0.1112|-0.0891
MAX10x100-low,2016-02,2016-03,XLF|XLE|XLY,0.0,-0.0811|-0.0779|-0.0411
MAX10x100-low,2016-03,2016-04,XLV|XLF|XLY,0.0,-0.0151|-0.0014|0.0264
MAX10x100-low,2016-04,2016-05,XLP|XLK|XLV,0.0,0.0295|0.0347|0.0412
MAX10x100-low,2016-05,2016-06,XLP|XLY|XLU,0.0,0.0182|0.0268|0.0269
MAX10x100-low,2016-06,2016-07,XLF|XLY|XLK,0.0,0.0036|0.0044|0.0071
MAX10x100-low,2016-07,2016-08,XLF|XLY|XLP,0.0,0.0314|0.0344|0.0345
MAX10x100-low,2016-08,2016-09,XLU|XLP|XLY,0.0,-0.0014|0.0166|0.0203
MAX10x100-low,2016-09,2016-10,XLP|XLB|XLY,0.0,-0.0117|-0.0027|-0.0009
MAX10x100-low,2016-10,2016-11,XLV|XLU|XLP,0.0,-0.0413|-0.0285|-0.0232
MAX10x100-low,2016-11,2016-12,XLU|XLP|XLV,0.0,-0.0442|-0.0420|-0.0328
MAX10x100-low,2016-12,2017-01,XLV|XLP|XLU,0.0,-0.0172|-0.0039|0.0113
MAX10x100-low,2017-01,2017-02,XLV|XLU|XLP,0.0,-0.0014|0.0139|0.0144
MAX10x100-low,2017-02,2017-03,XLE|XLU|XLP,0.0,-0.0078|0.0472|0.0502
MAX10x100-low,2017-03,2017-04,XLE|XLF|XLI,0.0,-0.0430|0.0140|0.0241
MAX10x100-low,2017-04,2017-05,XLE|XLF|XLB,0.0,-0.0527|-0.0095|0.0191
MAX10x100-low,2017-05,2017-06,XLE|XLF|XLB,0.0,-0.0462|-0.0143|0.0082
MAX10x100-low,2017-06,2017-07,XLE|XLP|XLY,0.0,-0.0515|0.0126|0.0172
MAX10x100-low,2017-07,2017-08,XLE|XLP|XLU,0.0,-0.0161|0.0028|0.0177
MAX10x100-low,2017-08,2017-09,XLE|XLY|XLP,0.0,-0.0460|-0.0111|-0.0054
MAX10x100-low,2017-09,2017-10,XLP|XLY|XLU,0.0,-0.0098|-0.0017|0.0098
MAX10x100-low,2017-10,2017-11,XLP|XLY|XLU,0.0,-0.0191|0.0145|0.0255
MAX10x100-low,2017-11,2017-12,XLP|XLV|XLE,0.0,0.0109|0.0110|0.0248
MAX10x100-low,2017-12,2018-01,XLU|XLV|XLP,0.0,-0.0197|0.0224|0.0438
MAX10x100-low,2018-01,2018-02,XLU|XLP|XLB,0.0,-0.0562|0.0553|0.0708
MAX10x100-low,2018-02,2018-03,XLU|XLE|XLP,0.0,-0.0612|-0.0308|-0.0159
MAX10x100-low,2018-03,2018-04,XLP|XLB|XLE,0.0,-0.0513|-0.0390|-0.0355
MAX10x100-low,2018-04,2018-05,XLP|XLF|XLB,0.0,-0.0626|-0.0222|-0.0217
MAX10x100-low,2018-05,2018-06,XLP|XLF|XLV,0.0,-0.0597|-0.0171|-0.0092
