日期,舊來源(yfinance),新來源(Cboe),絕對差,相對差
2022-01-04,16.90999984741211,16.91,1.5258789076710855e-07,9.023529990774095e-09
2022-01-05,19.729999542236328,19.73,4.5776367230132564e-07,2.3201403087789413e-08
2022-01-06,19.610000610351562,19.61,6.103515630684342e-07,3.112450505209301e-08
2022-01-07,18.760000228881836,18.76,2.2888183437430598e-07,1.2200524071525993e-08
2022-01-10,19.399999618530273,19.4,3.8146972514141453e-07,1.966338828053618e-08
2022-01-11,18.40999984741211,18.41,1.5258789076710855e-07,8.288315699717825e-09
2022-01-12,17.6200008392334,17.62,8.392333974427402e-07,4.762958895972749e-08
2022-01-13,20.309999465942383,20.31,5.340576159085231e-07,2.6295304281227504e-08
2022-01-14,19.190000534057617,19.19,5.340576159085231e-07,2.7829994843444624e-08
2022-01-18,22.790000915527344,22.79,9.155273446026513e-07,4.017232592469453e-08
2022-01-19,23.850000381469727,23.85,3.8146972514141453e-07,1.599453748595315e-08
2022-01-20,25.59000015258789,25.59,1.5258789076710855e-07,5.9627936638240895e-09
2022-01-21,28.850000381469727,28.85,3.8146972514141453e-07,1.32225206272937e-08
2022-01-24,29.899999618530273,29.9,3.8146972514141453e-07,1.2758184950109561e-08
2022-01-25,31.15999984741211,31.16,1.5258789076710855e-07,4.8969156455172844e-09
2022-01-26,31.959999084472656,31.96,9.155273446026513e-07,2.864603788575977e-08
2022-01-27,30.489999771118164,30.49,2.2888183437430598e-07,7.506783735404147e-09
2022-01-28,27.65999984741211,27.66,1.5258789076710855e-07,5.516554288100793e-09
2022-01-31,24.829999923706055,24.83,7.629394360719743e-08,3.0726517858083835e-09
2022-02-01,21.959999084472656,21.96,9.155273446026513e-07,4.1690682275574265e-08
2022-02-02,22.09000015258789,22.09,1.5258789076710855e-07,6.907554989275659e-09
2022-02-03,24.350000381469727,24.35,3.8146972514141453e-07,1.566610756325539e-08
2022-02-04,23.219999313354492,23.22,6.866455066756316e-07,2.9571297458252808e-08
2022-02-07,22.860000610351562,22.86,6.103515630684342e-07,2.6699542728448233e-08
2022-02-08,21.440000534057617,21.44,5.340576159085231e-07,2.4909403106598257e-08
2022-02-09,19.959999084472656,19.96,9.155273446026513e-07,4.5868105540889586e-08
2022-02-10,23.90999984741211,23.91,1.5258789076710855e-07,6.381760424127474e-09
2022-02-11,27.360000610351562,27.36,6.103515630684342e-07,2.2308170667127462e-08
2022-02-14,28.329999923706055,28.33,7.629394360719743e-08,2.693044257418299e-09
2022-02-15,25.700000762939453,25.7,7.629394538355427e-07,2.968635919014195e-08
2022-02-16,24.290000915527344,24.29,9.155273446026513e-07,3.769153191004624e-08
2022-02-17,28.110000610351562,28.11,6.103515630684342e-07,2.1712968687865167e-08
2022-02-18,27.75,27.75,0.0,0.0
2022-02-22,28.809999465942383,28.81,5.340576159085231e-07,1.8537231024244098e-08
2022-02-23,31.020000457763672,31.02,4.5776367230132564e-07,1.4757049179435352e-08
2022-02-24,30.31999969482422,30.32,3.051757815342171e-07,1.0065164399929469e-08
2022-02-25,27.59000015258789,27.59,1.5258789076710855e-07,5.530550559014625e-09
2022-02-28,30.149999618530273,30.15,3.8146972514141453e-07,1.265239568716154e-08
2022-03-01,33.31999969482422,33.32,3.051757815342171e-07,9.158937104720975e-09
2022-03-02,30.739999771118164,30.74,2.2888183437430598e-07,7.445733119014283e-09
2022-03-03,30.479999542236328,30.48,4.5776367230132564e-07,1.501849341129417e-08
2022-03-04,31.979999542236328,31.98,4.5776367230132564e-07,1.4314061252463505e-08
