ticker,t0,multiple_old,t0_price_old,entity_id,match_note,宇宙分段,price_date,t0_close,t0_adj_close,multiple_new,drawdown_new,window_rows,has_panel_at_t0,split_factor,split_table_absent,shares_filed,shares_filed_date,shares_period_end,currency,mcap,mcap_missing_reason,n1,n1_reason,n2,n2_reason,panel_filed_date,in_index,in_v1,U1,U2,U3,U0,U5
AVGO,2020-10-30,12.35,31.0728,0001730168,唯一,既有574,2020-10-30,34.9630012512207,31.072778701782227,12.352579831238987,0.004633454432286133,1255.0,True,10.0,False,404501331.0,2020-09-11,2020-08-02,USD,141425805418.7344,none,False,sti_missing_as_zero,False,none,2020-09-11,True,False,False,False,False,True,False
FTI,2021-08-31,12.28,6.4937,0001681459,唯一,既有574,2021-08-31,6.630000114440918,6.493682384490967,12.282706449784,-0.15837113741358189,1253.0,True,1.0,False,450700480.0,2021-07-29,2021-06-30,USD,2988144233.9785767,none,False,sti_missing_as_zero,False,none,2021-07-29,False,False,True,True,True,False,False
PODD,2009-03-31,12.24,4.1,0001145197,唯一,既有574,2009-03-31,4.099999904632568,4.099999904632568,12.23902474936101,-0.13414633295353062,1258.0,False,1.0,True,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,False,False,False,False,False,False,False
FTNT,2016-12-30,12.21,6.024,0001262039,唯一,既有574,2016-12-30,6.02400016784668,6.02400016784668,12.206838401917986,0.0,1258.0,True,5.0,False,173039498.0,2016-11-08,2016-09-30,USD,5211949824.980526,none,False,none,,lt_debt_missing,2016-11-08,False,False,False,False,True,False,False
MGM,2009-03-31,12.18,2.2007,0000789570,唯一,既有574,2009-03-31,2.3299999237060547,2.200709581375122,12.184547115550767,0.1287554392014687,1258.0,False,1.0,False,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,False,False,False,False,False,False,False
CLF,2016-01-29,12.17,1.5246,0000764065,唯一,既有574,2016-01-29,1.6100000143051147,1.5245561599731445,12.174034616257968,-0.031055827770698707,1259.0,True,1.0,False,153422672.0,2015-10-29,2015-09-30,USD,247010504.11472893,none,False,sti_missing_as_zero,False,st_debt_missing_as_zero,2015-10-29,False,False,False,True,True,False,False
FLEX,2021-06-30,12.04,13.4665,0000866374,唯一,既有574,2021-06-30,13.466465950012207,13.466465950012207,12.035080913271967,-0.20817014105549103,1254.0,True,1.327,False,499172368.0,2021-01-29,2020-12-31,USD,8920210373.731844,none,,liabilities_missing,False,none,2021-01-29,False,False,False,False,True,False,False
FOSL,2009-01-30,11.98,11.54,0000883569,唯一,既有574,2009-01-30,11.539999961853027,11.539999961853027,11.984402383789122,-0.024263408483255366,1258.0,False,1.0,False,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,False,True,False,False,False,False,True
THC,2020-03-31,11.7,14.4,0000070318,唯一,既有574,2020-03-31,14.399999618530273,14.399999618530273,11.70277838449421,-0.1743055098402635,1256.0,True,1.0,False,104288796.0,2020-02-24,2019-12-31,USD,1501758622.6169815,none,False,sti_missing_as_zero,,lt_debt_missing,2020-02-24,False,False,True,True,True,False,False
EME,2020-10-30,11.6,66.869,0000105634,唯一,既有574,2020-10-30,68.19000244140625,66.86901092529297,11.601027992545058,0.03783514582148406,1255.0,True,1.0,False,54930617.0,2020-10-29,2020-09-30,USD,3745718907.3379517,none,False,sti_missing_as_zero,,lt_debt_missing,2020-10-29,False,False,True,True,True,False,False
NC,2009-02-27,11.51,0.987,0000789933,唯一,既有574,2009-02-27,1.5586930513381958,0.986963152885437,11.513125287843206,-0.33413449314895427,1258.0,False,1.0,True,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,False,False,False,False,False,False,False
AXON,2016-01-29,11.48,15.39,0001069183,唯一,既有574,2016-01-29,15.390000343322754,15.390000343322754,11.478231965935423,-0.04158546647469241,1259.0,True,1.0,False,53642562.0,2015-11-06,2015-09-30,USD,825559047.5967121,none,True,none,,lt_debt_missing,2015-11-06,False,False,True,True,True,False,False
CMG,2009-01-30,11.45,0.9552,0001058090,唯一,既有574,2009-01-30,0.9552000164985657,0.9552000164985657,11.45247019502612,-0.007118923557106749,1258.0,False,50.0,False,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,False,False,False,False,False,False,False
NKTR,2013-05-31,11.45,142.05,0000906709,唯一,既有574,2013-05-31,142.0500030517578,142.0500030517578,11.450897153400723,-0.06758187889667089,1259.0,True,0.06666666666666667,False,115522958.0,2013-05-09,2013-03-31,USD,1094002435.763206,none,False,sti_missing_as_zero,,lt_debt_missing,2013-05-09,False,True,True,True,True,False,True
CCJ,2020-10-30,11.43,9.3371,0001009001,唯一,新增154,2020-10-30,9.510000228881836,9.337061882019043,11.427818404536016,-0.046267146132435544,1255.0,True,1.0,True,395797732.0,2020-03-27,2019-12-31,CAD,3764036521.9109116,none,,liabilities_missing,,lt_debt_missing,2020-03-27,False,False,True,True,True,False,False
PWR,2020-03-31,11.42,31.2908,0001050915,唯一,既有574,2020-03-31,31.729999542236328,31.29078483581543,11.424947530941521,-0.04256889339310155,1256.0,True,1.0,False,142508874.0,2020-02-28,2019-12-31,USD,4521806506.784615,none,False,sti_missing_as_zero,,lt_debt_missing,2020-02-28,True,False,True,True,True,True,False
CIEN,2021-05-28,11.39,52.87,0000936395,唯一,既有574,2021-05-28,52.869998931884766,52.869998931884766,11.393796610900798,-0.2593152896056604,1254.0,True,1.0,False,155003312.0,2021-03-10,2021-01-30,USD,8195024939.878601,none,False,none,,lt_debt_missing,2021-03-10,False,False,False,False,True,False,False
UIS,2009-02-27,11.39,3.6,0000746838,唯一,既有574,2009-02-27,3.5999999046325684,3.5999999046325684,11.394444873450727,-0.08333332229543589,1258.0,False,1.0,True,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,False,True,False,False,False,False,True
WSM,2020-03-31,11.35,18.7463,0000719955,唯一,既有574,2020-03-31,21.260000228881836,18.74628448486328,11.35310993023113,-0.11571008333764055,1256.0,True,2.0,False,77197681.0,2020-03-27,2020-02-02,USD,3282445431.458294,none,False,sti_missing_as_zero,,lt_debt_missing,2020-03-27,False,False,True,True,True,False,False
FITB,2009-02-27,11.31,1.28,0000035527,唯一,既有574,2009-02-27,2.109999895095825,1.2799638509750366,11.306163340897438,-0.3886257155669842,1258.0,False,1.0,False,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,True,False,False,False,False,True,False
EPAM,2016-12-30,11.16,64.31,0001352010,唯一,既有574,2016-12-30,64.30999755859375,64.30999755859375,11.156741058505867,-0.010107257593804375,1258.0,True,1.0,True,51035929.0,2016-11-09,2016-09-30,USD,3282120469.390564,none,True,sti_missing_as_zero,,lt_debt_missing,2016-11-09,False,False,True,True,True,False,False
DELL,2021-08-31,11.02,44.8727,0001571996,唯一,既有574,2021-08-31,49.39685821533203,44.872676849365234,11.020292179708024,-0.3062277444990493,1254.0,True,1.973,False,,,,,,shares_absent_at_t0,False,sti_missing_as_zero,False,st_debt_missing_as_zero,2021-06-07,False,False,False,False,False,False,False
NOW,2016-02-29,10.81,10.998,0001373715,唯一,既有574,2016-02-29,10.998000144958496,10.998000144958496,10.81051060422872,0.048554231316225716,1258.0,True,5.0,False,161400000.0,2016-02-25,2015-12-31,USD,8875386116.981506,none,False,sti_missing_as_zero,,lt_debt_missing,2016-02-25,False,False,False,False,True,False,False
TTWO,2012-12-31,10.81,11.01,0000946581,唯一,新增154,2012-12-31,11.010000228881836,11.010000228881836,10.810172040764249,0.042688401778736784,1259.0,True,1.0,True,90753166.0,2012-10-31,2012-09-30,USD,999192378.4317513,none,False,sti_missing_as_zero,True,st_debt_missing_as_zero,2012-10-31,False,False,True,True,True,False,False
PENN,2020-03-31,10.79,12.65,0000921738,唯一,既有574,2020-03-31,12.649999618530273,12.649999618530273,10.788142714312489,-0.2719367339224452,1256.0,True,1.0,False,116864066.0,2020-02-27,2019-12-31,USD,1478330390.3198967,none,False,sti_missing_as_zero,False,none,2020-02-27,False,True,True,True,True,False,True
ZBRA,2016-06-30,10.7,50.1,0000877212,唯一,既有574,2016-06-30,50.099998474121094,50.099998474121094,10.699800676351176,-0.0632734184729119,1258.0,True,1.0,False,52239352.0,2016-05-10,2016-04-02,USD,2617191455.4890747,none,False,sti_missing_as_zero,False,st_debt_missing_as_zero,2016-05-10,False,False,True,True,True,False,False
MPC,2020-03-31,10.67,19.5601,0001510295,唯一,既有574,2020-03-31,23.6200008392334,19.560110092163086,10.669228506198507,-0.1507196738881249,1256.0,True,1.0,False,649503967.0,2020-02-28,2019-12-31,USD,15341284245.625422,none,False,sti_missing_as_zero,,lt_debt_missing,2020-02-28,True,False,False,False,False,True,False
OII,2020-03-31,10.4,2.94,0000073756,唯一,新增154,2020-03-31,2.940000057220459,2.940000057220459,10.401360315828382,-0.06802722577930842,1256.0,True,1.0,True,98929503.0,2019-11-04,2019-09-30,USD,290852744.48079157,none,,liabilities_missing,False,st_debt_missing_as_zero,2019-11-04,False,False,False,True,True,False,False
W,2016-10-31,10.37,33.33,0001616707,唯一,新增154,2016-10-31,33.33000183105469,33.33000183105469,10.365135980845254,-0.2943294579765281,1258.0,True,1.0,True,,,,,,shares_absent_at_t0,False,none,,lt_debt_missing,2016-08-09,False,False,False,False,False,False,False
MTW,2009-03-31,10.3,2.8402,0000061986,唯一,既有574,2009-03-31,2.962064027786255,2.8401715755462646,10.297445977739597,0.05504567748464795,1258.0,False,1.0,True,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,True,True,False,False,False,True,True
TSCO,2009-02-27,10.25,1.253,0000916365,唯一,既有574,2009-02-27,1.562000036239624,1.2530014514923096,10.250123823392356,-0.06434078480911976,1258.0,False,20.0,False,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,False,False,False,False,False,False,False
VIAV,2009-02-27,10.2,1.57,0000912093,唯一,既有574,2009-02-27,1.5699659585952759,1.5699659585952759,10.20289876201126,-0.19927563220448796,1258.0,False,1.758,False,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,True,False,False,False,False,True,False
RVLV,2020-03-31,10.16,8.64,0001746618,唯一,新增154,2020-03-31,8.640000343322754,8.640000343322754,10.160879331836373,-0.059027801923176915,1256.0,True,1.0,True,,,,,,shares_absent_at_t0,,liabilities_missing,,lt_debt_missing,2020-02-26,False,False,False,False,False,False,False
NXPI,2010-08-31,10.13,9.7623,0001413447,唯一,既有574,2010-08-31,11.079999923706055,9.762314796447754,10.13086838321857,0.05866422104602065,1258.0,False,1.0,True,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,False,False,False,False,False,False,False
MTG,2012-08-31,10.09,0.9988,0000876437,唯一,既有574,2012-08-31,1.1799999475479126,0.9988476634025574,10.093223350467358,-0.04237319236564663,1257.0,True,1.0,True,202031904.0,2012-08-09,2012-06-30,USD,238397636.1230049,none,False,sti_missing_as_zero,,lt_debt_missing,2012-08-09,False,False,False,True,True,False,False
F,2009-01-30,10.05,0.9296,0000037996,唯一,既有574,2009-01-30,1.8700000047683716,0.9295946359634399,10.048131028384825,-0.15508024167719825,1258.0,False,1.0,False,,,,,,shares_absent_at_t0,,no_panel_row,,no_panel_row,,True,False,False,False,False,True,False
GE,2020-09-30,10.05,30.244,0000040545,唯一,既有574,2020-09-30,31.05116081237793,30.243961334228516,10.054428751381291,-0.009630975119045426,1255.0,True,0.20063662499999996,False,8753289000.0,2020-07-29,2020-06-30,USD,54532991412.97226,none,False,sti_missing_as_zero,,lt_debt_missing,2020-07-29,True,False,False,False,False,True,False
BIIB,2010-05-28,10.04,47.43,0000875045,唯一,既有574,2010-05-28,47.43000030517578,47.43000030517578,10.03542078692306,-0.02551126031387807,1257.0,True,1.0,False,266998007.0,2010-04-20,2010-03-31,USD,12663715553.491325,none,False,none,,lt_debt_missing,2010-04-20,True,False,False,False,False,True,False
