event_id,event,籃子,口徑,窗口,n,成熟數,中位,平均,Q1,Q3,四分位距,前20均,後20均,前後20差距,贏家比例,最好,最差,標準差,備註
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,同SIC全體(成交額≥100萬),衝擊低點,12m,47,47,-0.3701,-0.3907,-0.5682,-0.2208,0.3473,-0.0362,-0.7558,0.7196,0.0426,0.0573,-0.926,0.2515,
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,47,47,0.062,0.0801,-0.0342,0.1596,0.1938,0.3622,-0.1667,0.529,0.6596,0.5896,-0.6182,0.1964,
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,47,47,-0.2105,-0.2589,-0.3346,-0.1104,0.2241,-0.0683,-0.5742,0.5058,0.0,-0.0218,-0.7942,0.1915,
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,47,47,-0.3945,-0.4032,-0.5764,-0.23,0.3464,-0.0554,-0.7651,0.7097,0.0426,0.186,-0.948,0.2521,
E10,2016-11 特朗普當選殺太陽能與醫院,同SIC全體(成交額≥100萬),衝擊低點,3m,123,123,0.022,0.0451,-0.0727,0.117,0.1897,0.3078,-0.1569,0.4647,0.5691,0.9558,-0.3263,0.1815,
E10,2016-11 特朗普當選殺太陽能與醫院,同SIC全體(成交額≥100萬),衝擊低點,6m,123,123,0.0193,0.0764,-0.105,0.1775,0.2825,0.4819,-0.199,0.6808,0.5772,1.3652,-0.4569,0.2722,
E10,2016-11 特朗普當選殺太陽能與醫院,同SIC全體(成交額≥100萬),衝擊低點,12m,123,123,-0.0546,0.0304,-0.2068,0.1182,0.325,0.6381,-0.3531,0.9912,0.4146,1.4735,-0.5582,0.3799,
E10,2016-11 特朗普當選殺太陽能與醫院,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,123,123,0.0046,0.0323,-0.0727,0.1065,0.1792,0.2872,-0.1669,0.4541,0.5366,0.8491,-0.3064,0.1788,
E10,2016-11 特朗普當選殺太陽能與醫院,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,123,123,0.0337,0.0749,-0.0924,0.1873,0.2797,0.4644,-0.1873,0.6517,0.561,1.3161,-0.445,0.2588,
E10,2016-11 特朗普當選殺太陽能與醫院,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,123,123,-0.0622,0.0235,-0.2018,0.1225,0.3244,0.6121,-0.356,0.9681,0.4228,1.423,-0.5861,0.3679,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體(成交額≥100萬),衝擊低點,3m,182,182,0.0626,0.0845,-0.0115,0.1568,0.1683,0.3709,-0.1466,0.5175,0.7033,1.0871,-0.3146,0.1977,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體(成交額≥100萬),衝擊低點,6m,182,182,0.0167,0.0401,-0.1276,0.1743,0.3019,0.4556,-0.2951,0.7508,0.5714,1.4944,-0.6078,0.2809,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體(成交額≥100萬),衝擊低點,12m,182,182,0.0602,0.1131,-0.1315,0.2669,0.3984,0.739,-0.3479,1.0869,0.5824,2.7214,-0.7165,0.4364,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,182,182,0.0503,0.0621,-0.0236,0.1309,0.1545,0.3211,-0.1651,0.4862,0.6538,0.8311,-0.3483,0.1801,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,182,182,0.0556,0.077,-0.1149,0.1836,0.2985,0.5159,-0.2672,0.7831,0.6044,1.715,-0.5986,0.2942,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,182,182,0.0533,0.1212,-0.1228,0.2597,0.3825,0.7613,-0.3549,1.1162,0.6044,2.505,-0.7141,0.4373,
E12,2019-05 華為實體清單殺半導體,同SIC全體(成交額≥100萬),衝擊低點,3m,119,119,0.0287,0.0243,-0.0896,0.1374,0.227,0.3225,-0.2749,0.5974,0.5546,1.1198,-0.7634,0.2286,
E12,2019-05 華為實體清單殺半導體,同SIC全體(成交額≥100萬),衝擊低點,6m,119,119,0.0934,0.0846,-0.0715,0.2514,0.3229,0.4466,-0.3023,0.7489,0.6723,0.867,-0.5611,0.269,
E12,2019-05 華為實體清單殺半導體,同SIC全體(成交額≥100萬),衝擊低點,12m,119,119,0.0699,0.1516,-0.1111,0.35,0.4611,0.8371,-0.3435,1.1806,0.563,2.3102,-0.5914,0.4457,
E12,2019-05 華為實體清單殺半導體,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,119,119,0.0417,0.0404,-0.0873,0.146,0.2333,0.3507,-0.2603,0.6111,0.5966,1.2243,-0.7305,0.2349,
E12,2019-05 華為實體清單殺半導體,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,119,119,0.0862,0.0863,-0.0797,0.2701,0.3498,0.4591,-0.299,0.7581,0.6471,0.8726,-0.5874,0.2751,
E12,2019-05 華為實體清單殺半導體,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,119,119,0.0253,0.1264,-0.1623,0.335,0.4973,0.8549,-0.3794,1.2343,0.5294,2.7377,-0.6318,0.4791,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體(成交額≥100萬),衝擊低點,3m,303,303,-0.0691,-0.0699,-0.189,0.0498,0.2387,0.1937,-0.3368,0.5306,0.3432,0.5028,-0.5894,0.1886,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體(成交額≥100萬),衝擊低點,6m,303,303,-0.1396,-0.1257,-0.3011,0.0359,0.3369,0.2561,-0.4939,0.75,0.3003,0.7048,-0.7839,0.2679,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體(成交額≥100萬),衝擊低點,12m,303,303,-0.1303,-0.1239,-0.3756,0.0816,0.4572,0.358,-0.5868,0.9448,0.3432,1.4195,-0.9565,0.3424,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,303,303,-0.0775,-0.0932,-0.2229,0.0411,0.264,0.171,-0.3749,0.5458,0.3234,0.393,-0.6482,0.1949,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,303,303,-0.1418,-0.1378,-0.3083,0.0445,0.3528,0.2298,-0.5082,0.738,0.3102,0.6247,-0.7668,0.2626,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,303,303,-0.1408,-0.1455,-0.4003,0.0628,0.4631,0.3343,-0.611,0.9453,0.3168,1.4589,-0.9527,0.3422,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體(成交額≥100萬),衝擊低點,3m,15,15,-0.0567,0.0322,-0.1446,0.2123,0.3569,0.366,-0.1914,0.5573,0.4667,0.5125,-0.2566,0.2209,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體(成交額≥100萬),衝擊低點,6m,15,15,-0.0049,0.0889,-0.1477,0.3467,0.4944,0.5104,-0.2983,0.8088,0.4667,0.5572,-0.3245,0.3074,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體(成交額≥100萬),衝擊低點,12m,15,15,0.1832,0.2414,-0.0328,0.5935,0.6262,0.9927,-0.4718,1.4645,0.7333,1.1607,-0.5947,0.5201,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,15,15,0.0038,0.0638,-0.1111,0.2184,0.3294,0.409,-0.2006,0.6096,0.5333,0.636,-0.3062,0.2405,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,15,15,0.0018,0.093,-0.1075,0.338,0.4455,0.5096,-0.2764,0.7861,0.5333,0.5248,-0.3546,0.2946,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,15,15,0.1939,0.2655,-0.0119,0.573,0.5849,1.0636,-0.4629,1.5265,0.7333,1.3479,-0.5774,0.5405,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體(成交額≥100萬),衝擊低點,3m,382,382,-0.0695,0.0077,-0.1777,0.102,0.2798,0.5093,-0.3116,0.8209,0.3848,3.0517,-0.7799,0.3442,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體(成交額≥100萬),衝擊低點,6m,382,382,0.0498,0.1169,-0.184,0.2974,0.4814,0.8006,-0.3668,1.1673,0.5524,2.8366,-0.9747,0.4536,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體(成交額≥100萬),衝擊低點,12m,0,0,,,,,,,,,,,,,無成熟樣本
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,382,382,-0.0692,-0.0014,-0.1839,0.0913,0.2753,0.4821,-0.3132,0.7953,0.3743,2.7418,-0.7679,0.3326,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,382,382,0.0262,0.1012,-0.1912,0.2811,0.4723,0.7694,-0.3741,1.1435,0.5236,2.5125,-0.9768,0.4404,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,0,0,,,,,,,,,,,,,無成熟樣本
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體(成交額≥100萬),衝擊低點,3m,103,103,0.3344,0.4963,0.0943,0.7019,0.6076,1.4825,-0.0649,1.5474,0.8738,3.9873,-0.2594,0.6793,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體(成交額≥100萬),衝擊低點,6m,103,103,0.1448,0.3796,-0.0786,0.4179,0.4965,1.5755,-0.2223,1.7979,0.6699,7.4968,-0.4487,0.9604,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體(成交額≥100萬),衝擊低點,12m,103,103,0.6851,2.0199,0.2844,1.5344,1.25,7.5127,0.0397,7.473,0.932,81.5022,-0.336,8.097,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,103,103,0.1437,0.2759,-0.0393,0.4041,0.4434,1.0671,-0.1551,1.2222,0.6796,3.2298,-0.2842,0.5111,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,103,103,-0.0267,0.103,-0.1806,0.1651,0.3457,0.8735,-0.3198,1.1932,0.4466,3.1092,-0.489,0.5454,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,103,103,0.413,1.7736,0.1262,0.9934,0.8672,7.3942,-0.0815,7.4758,0.8447,101.3361,-0.2858,9.9817,
E01,2013-05 縮減恐慌殺債券替代品,新聞點名(只計A級出處),衝擊低點,3m,7,7,-0.0397,-0.0125,-0.0522,0.0028,0.055,0.1078,-0.057,0.1648,0.2857,0.1078,-0.057,0.0597,
E01,2013-05 縮減恐慌殺債券替代品,新聞點名(只計A級出處),衝擊低點,6m,7,7,-0.1015,-0.0977,-0.1185,-0.0808,0.0377,-0.0396,-0.1444,0.1048,0.0,-0.0396,-0.1444,0.0342,
E01,2013-05 縮減恐慌殺債券替代品,新聞點名(只計A級出處),衝擊低點,12m,7,7,-0.0873,-0.0731,-0.1071,-0.0624,0.0446,0.0713,-0.1566,0.2279,0.1429,0.0713,-0.1566,0.072,
E01,2013-05 縮減恐慌殺債券替代品,新聞點名(只計A級出處),衝擊結束日(新聞),3m,7,7,-0.0857,-0.0766,-0.0976,-0.0746,0.023,0.0113,-0.1174,0.1288,0.1429,0.0113,-0.1174,0.0416,
E01,2013-05 縮減恐慌殺債券替代品,新聞點名(只計A級出處),衝擊結束日(新聞),6m,7,7,-0.1592,-0.1754,-0.1914,-0.1436,0.0478,-0.1128,-0.2857,0.1729,0.0,-0.1128,-0.2857,0.0565,
E01,2013-05 縮減恐慌殺債券替代品,新聞點名(只計A級出處),衝擊結束日(新聞),12m,7,7,-0.1404,-0.1276,-0.1783,-0.0941,0.0842,-0.0232,-0.1849,0.1617,0.0,-0.0232,-0.1849,0.0611,
E02,2015-09 藥價風暴殺專科藥與生物科技,新聞點名(只計A級出處),衝擊低點,3m,9,9,0.0556,0.0465,0.039,0.0735,0.0345,0.0913,-0.0219,0.1132,0.7778,0.1075,-0.0287,0.0434,
E02,2015-09 藥價風暴殺專科藥與生物科技,新聞點名(只計A級出處),衝擊低點,6m,9,9,-0.0414,-0.0369,-0.0674,0.0643,0.1317,0.0951,-0.2223,0.3174,0.4444,0.124,-0.2485,0.1241,
E02,2015-09 藥價風暴殺專科藥與生物科技,新聞點名(只計A級出處),衝擊低點,12m,9,9,-0.0528,-0.0814,-0.2763,0.045,0.3213,0.1566,-0.2977,0.4543,0.3333,0.1636,-0.298,0.1847,
E02,2015-09 藥價風暴殺專科藥與生物科技,新聞點名(只計A級出處),衝擊結束日(新聞),3m,9,9,0.0156,0.0437,-0.0029,0.098,0.1009,0.1343,-0.0315,0.1658,0.6667,0.1549,-0.038,0.0681,
E02,2015-09 藥價風暴殺專科藥與生物科技,新聞點名(只計A級出處),衝擊結束日(新聞),6m,9,9,-0.1193,-0.0956,-0.153,0.0017,0.1547,0.0473,-0.2785,0.3258,0.3333,0.0682,-0.2792,0.1283,
E02,2015-09 藥價風暴殺專科藥與生物科技,新聞點名(只計A級出處),衝擊結束日(新聞),12m,9,9,-0.0512,-0.0717,-0.2115,0.1046,0.3161,0.1325,-0.2648,0.3973,0.3333,0.1428,-0.2861,0.1676,
E03,2017-06 亞馬遜收購全食殺雜貨零售,新聞點名(只計A級出處),衝擊低點,3m,7,7,-0.0114,-0.0039,-0.1123,0.0722,0.1845,0.2432,-0.1793,0.4225,0.4286,0.2432,-0.1793,0.1486,
E03,2017-06 亞馬遜收購全食殺雜貨零售,新聞點名(只計A級出處),衝擊低點,6m,7,7,0.1374,0.1174,0.0323,0.1767,0.1444,0.2849,-0.0182,0.3031,0.8571,0.2849,-0.0182,0.1077,
E03,2017-06 亞馬遜收購全食殺雜貨零售,新聞點名(只計A級出處),衝擊低點,12m,7,7,0.0771,0.0579,-0.0464,0.159,0.2054,0.3547,-0.2514,0.6061,0.7143,0.3547,-0.2514,0.1987,
E03,2017-06 亞馬遜收購全食殺雜貨零售,新聞點名(只計A級出處),衝擊結束日(新聞),3m,7,7,-0.0114,-0.0039,-0.1123,0.0722,0.1845,0.2432,-0.1793,0.4225,0.4286,0.2432,-0.1793,0.1486,
E03,2017-06 亞馬遜收購全食殺雜貨零售,新聞點名(只計A級出處),衝擊結束日(新聞),6m,7,7,0.1374,0.1174,0.0323,0.1767,0.1444,0.2849,-0.0182,0.3031,0.8571,0.2849,-0.0182,0.1077,
E03,2017-06 亞馬遜收購全食殺雜貨零售,新聞點名(只計A級出處),衝擊結束日(新聞),12m,7,7,0.0771,0.0579,-0.0464,0.159,0.2054,0.3547,-0.2514,0.6061,0.7143,0.3547,-0.2514,0.1987,
E04,2021-02 重開輪動殺居家股,新聞點名(只計A級出處),衝擊低點,3m,11,11,0.0477,0.066,-0.0294,0.1191,0.1485,0.3148,-0.1231,0.4379,0.6364,0.3288,-0.1483,0.1503,
E04,2021-02 重開輪動殺居家股,新聞點名(只計A級出處),衝擊低點,6m,11,11,0.0283,-0.0494,-0.2515,0.1393,0.3908,0.1849,-0.3862,0.5711,0.5455,0.1892,-0.4463,0.2283,
E04,2021-02 重開輪動殺居家股,新聞點名(只計A級出處),衝擊低點,12m,11,11,-0.4011,-0.3216,-0.6459,-0.0875,0.5584,0.3638,-0.759,1.1229,0.1818,0.4603,-0.7614,0.4136,
E04,2021-02 重開輪動殺居家股,新聞點名(只計A級出處),衝擊結束日(新聞),3m,11,11,-0.0857,-0.087,-0.1448,0.007,0.1518,0.0293,-0.2594,0.2887,0.2727,0.0295,-0.27,0.1088,
E04,2021-02 重開輪動殺居家股,新聞點名(只計A級出處),衝擊結束日(新聞),6m,11,11,-0.0103,-0.0743,-0.2491,0.0884,0.3375,0.1514,-0.3938,0.5451,0.4545,0.166,-0.4384,0.2104,
E04,2021-02 重開輪動殺居家股,新聞點名(只計A級出處),衝擊結束日(新聞),12m,11,11,-0.5141,-0.3986,-0.6924,-0.1592,0.5332,0.1927,-0.8035,0.9963,0.1818,0.2289,-0.8106,0.3699,
E05,2023-03 地區銀行擠提,新聞點名(只計A級出處),衝擊低點,3m,12,12,0.2735,0.4138,0.1709,0.5925,0.4216,0.9697,0.0827,0.887,1.0,0.9976,0.0204,0.327,
E05,2023-03 地區銀行擠提,新聞點名(只計A級出處),衝擊低點,6m,12,12,0.1831,0.2933,0.0742,0.4849,0.4107,0.8624,-0.0995,0.9619,0.8333,1.2211,-0.1121,0.3654,
E05,2023-03 地區銀行擠提,新聞點名(只計A級出處),衝擊低點,12m,12,12,0.3958,0.4211,0.1953,0.5735,0.3782,1.0266,-0.0392,1.0658,0.9167,1.2101,-0.1211,0.3655,
E05,2023-03 地區銀行擠提,新聞點名(只計A級出處),衝擊結束日(新聞),3m,12,12,0.2045,0.3759,0.1594,0.5682,0.4088,0.9456,0.0789,0.8666,1.0,0.9696,0.0166,0.3353,
E05,2023-03 地區銀行擠提,新聞點名(只計A級出處),衝擊結束日(新聞),6m,12,12,0.1883,0.2954,0.071,0.4456,0.3746,0.9588,-0.09,1.0489,0.8333,1.2085,-0.0993,0.3758,
E05,2023-03 地區銀行擠提,新聞點名(只計A級出處),衝擊結束日(新聞),12m,12,12,0.2554,0.3166,0.0861,0.4613,0.3752,0.9117,-0.1045,1.0161,0.75,0.9607,-0.1265,0.3458,
E06,2023-10 減肥藥殺食品與醫療器械,新聞點名(只計A級出處),衝擊低點,3m,9,9,0.0973,0.1134,0.0345,0.1383,0.1038,0.3392,-0.0536,0.3928,0.7778,0.4782,-0.0541,0.16,
E06,2023-10 減肥藥殺食品與醫療器械,新聞點名(只計A級出處),衝擊低點,6m,9,9,0.0326,0.0799,-0.051,0.1704,0.2214,0.3519,-0.0861,0.438,0.5556,0.5246,-0.0956,0.1958,
E06,2023-10 減肥藥殺食品與醫療器械,新聞點名(只計A級出處),衝擊低點,12m,9,9,-0.0522,-0.0493,-0.1676,0.0068,0.1744,0.2865,-0.3192,0.6057,0.3333,0.2867,-0.3533,0.2225,
E06,2023-10 減肥藥殺食品與醫療器械,新聞點名(只計A級出處),衝擊結束日(新聞),3m,9,9,0.0441,0.0518,-0.0417,0.1245,0.1662,0.1964,-0.0862,0.2826,0.6667,0.2297,-0.0971,0.1102,
E06,2023-10 減肥藥殺食品與醫療器械,新聞點名(只計A級出處),衝擊結束日(新聞),6m,9,9,-0.0554,0.0085,-0.067,0.1237,0.1907,0.1496,-0.1113,0.2609,0.4444,0.1518,-0.1263,0.1117,
E06,2023-10 減肥藥殺食品與醫療器械,新聞點名(只計A級出處),衝擊結束日(新聞),12m,9,9,-0.1616,-0.1199,-0.2749,-0.0771,0.1978,0.2715,-0.3806,0.652,0.2222,0.3524,-0.4738,0.2551,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,新聞點名(只計A級出處),衝擊低點,3m,14,14,0.1829,0.2054,0.1364,0.2672,0.1307,0.4598,0.0026,0.4572,0.8571,0.5481,-0.0569,0.1694,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,新聞點名(只計A級出處),衝擊低點,6m,14,14,0.3584,0.3989,0.2442,0.5539,0.3097,0.8392,0.0067,0.8325,0.9286,0.9405,-0.1518,0.3081,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,新聞點名(只計A級出處),衝擊低點,12m,14,14,0.4115,0.599,0.0997,0.613,0.5132,1.942,-0.11,2.0521,0.7857,2.7674,-0.1281,0.8175,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,新聞點名(只計A級出處),衝擊結束日(新聞),3m,14,14,-0.0753,-0.0569,-0.1224,-0.0121,0.1102,0.1651,-0.2465,0.4115,0.2143,0.2345,-0.427,0.1585,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,新聞點名(只計A級出處),衝擊結束日(新聞),6m,14,14,0.1648,0.1749,0.0313,0.3068,0.2754,0.4607,-0.1087,0.5694,0.9286,0.6188,-0.3426,0.2296,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,新聞點名(只計A級出處),衝擊結束日(新聞),12m,14,14,0.2784,0.3038,-0.1879,0.4531,0.6409,1.2689,-0.2708,1.5397,0.5714,2.4808,-0.3618,0.7202,
E08,2025-04 對等關稅殺零售與電子硬件,新聞點名(只計A級出處),衝擊低點,3m,18,18,0.0179,0.0943,-0.0581,0.2947,0.3528,0.3408,-0.1136,0.4544,0.5556,0.404,-0.2424,0.1938,
E08,2025-04 對等關稅殺零售與電子硬件,新聞點名(只計A級出處),衝擊低點,6m,18,18,0.0137,0.1761,-0.0764,0.4828,0.5592,0.7581,-0.2781,1.0362,0.5,1.0106,-0.4851,0.4138,
E08,2025-04 對等關稅殺零售與電子硬件,新聞點名(只計A級出處),衝擊低點,12m,18,18,0.0719,0.3174,-0.1531,0.5609,0.714,1.5086,-0.4418,1.9504,0.6111,3.3409,-0.5307,0.8846,
E08,2025-04 對等關稅殺零售與電子硬件,新聞點名(只計A級出處),衝擊結束日(新聞),3m,18,18,0.0252,0.0964,-0.0673,0.2755,0.3428,0.3706,-0.1322,0.5027,0.5556,0.4187,-0.2533,0.2045,
E08,2025-04 對等關稅殺零售與電子硬件,新聞點名(只計A級出處),衝擊結束日(新聞),6m,18,18,0.0001,0.1638,-0.0956,0.4601,0.5557,0.7649,-0.2699,1.0348,0.5,1.0739,-0.4786,0.4144,
E08,2025-04 對等關稅殺零售與電子硬件,新聞點名(只計A級出處),衝擊結束日(新聞),12m,18,18,0.033,0.3637,-0.1337,0.589,0.7227,1.7006,-0.423,2.1236,0.7222,3.9764,-0.5326,1.0185,
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,新聞點名(只計A級出處),衝擊低點,3m,5,5,0.0589,0.0983,0.0343,0.1897,0.1554,0.1908,0.0177,0.1731,1.0,0.1908,0.0177,0.0852,
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,新聞點名(只計A級出處),衝擊低點,6m,5,5,-0.0825,-0.0813,-0.1132,-0.0713,0.0419,-0.0089,-0.1307,0.1218,0.0,-0.0089,-0.1307,0.0469,
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,新聞點名(只計A級出處),衝擊低點,12m,5,5,-0.1335,-0.1792,-0.2587,-0.1183,0.1404,-0.0946,-0.2907,0.1961,0.0,-0.0946,-0.2907,0.089,
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,新聞點名(只計A級出處),衝擊結束日(新聞),3m,5,5,-0.0189,0.0214,-0.0201,0.055,0.0751,0.1322,-0.0414,0.1736,0.4,0.1322,-0.0414,0.0719,
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,新聞點名(只計A級出處),衝擊結束日(新聞),6m,5,5,-0.2151,-0.1958,-0.2533,-0.1587,0.0946,-0.0708,-0.2809,0.2101,0.0,-0.0708,-0.2809,0.0836,
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,新聞點名(只計A級出處),衝擊結束日(新聞),12m,5,5,-0.2217,-0.2635,-0.3922,-0.167,0.2253,-0.115,-0.4218,0.3068,0.0,-0.115,-0.4218,0.1367,
E10,2016-11 特朗普當選殺太陽能與醫院,新聞點名(只計A級出處),衝擊低點,3m,10,10,0.0554,0.0576,-0.0772,0.1085,0.1858,0.343,-0.1687,0.5117,0.7,0.5559,-0.2108,0.2094,
E10,2016-11 特朗普當選殺太陽能與醫院,新聞點名(只計A級出處),衝擊低點,6m,10,10,0.0972,0.155,0.0076,0.2379,0.2303,0.4722,-0.0265,0.4987,0.8,0.5354,-0.0268,0.1948,
E10,2016-11 特朗普當選殺太陽能與醫院,新聞點名(只計A級出處),衝擊低點,12m,10,10,0.0825,0.2227,-0.111,0.3273,0.4383,1.1143,-0.2704,1.3847,0.5,1.4735,-0.3504,0.5407,
E10,2016-11 特朗普當選殺太陽能與醫院,新聞點名(只計A級出處),衝擊結束日(新聞),3m,10,10,0.0272,0.0607,-0.0619,0.1233,0.1852,0.3933,-0.1829,0.5763,0.6,0.6396,-0.1989,0.2345,
E10,2016-11 特朗普當選殺太陽能與醫院,新聞點名(只計A級出處),衝擊結束日(新聞),6m,10,10,0.1011,0.1335,-0.0348,0.2577,0.2925,0.4426,-0.0863,0.5289,0.6,0.5304,-0.109,0.2075,
E10,2016-11 特朗普當選殺太陽能與醫院,新聞點名(只計A級出處),衝擊結束日(新聞),12m,10,10,0.0676,0.1885,-0.1627,0.4096,0.5723,0.9696,-0.2609,1.2305,0.5,1.2394,-0.341,0.4909,
E11,2018-03 劍橋分析私隱風暴殺社交平台,新聞點名(只計A級出處),衝擊低點,3m,2,2,0.0383,0.0383,-0.0444,0.1209,0.1653,0.2035,-0.127,0.3306,0.5,0.2035,-0.127,0.2338,
E11,2018-03 劍橋分析私隱風暴殺社交平台,新聞點名(只計A級出處),衝擊低點,6m,2,2,-0.2887,-0.2887,-0.3932,-0.1842,0.209,-0.0797,-0.4977,0.418,0.0,-0.0797,-0.4977,0.2956,
E11,2018-03 劍橋分析私隱風暴殺社交平台,新聞點名(只計A級出處),衝擊低點,12m,2,2,-0.1411,-0.1411,-0.2225,-0.0597,0.1628,0.0217,-0.304,0.3257,0.5,0.0217,-0.304,0.2303,
E11,2018-03 劍橋分析私隱風暴殺社交平台,新聞點名(只計A級出處),衝擊結束日(新聞),3m,2,2,0.0004,0.0004,-0.1138,0.1147,0.2286,0.229,-0.2281,0.4571,0.5,0.229,-0.2281,0.3232,
E11,2018-03 劍橋分析私隱風暴殺社交平台,新聞點名(只計A級出處),衝擊結束日(新聞),6m,2,2,-0.2651,-0.2651,-0.3822,-0.148,0.2342,-0.0309,-0.4993,0.4684,0.0,-0.0309,-0.4993,0.3312,
E11,2018-03 劍橋分析私隱風暴殺社交平台,新聞點名(只計A級出處),衝擊結束日(新聞),12m,2,2,-0.1969,-0.1969,-0.2867,-0.107,0.1797,-0.0171,-0.3766,0.3594,0.0,-0.0171,-0.3766,0.2542,
E12,2019-05 華為實體清單殺半導體,新聞點名(只計A級出處),衝擊低點,3m,8,8,0.0771,0.1135,0.0468,0.1625,0.1157,0.2708,0.0141,0.2568,1.0,0.2763,0.009,0.1041,
E12,2019-05 華為實體清單殺半導體,新聞點名(只計A級出處),衝擊低點,6m,8,8,0.2227,0.2685,0.1906,0.3233,0.1327,0.4563,0.152,0.3042,1.0,0.4943,0.1252,0.127,
E12,2019-05 華為實體清單殺半導體,新聞點名(只計A級出處),衝擊低點,12m,8,8,0.457,0.4119,0.2958,0.5831,0.2874,0.6272,0.1017,0.5255,1.0,0.6421,0.0699,0.2208,
E12,2019-05 華為實體清單殺半導體,新聞點名(只計A級出處),衝擊結束日(新聞),3m,8,8,0.1121,0.1413,0.0762,0.2135,0.1373,0.2591,0.0482,0.2108,1.0,0.282,0.0479,0.089,
E12,2019-05 華為實體清單殺半導體,新聞點名(只計A級出處),衝擊結束日(新聞),6m,8,8,0.252,0.2857,0.2051,0.3717,0.1665,0.4685,0.1307,0.3378,1.0,0.5495,0.0906,0.145,
