weight_quality,weight_value,weight_momentum,weight_low_vol,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
0.0,0.0,0.5,0.5,monthly,3.069648651038472,0.12839685166521653,-0.3355436989410111,0.9856115107913669,265.8624292433839,0.7463368295241868,1465.8920863309352,0.1019725410772616,-0.0612728480319622,-0.010122842831062684,run-c8fb0eb8552b5b8a,280,139,2929,2015-01-02,2026-08-26,False,0.2841
0.0,0.0,0.5,0.5,quarterly,3.1042056474632354,0.12921832041718684,-0.33559769771381476,0.9782608695652174,508.9510442928239,0.7519638871086692,1476.4130434782608,0.07247534668636119,-0.06045137927999189,-0.009301374079092373,run-cfb017af7ec9f4f4,94,46,2929,2015-01-02,2026-08-26,False,0.2482
0.0,0.0,0.6,0.4,monthly,3.2763317430183294,0.1332181486091215,-0.3366030528910623,0.9856115107913669,272.86548336994946,0.7530682544715734,1465.8920863309352,0.0988362807638208,-0.05645155108805722,-0.005301545887157699,run-3ff538e53028eb12,280,139,2929,2015-01-02,2026-08-26,False,0.2227
0.0,0.0,0.6,0.4,quarterly,3.3104081540059047,0.13399251972903592,-0.336654713135903,0.9782608695652174,518.9871485441489,0.7580117461543916,1476.4130434782608,0.07005031873008692,-0.05567717996814281,-0.004527174767243292,run-aba963e6843d73c5,94,46,2929,2015-01-02,2026-08-26,False,0.3313
0.0,0.0,0.7,0.3,monthly,3.4867973554353053,0.13791359232481448,-0.33766062367141503,0.9868421052631579,254.83399943088367,0.7549172984019638,1563.4868421052631,0.08906822678143812,-0.051756107372364246,-0.0006061021714647286,run-330a4590f8f5cdf3,280,152,2929,2015-01-02,2026-08-26,False,0.2804
0.0,0.0,0.7,0.3,quarterly,3.5173837611549192,0.13857914375075064,-0.3377056711033709,0.9782608695652174,528.859379994531,0.7589041135726291,1476.4130434782608,0.06346464600857324,-0.051090555946428085,5.944925447143312e-05,run-45dc1a9862a02611,94,46,2929,2015-01-02,2026-08-26,False,0.216
0.0,0.0,0.8,0.2,monthly,3.700582417936979,0.1424813499208124,-0.3387164192607155,0.9876543209876543,241.38820062912166,0.7529192987436943,1584.111111111111,0.07253284310191933,-0.04718834977636632,0.003961655424533195,run-2fd4cb656fc347a2,280,162,2929,2015-01-02,2026-08-26,False,0.2244
0.0,0.0,0.8,0.2,quarterly,3.7244559969178956,0.1429795899258659,-0.3387506235377692,0.9782608695652174,538.5477276661351,0.7557372218749531,1476.4130434782608,0.05270432611061727,-0.04669010977131283,0.004459895429586691,run-e69e70abeae6f9da,94,46,2929,2015-01-02,2026-08-26,False,0.2335
0.0,0.0,0.9,0.1,monthly,3.917182304876623,0.14691956446259824,-0.3397704475900746,0.9885057471264368,225.6642362111619,0.747968917211548,1560.0804597701149,0.049096022412579085,-0.04275013523458049,0.008399869966319029,run-351d66165add8582,280,174,2929,2015-01-02,2026-08-26,False,0.2923
0.0,0.0,0.9,0.1,quarterly,3.9309212024969424,0.14719501532457335,-0.33978962176894134,0.9782608695652174,548.0320420809148,0.749448272243095,1476.4130434782608,0.03775968820955554,-0.042474684372605376,0.008675320828294142,run-e4a73805695c393e,94,46,2929,2015-01-02,2026-08-26,False,0.2155
