weight_quality,weight_value,weight_momentum,weight_low_vol,cadence,value,trades,verdict,neighbours,valid_neighbours,neighbourhood_mean,neighbour_mean,lift,peak_over_neighbourhood,is_local_peak,layer,siblings,weakest_sibling_mean,layer_drop
0.0,0.4,0.6,0.0,monthly,-0.35965640904187035,280,普通,6,6,-0.3580126137509612,-0.35773864786914306,-0.0016437952909091336,,False,cadence=monthly,1,-0.357058490741155,-0.0009541230098062403
0.0,0.4,0.6,0.0,quarterly,-0.3586257568995517,94,普通,6,6,-0.357058490741155,-0.35679727971475544,-0.0015672661583966963,,False,cadence=quarterly,1,-0.3580126137509612,0.0009541230098062403
0.0,0.5,0.0,0.5,monthly,-0.36047644255407285,280,普通,6,6,-0.35926782788060124,-0.3590663921016892,-0.0012086146734716086,,False,cadence=monthly,1,-0.35819940376359405,-0.001068424117007194
0.0,0.5,0.0,0.5,quarterly,-0.3593538977050783,94,普通,6,6,-0.35819940376359405,-0.35800698810668,-0.001154493941484258,,False,cadence=quarterly,1,-0.35926782788060124,0.001068424117007194
0.0,0.5,0.1,0.4,monthly,-0.3612076228209691,420,普通,9,9,-0.36095597497340104,-0.36092801410144904,-0.00025164784756803726,,False,cadence=monthly,1,-0.35986413092273484,-0.001091844050666202
0.0,0.5,0.1,0.4,quarterly,-0.36006186039817123,141,普通,9,9,-0.35986413092273484,-0.3598421609810197,-0.0001977294754363923,,False,cadence=quarterly,1,-0.36095597497340104,0.001091844050666202
0.0,0.5,0.2,0.3,monthly,-0.36193869098290266,420,普通,9,9,-0.3616742461166525,-0.3616448633537358,-0.0002644448662501575,,False,cadence=monthly,1,-0.36056535818661695,-0.0011088879300355514
0.0,0.5,0.2,0.3,quarterly,-0.36076630848818203,141,普通,9,9,-0.36056535818661695,-0.360543030375332,-0.00020095030156508376,,False,cadence=quarterly,1,-0.3616742461166525,0.0011088879300355514
0.0,0.5,0.3,0.2,monthly,-0.3626696473836928,420,普通,9,9,-0.36241486346791024,-0.3623865541439344,-0.00025478391578254156,,False,cadence=monthly,1,-0.3613078813466428,-0.0011069821212674191
0.0,0.5,0.3,0.2,quarterly,-0.36146726808210095,141,普通,9,9,-0.3613078813466428,-0.3612901717093697,-0.00015938673545812243,,False,cadence=quarterly,1,-0.36241486346791024,0.0011069821212674191
0.0,0.5,0.4,0.1,monthly,-0.3634004923657541,420,普通,9,9,-0.36323487679239486,-0.36321647506202154,-0.0001656155733592568,,False,cadence=monthly,1,-0.36213111852051527,-0.0011037582718795846
0.0,0.5,0.4,0.1,quarterly,-0.36224936786970785,141,普通,9,9,-0.36213111852051527,-0.3621179797039384,-0.00011824934919257846,,False,cadence=quarterly,1,-0.36323487679239486,0.0011037582718795846
0.0,0.5,0.5,0.0,monthly,-0.36433963964712646,280,普通,6,6,-0.3628501646695085,-0.3626019188399055,-0.0014894749776179772,,False,cadence=monthly,1,-0.3617658194646625,-0.00108434520484596
0.0,0.5,0.5,0.0,quarterly,-0.3632582292919171,94,普通,6,6,-0.3617658194646625,-0.36151708449345343,-0.0014924098272545705,,False,cadence=quarterly,1,-0.3628501646695085,0.00108434520484596
0.0,0.6,0.0,0.4,monthly,-0.36726636375600163,280,普通,6,6,-0.36594600624740403,-0.36572594666263775,-0.0013203575085976027,,False,cadence=monthly,1,-0.3648334050207106,-0.0011126012266934326
0.0,0.6,0.0,0.4,quarterly,-0.3661047664895237,94,普通,6,6,-0.3648334050207106,-0.36462151144257504,-0.0012713614688131258,,False,cadence=quarterly,1,-0.36594600624740403,0.0011126012266934326
