bar,rsi_kind,style,params,pair,arm_a,arm_b,agreement,jaccard,a_cagr,b_cagr,a_exc_spy,b_exc_spy,diff_exc_spy,a_exc_ew9,b_exc_ew9,diff_exc_ew9,a_t_spy,b_t_spy,N,H,E,X
1W,simple,乙,"E=10,X=65,H=4",mult|price,mult,price,0.8239,0.7106,11.1225,8.9994,2.5614,0.4383,2.1231,1.7621,-0.3611,2.1232,1.538,0.346,,4,10.0,65.0
1W,simple,乙,"E=10,X=70,H=4",mult|price,mult,price,0.8238,0.7129,11.1042,9.7461,2.5431,1.185,1.3581,1.7437,0.3856,1.3581,1.546,0.757,,4,10.0,70.0
1W,simple,乙,"E=10,X=75,H=4",mult|price,mult,price,0.8301,0.7237,10.934,9.6714,2.3729,1.1103,1.2626,1.5735,0.3109,1.2626,1.453,0.719,,4,10.0,75.0
1W,simple,乙,"E=10,X=80,H=4",mult|price,mult,price,0.8302,0.7266,10.6504,9.6201,2.0893,1.059,1.0303,1.2899,0.2596,1.0303,1.3,0.692,,4,10.0,80.0
1W,simple,乙,"E=10,X=85,H=4",mult|price,mult,price,0.8316,0.7312,10.5085,8.7021,1.9474,0.141,1.8064,1.148,-0.6584,1.8064,1.213,0.166,,4,10.0,85.0
1W,simple,乙,"E=10,X=90,H=4",mult|price,mult,price,0.832,0.7353,9.3428,7.8384,0.7817,-0.7227,1.5044,-0.0177,-1.5221,1.5044,0.567,-0.345,,4,10.0,90.0
1W,simple,乙,"E=10,X=95,H=4",mult|price,mult,price,0.8293,0.735,9.1819,8.3198,0.6208,-0.2413,0.8621,-0.1786,-1.0407,0.8621,0.469,-0.062,,4,10.0,95.0
1W,simple,乙,"E=15,X=50,H=4",mult|price,mult,price,0.8243,0.7139,9.6381,7.9919,1.077,-0.5692,1.6462,0.2776,-1.3686,1.6462,0.676,-0.264,,4,15.0,50.0
1W,simple,乙,"E=15,X=55,H=4",mult|price,mult,price,0.823,0.7145,10.4554,8.339,1.8943,-0.2221,2.1164,1.0949,-1.0215,2.1164,1.138,-0.07,,4,15.0,55.0
1W,simple,乙,"E=15,X=60,H=4",mult|price,mult,price,0.8244,0.7186,10.1589,8.6206,1.5978,0.0595,1.5383,0.7984,-0.7399,1.5383,1.013,0.092,,4,15.0,60.0
1W,simple,乙,"E=15,X=65,H=4",mult|price,mult,price,0.8231,0.7188,10.456,8.4505,1.8949,-0.1106,2.0055,1.0956,-0.91,2.0056,1.184,0.042,,4,15.0,65.0
1W,simple,乙,"E=15,X=70,H=4",mult|price,mult,price,0.8241,0.7224,10.5522,9.494,1.9911,0.9329,1.0582,1.1917,0.1335,1.0582,1.252,0.622,,4,15.0,70.0
1W,simple,乙,"E=15,X=75,H=4",mult|price,mult,price,0.8295,0.7318,10.5785,9.2174,2.0175,0.6563,1.3612,1.2181,-0.1431,1.3612,1.263,0.468,,4,15.0,75.0
1W,simple,乙,"E=15,X=80,H=4",mult|price,mult,price,0.8302,0.7351,10.3448,9.3672,1.7837,0.8062,0.9775,0.9843,0.0068,0.9775,1.138,0.551,,4,15.0,80.0
1W,simple,乙,"E=15,X=85,H=4",mult|price,mult,price,0.8304,0.738,10.1526,8.5972,1.5915,0.0362,1.5553,0.7921,-0.7632,1.5553,1.025,0.102,,4,15.0,85.0
1W,simple,乙,"E=15,X=90,H=4",mult|price,mult,price,0.8318,0.7434,9.2181,7.6121,0.6571,-0.949,1.6061,-0.1423,-1.7484,1.6061,0.497,-0.493,,4,15.0,90.0
1W,simple,乙,"E=15,X=95,H=4",mult|price,mult,price,0.8273,0.7403,9.4704,7.9518,0.9093,-0.6092,1.5185,0.1099,-1.4086,1.5185,0.664,-0.288,,4,15.0,95.0
1W,simple,乙,"E=20,X=50,H=4",mult|price,mult,price,0.8219,0.7187,8.9127,7.385,0.3516,-1.1761,1.5277,-0.4477,-1.9755,1.5278,0.266,-0.582,,4,20.0,50.0
1W,simple,乙,"E=20,X=55,H=4",mult|price,mult,price,0.8215,0.7205,9.7375,7.7121,1.1764,-0.849,2.0254,0.377,-1.6484,2.0254,0.752,-0.402,,4,20.0,55.0
1W,simple,乙,"E=20,X=60,H=4",mult|price,mult,price,0.8228,0.7241,9.6225,7.905,1.0614,-0.6561,1.7175,0.262,-1.4555,1.7175,0.734,-0.286,,4,20.0,60.0
1W,simple,乙,"E=20,X=65,H=4",mult|price,mult,price,0.821,0.7239,9.7172,7.5669,1.1561,-0.9942,2.1503,0.3567,-1.7936,2.1503,0.787,-0.435,,4,20.0,65.0
1W,simple,乙,"E=20,X=70,H=4",mult|price,mult,price,0.8216,0.7265,9.8462,8.3266,1.2851,-0.2345,1.5196,0.4857,-1.0339,1.5196,0.882,-0.018,,4,20.0,70.0
1W,simple,乙,"E=20,X=75,H=4",mult|price,mult,price,0.8267,0.7352,9.9374,8.239,1.3763,-0.3221,1.6984,0.5769,-1.1214,1.6983,0.937,-0.072,,4,20.0,75.0
1W,simple,乙,"E=20,X=80,H=4",mult|price,mult,price,0.8273,0.7382,9.6104,7.7732,1.0493,-0.7878,1.8371,0.2499,-1.5872,1.8371,0.78,-0.33,,4,20.0,80.0
1W,simple,乙,"E=20,X=85,H=4",mult|price,mult,price,0.8296,0.7437,9.4806,7.1902,0.9195,-1.3709,2.2904,0.1201,-2.1703,2.2904,0.694,-0.696,,4,20.0,85.0
1W,simple,乙,"E=20,X=90,H=4",mult|price,mult,price,0.8298,0.7472,8.4795,6.2227,-0.0816,-2.3384,2.2568,-0.881,-3.1378,2.2568,0.076,-1.3,,4,20.0,90.0
1W,simple,乙,"E=20,X=95,H=4",mult|price,mult,price,0.8269,0.7464,8.5128,6.5857,-0.0483,-1.9754,1.9271,-0.8476,-2.7748,1.9272,0.093,-1.097,,4,20.0,95.0
1W,simple,乙,"E=25,X=50,H=4",mult|price,mult,price,0.8187,0.7202,8.5285,8.3692,-0.0326,-0.1919,0.1593,-0.832,-0.9912,0.1592,0.032,-0.05,,4,25.0,50.0
1W,simple,乙,"E=25,X=55,H=4",mult|price,mult,price,0.8185,0.7219,9.3334,8.46,0.7723,-0.1011,0.8734,-0.0271,-0.9005,0.8734,0.515,0.002,,4,25.0,55.0
1W,simple,乙,"E=25,X=60,H=4",mult|price,mult,price,0.8197,0.7256,8.7228,8.6149,0.1617,0.0538,0.1079,-0.6377,-0.7456,0.1079,0.18,0.094,,4,25.0,60.0
1W,simple,乙,"E=25,X=65,H=4",mult|price,mult,price,0.8162,0.7229,8.7559,8.1456,0.1948,-0.4155,0.6103,-0.6046,-1.2149,0.6103,0.193,-0.116,,4,25.0,65.0
1W,simple,乙,"E=25,X=70,H=4",mult|price,mult,price,0.8174,0.7265,9.2199,8.6443,0.6588,0.0832,0.5756,-0.1406,-0.7162,0.5756,0.514,0.15,,4,25.0,70.0
1W,simple,乙,"E=25,X=75,H=4",mult|price,mult,price,0.8252,0.7396,9.0247,8.4845,0.4636,-0.0766,0.5402,-0.3358,-0.876,0.5402,0.4,0.057,,4,25.0,75.0
1W,simple,乙,"E=25,X=80,H=4",mult|price,mult,price,0.8261,0.7431,8.637,7.876,0.0759,-0.6851,0.761,-0.7235,-1.4844,0.7609,0.183,-0.278,,4,25.0,80.0
1W,simple,乙,"E=25,X=85,H=4",mult|price,mult,price,0.8298,0.7503,8.4756,7.2998,-0.0855,-1.2613,1.1758,-0.8848,-2.0607,1.1759,0.064,-0.648,,4,25.0,85.0
1W,simple,乙,"E=25,X=90,H=4",mult|price,mult,price,0.8293,0.7529,7.9332,6.7042,-0.6279,-1.8569,1.229,-1.4273,-2.6563,1.229,-0.286,-1.022,,4,25.0,90.0
1W,simple,乙,"E=25,X=95,H=4",mult|price,mult,price,0.8261,0.7514,8.2297,7.0764,-0.3314,-1.4847,1.1533,-1.1308,-2.2841,1.1533,-0.11,-0.811,,4,25.0,95.0
1W,simple,乙,"E=30,X=50,H=4",mult|price,mult,price,0.828,0.7408,8.8168,8.3136,0.2557,-0.2475,0.5032,-0.5437,-1.0468,0.5031,0.184,-0.111,,4,30.0,50.0
1W,simple,乙,"E=30,X=55,H=4",mult|price,mult,price,0.8254,0.7382,9.6557,8.237,1.0946,-0.3241,1.4187,0.2952,-1.1235,1.4187,0.709,-0.153,,4,30.0,55.0
1W,simple,乙,"E=30,X=60,H=4",mult|price,mult,price,0.8272,0.7423,9.0572,8.404,0.4962,-0.1571,0.6533,-0.3032,-0.9565,0.6533,0.369,-0.045,,4,30.0,60.0
1W,simple,乙,"E=30,X=65,H=4",mult|price,mult,price,0.8239,0.7398,9.1623,7.9536,0.6012,-0.6075,1.2087,-0.1981,-1.4069,1.2088,0.431,-0.258,,4,30.0,65.0
1W,simple,乙,"E=30,X=70,H=4",mult|price,mult,price,0.8247,0.7429,10.0212,8.5721,1.4601,0.011,1.4491,0.6608,-0.7884,1.4492,1.02,0.092,,4,30.0,70.0
1W,simple,乙,"E=30,X=75,H=4",mult|price,mult,price,0.831,0.7539,9.7133,8.4057,1.1522,-0.1554,1.3076,0.3528,-0.9547,1.3075,0.829,-0.014,,4,30.0,75.0
1W,simple,乙,"E=30,X=80,H=4",mult|price,mult,price,0.8327,0.7582,9.0878,7.7949,0.5267,-0.7662,1.2929,-0.2727,-1.5656,1.2929,0.455,-0.368,,4,30.0,80.0
1W,simple,乙,"E=30,X=85,H=4",mult|price,mult,price,0.8342,0.7625,9.0223,7.2854,0.4612,-1.2757,1.7369,-0.3381,-2.0751,1.737,0.401,-0.721,,4,30.0,85.0
1W,simple,乙,"E=30,X=90,H=4",mult|price,mult,price,0.8332,0.7642,8.3264,6.8431,-0.2346,-1.718,1.4834,-1.034,-2.5173,1.4833,-0.054,-1.017,,4,30.0,90.0
1W,simple,乙,"E=30,X=95,H=4",mult|price,mult,price,0.8312,0.764,8.4401,7.1179,-0.121,-1.4432,1.3222,-0.9204,-2.2426,1.3222,0.009,-0.858,,4,30.0,95.0
1W,simple,乙,"E=35,X=50,H=4",mult|price,mult,price,0.8282,0.7466,10.1153,8.7595,1.5542,0.1984,1.3558,0.7548,-0.601,1.3558,0.981,0.126,,4,35.0,50.0
1W,simple,乙,"E=35,X=55,H=4",mult|price,mult,price,0.8257,0.7443,10.4291,8.818,1.868,0.2569,1.6111,1.0686,-0.5424,1.611,1.179,0.166,,4,35.0,55.0
1W,simple,乙,"E=35,X=60,H=4",mult|price,mult,price,0.826,0.7464,9.7733,8.7341,1.2122,0.173,1.0392,0.4128,-0.6264,1.0392,0.811,0.13,,4,35.0,60.0
1W,simple,乙,"E=35,X=65,H=4",mult|price,mult,price,0.8233,0.7448,9.7973,8.0942,1.2362,-0.4669,1.7031,0.4368,-1.2663,1.7031,0.829,-0.201,,4,35.0,65.0
1W,simple,乙,"E=35,X=70,H=4",mult|price,mult,price,0.8227,0.746,10.5115,8.9935,1.9504,0.4324,1.518,1.151,-0.367,1.518,1.334,0.33,,4,35.0,70.0
1W,simple,乙,"E=35,X=75,H=4",mult|price,mult,price,0.8303,0.7584,10.3001,8.533,1.739,-0.0281,1.7671,0.9396,-0.8274,1.767,1.206,0.054,,4,35.0,75.0
1W,simple,乙,"E=35,X=80,H=4",mult|price,mult,price,0.8339,0.765,9.7891,8.0606,1.228,-0.5005,1.7285,0.4286,-1.2999,1.7285,0.898,-0.223,,4,35.0,80.0
1W,simple,乙,"E=35,X=85,H=4",mult|price,mult,price,0.8369,0.7712,9.6599,7.535,1.0988,-1.026,2.1248,0.2994,-1.8254,2.1248,0.81,-0.583,,4,35.0,85.0
1W,simple,乙,"E=35,X=90,H=4",mult|price,mult,price,0.8367,0.7736,8.9181,7.305,0.357,-1.2561,1.6131,-0.4423,-2.0555,1.6132,0.335,-0.749,,4,35.0,90.0
1W,simple,乙,"E=35,X=95,H=4",mult|price,mult,price,0.8349,0.7738,8.8439,7.619,0.2828,-0.9421,1.2249,-0.5166,-1.7415,1.2249,0.28,-0.556,,4,35.0,95.0
1W,simple,乙,"E=40,X=50,H=4",mult|price,mult,price,0.8233,0.7462,9.9065,9.2119,1.3454,0.6509,0.6945,0.546,-0.1485,0.6945,0.849,0.387,,4,40.0,50.0
1W,simple,乙,"E=40,X=55,H=4",mult|price,mult,price,0.8245,0.7482,10.1681,9.3403,1.607,0.7792,0.8278,0.8076,-0.0201,0.8277,1.006,0.471,,4,40.0,55.0
1W,simple,乙,"E=40,X=60,H=4",mult|price,mult,price,0.8289,0.7555,9.6668,9.666,1.1057,1.1049,0.0008,0.3063,0.3056,0.0007,0.739,0.675,,4,40.0,60.0
1W,simple,乙,"E=40,X=65,H=4",mult|price,mult,price,0.8282,0.7564,9.7056,8.971,1.1446,0.4099,0.7347,0.3452,-0.3895,0.7347,0.765,0.308,,4,40.0,65.0
1W,simple,乙,"E=40,X=70,H=4",mult|price,mult,price,0.8284,0.7584,10.3619,9.7373,1.8008,1.1762,0.6246,1.0014,0.3769,0.6245,1.228,0.783,,4,40.0,70.0
1W,simple,乙,"E=40,X=75,H=4",mult|price,mult,price,0.8349,0.7693,10.2809,9.521,1.7199,0.9599,0.76,0.9205,0.1606,0.7599,1.189,0.652,,4,40.0,75.0
1W,simple,乙,"E=40,X=80,H=4",mult|price,mult,price,0.8378,0.7749,9.6277,8.9612,1.0666,0.4001,0.6665,0.2672,-0.3993,0.6665,0.791,0.329,,4,40.0,80.0
1W,simple,乙,"E=40,X=85,H=4",mult|price,mult,price,0.8432,0.7835,9.6681,8.3957,1.107,-0.1654,1.2724,0.3076,-0.9648,1.2724,0.819,-0.055,,4,40.0,85.0
1W,simple,乙,"E=40,X=90,H=4",mult|price,mult,price,0.8442,0.7872,9.0992,8.1985,0.5382,-0.3626,0.9008,-0.2612,-1.162,0.9008,0.452,-0.19,,4,40.0,90.0
1W,simple,乙,"E=40,X=95,H=4",mult|price,mult,price,0.8428,0.7873,9.0847,8.4743,0.5236,-0.0867,0.6103,-0.2758,-0.8861,0.6103,0.443,-0.006,,4,40.0,95.0
1M,wilder,甲,"N=1,H=1",mult|price,mult,price,0.8502,0.1946,13.3594,9.6787,4.8636,1.1829,3.6807,4.225,0.5443,3.6807,2.116,0.787,1.0,1,,
1M,wilder,甲,"N=1,H=1",mult_raw|price,mult_raw,price,0.8459,0.181,9.0633,9.6787,0.5675,1.1829,-0.6154,-0.0711,0.5443,-0.6154,0.501,0.787,1.0,1,,
1M,wilder,甲,"N=1,H=1",mult_raw|mult,mult_raw,mult,0.8925,0.3478,9.0633,13.3594,0.5675,4.8636,-4.2961,-0.0711,4.225,-4.2961,0.501,2.116,1.0,1,,
1M,wilder,甲,"N=2,H=1",mult|price,mult,price,0.7591,0.2971,10.8554,8.5966,2.3595,0.1007,2.2588,1.721,-0.5378,2.2588,1.39,0.374,2.0,1,,
1M,wilder,甲,"N=2,H=1",mult_raw|price,mult_raw,price,0.757,0.293,9.1324,8.5966,0.6365,0.1007,0.5358,-0.002,-0.5378,0.5358,0.533,0.374,2.0,1,,
1M,wilder,甲,"N=2,H=1",mult_raw|mult,mult_raw,mult,0.8444,0.4815,9.1324,10.8554,0.6365,2.3595,-1.723,-0.002,1.721,-1.723,0.533,1.39,2.0,1,,
1M,wilder,甲,"N=3,H=1",mult|price,mult,price,0.6961,0.3737,10.0721,8.2007,1.5763,-0.2952,1.8715,0.9377,-0.9337,1.8714,1.156,0.125,3.0,1,,
1M,wilder,甲,"N=3,H=1",mult_raw|price,mult_raw,price,0.7061,0.3881,8.1842,8.2007,-0.3116,-0.2952,-0.0164,-0.9502,-0.9337,-0.0165,-0.146,0.125,3.0,1,,
1M,wilder,甲,"N=3,H=1",mult_raw|mult,mult_raw,mult,0.8179,0.5709,8.1842,10.0721,-0.3116,1.5763,-1.8879,-0.9502,0.9377,-1.8879,-0.146,1.156,3.0,1,,
1M,wilder,乙,"E=5,X=50,H=1",mult|price,mult,price,0.8642,0.1953,8.013,2.0715,-0.4828,-6.4243,5.9415,-1.1214,-7.0629,5.9415,-0.185,-2.343,,1,5.0,50.0
1M,wilder,乙,"E=5,X=50,H=1",mult_raw|price,mult_raw,price,0.8595,0.1782,7.6285,2.0715,-0.8674,-6.4243,5.5569,-1.5059,-7.0629,5.557,-0.343,-2.343,,1,5.0,50.0
1M,wilder,乙,"E=5,X=50,H=1",mult_raw|mult,mult_raw,mult,0.9057,0.4823,7.6285,8.013,-0.8674,-0.4828,-0.3846,-1.5059,-1.1214,-0.3845,-0.343,-0.185,,1,5.0,50.0
1M,wilder,乙,"E=5,X=55,H=1",mult|price,mult,price,0.852,0.1854,7.7035,-0.1731,-0.7923,-8.6689,7.8766,-1.4309,-9.3075,7.8766,-0.301,-3.053,,1,5.0,55.0
1M,wilder,乙,"E=5,X=55,H=1",mult_raw|price,mult_raw,price,0.848,0.1815,7.314,-0.1731,-1.1818,-8.6689,7.4871,-1.8204,-9.3075,7.4871,-0.515,-3.053,,1,5.0,55.0
1M,wilder,乙,"E=5,X=55,H=1",mult_raw|mult,mult_raw,mult,0.905,0.5065,7.314,7.7035,-1.1818,-0.7923,-0.3895,-1.8204,-1.4309,-0.3895,-0.515,-0.301,,1,5.0,55.0
1M,wilder,乙,"E=5,X=60,H=1",mult|price,mult,price,0.8498,0.2154,8.6791,-0.3419,0.1832,-8.8377,9.0209,-0.4553,-9.4763,9.021,0.062,-3.124,,1,5.0,60.0
1M,wilder,乙,"E=5,X=60,H=1",mult_raw|price,mult_raw,price,0.8405,0.1982,7.2087,-0.3419,-1.2871,-8.8377,7.5506,-1.9257,-9.4763,7.5506,-0.555,-3.124,,1,5.0,60.0
1M,wilder,乙,"E=5,X=60,H=1",mult_raw|mult,mult_raw,mult,0.9032,0.5238,7.2087,8.6791,-1.2871,0.1832,-1.4703,-1.9257,-0.4553,-1.4704,-0.555,0.062,,1,5.0,60.0
1M,wilder,乙,"E=5,X=65,H=1",mult|price,mult,price,0.8312,0.2057,9.3069,-0.0854,0.8111,-8.5813,9.3924,0.1725,-9.2198,9.3923,0.372,-2.986,,1,5.0,65.0
1M,wilder,乙,"E=5,X=65,H=1",mult_raw|price,mult_raw,price,0.8215,0.1916,6.4888,-0.0854,-2.0071,-8.5813,6.5742,-2.6456,-9.2198,6.5742,-0.866,-2.986,,1,5.0,65.0
1M,wilder,乙,"E=5,X=65,H=1",mult_raw|mult,mult_raw,mult,0.9086,0.5785,6.4888,9.3069,-2.0071,0.8111,-2.8182,-2.6456,0.1725,-2.8181,-0.866,0.372,,1,5.0,65.0
1M,wilder,乙,"E=5,X=70,H=1",mult|price,mult,price,0.8183,0.214,9.715,0.6063,1.2191,-7.8895,9.1086,0.5806,-8.5281,9.1087,0.538,-2.745,,1,5.0,70.0
1M,wilder,乙,"E=5,X=70,H=1",mult_raw|price,mult_raw,price,0.8104,0.2033,7.7212,0.6063,-0.7746,-7.8895,7.1149,-1.4132,-8.5281,7.1149,-0.273,-2.745,,1,5.0,70.0
1M,wilder,乙,"E=5,X=70,H=1",mult_raw|mult,mult_raw,mult,0.8996,0.5706,7.7212,9.715,-0.7746,1.2191,-1.9937,-1.4132,0.5806,-1.9938,-0.273,0.538,,1,5.0,70.0
1M,wilder,乙,"E=5,X=75,H=1",mult|price,mult,price,0.8032,0.2257,9.4347,0.12,0.9389,-8.3759,9.3148,0.3003,-9.0144,9.3147,0.45,-2.893,,1,5.0,75.0
1M,wilder,乙,"E=5,X=75,H=1",mult_raw|price,mult_raw,price,0.7921,0.2077,7.611,0.12,-0.8848,-8.3759,7.4911,-1.5234,-9.0144,7.491,-0.288,-2.893,,1,5.0,75.0
1M,wilder,乙,"E=5,X=75,H=1",mult_raw|mult,mult_raw,mult,0.9,0.6003,7.611,9.4347,-0.8848,0.9389,-1.8237,-1.5234,0.3003,-1.8237,-0.288,0.45,,1,5.0,75.0
1M,wilder,乙,"E=5,X=80,H=1",mult|price,mult,price,0.7763,0.2151,10.3764,1.6624,1.8806,-6.8334,8.714,1.242,-7.472,8.714,0.85,-2.342,,1,5.0,80.0
1M,wilder,乙,"E=5,X=80,H=1",mult_raw|price,mult_raw,price,0.7728,0.2202,8.4495,1.6624,-0.0464,-6.8334,6.787,-0.6849,-7.472,6.7871,0.073,-2.342,,1,5.0,80.0
1M,wilder,乙,"E=5,X=80,H=1",mult_raw|mult,mult_raw,mult,0.8875,0.598,8.4495,10.3764,-0.0464,1.8806,-1.927,-0.6849,1.242,-1.9269,0.073,0.85,,1,5.0,80.0
1M,wilder,乙,"E=5,X=85,H=1",mult|price,mult,price,0.7265,0.2002,9.4255,1.5281,0.9297,-6.9677,7.8974,0.2911,-7.6063,7.8974,0.443,-2.495,,1,5.0,85.0
1M,wilder,乙,"E=5,X=85,H=1",mult_raw|price,mult_raw,price,0.7305,0.2207,8.9411,1.5281,0.4453,-6.9677,7.413,-0.1933,-7.6063,7.413,0.323,-2.495,,1,5.0,85.0
1M,wilder,乙,"E=5,X=85,H=1",mult_raw|mult,mult_raw,mult,0.872,0.6107,8.9411,9.4255,0.4453,0.9297,-0.4844,-0.1933,0.2911,-0.4844,0.323,0.443,,1,5.0,85.0
1M,wilder,乙,"E=5,X=90,H=1",mult|price,mult,price,0.6613,0.1888,9.2593,0.7157,0.7635,-7.7802,8.5437,0.1249,-8.4187,8.5436,0.382,-2.509,,1,5.0,90.0
1M,wilder,乙,"E=5,X=90,H=1",mult_raw|price,mult_raw,price,0.667,0.2107,7.867,0.7157,-0.6289,-7.7802,7.1513,-1.2674,-8.4187,7.1513,-0.226,-2.509,,1,5.0,90.0
1M,wilder,乙,"E=5,X=90,H=1",mult_raw|mult,mult_raw,mult,0.8373,0.6045,7.867,9.2593,-0.6289,0.7635,-1.3924,-1.2674,0.1249,-1.3923,-0.226,0.382,,1,5.0,90.0
1M,wilder,乙,"E=5,X=95,H=1",mult|price,mult,price,0.6022,0.2167,9.6021,4.9519,1.1063,-3.5439,4.6502,0.4678,-4.1824,4.6502,0.629,-1.048,,1,5.0,95.0
1M,wilder,乙,"E=5,X=95,H=1",mult_raw|price,mult_raw,price,0.6072,0.2352,8.7752,4.9519,0.2793,-3.5439,3.8232,-0.3592,-4.1824,3.8232,0.2,-1.048,,1,5.0,95.0
1M,wilder,乙,"E=5,X=95,H=1",mult_raw|mult,mult_raw,mult,0.8258,0.6491,8.7752,9.6021,0.2793,1.1063,-0.827,-0.3592,0.4678,-0.827,0.2,0.629,,1,5.0,95.0
1M,wilder,乙,"E=10,X=50,H=1",mult|price,mult,price,0.814,0.2628,9.3222,7.2784,0.8264,-1.2174,2.0438,0.1878,-1.856,2.0438,0.413,-0.49,,1,10.0,50.0
1M,wilder,乙,"E=10,X=50,H=1",mult_raw|price,mult_raw,price,0.8018,0.2351,6.8788,7.2784,-1.617,-1.2174,-0.3996,-2.2556,-1.856,-0.3996,-0.703,-0.49,,1,10.0,50.0
1M,wilder,乙,"E=10,X=50,H=1",mult_raw|mult,mult_raw,mult,0.8789,0.5535,6.8788,9.3222,-1.617,0.8264,-2.4434,-2.2556,0.1878,-2.4434,-0.703,0.413,,1,10.0,50.0
1M,wilder,乙,"E=10,X=55,H=1",mult|price,mult,price,0.8022,0.2571,8.6348,7.032,0.1389,-1.4638,1.6027,-0.4996,-2.1024,1.6028,0.118,-0.544,,1,10.0,55.0
1M,wilder,乙,"E=10,X=55,H=1",mult_raw|price,mult_raw,price,0.7896,0.2357,7.0723,7.032,-1.4236,-1.4638,0.0402,-2.0621,-2.1024,0.0403,-0.621,-0.544,,1,10.0,55.0
1M,wilder,乙,"E=10,X=55,H=1",mult_raw|mult,mult_raw,mult,0.8771,0.5691,7.0723,8.6348,-1.4236,0.1389,-1.5625,-2.0621,-0.4996,-1.5625,-0.621,0.118,,1,10.0,55.0
1M,wilder,乙,"E=10,X=60,H=1",mult|price,mult,price,0.7953,0.2854,9.3898,4.1648,0.894,-4.3311,5.2251,0.2554,-4.9696,5.225,0.445,-1.484,,1,10.0,60.0
1M,wilder,乙,"E=10,X=60,H=1",mult_raw|price,mult_raw,price,0.776,0.2479,6.6498,4.1648,-1.846,-4.3311,2.4851,-2.4846,-4.9696,2.485,-0.855,-1.484,,1,10.0,60.0
1M,wilder,乙,"E=10,X=60,H=1",mult_raw|mult,mult_raw,mult,0.8781,0.6009,6.6498,9.3898,-1.846,0.894,-2.74,-2.4846,0.2554,-2.74,-0.855,0.445,,1,10.0,60.0
1M,wilder,乙,"E=10,X=65,H=1",mult|price,mult,price,0.7703,0.2683,10.1468,4.2011,1.651,-4.2947,5.9457,1.0124,-4.9333,5.9457,0.892,-1.458,,1,10.0,65.0
1M,wilder,乙,"E=10,X=65,H=1",mult_raw|price,mult_raw,price,0.7559,0.2467,5.1868,4.2011,-3.309,-4.2947,0.9857,-3.9476,-4.9333,0.9857,-1.706,-1.458,,1,10.0,65.0
1M,wilder,乙,"E=10,X=65,H=1",mult_raw|mult,mult_raw,mult,0.8925,0.6663,5.1868,10.1468,-3.309,1.651,-4.96,-3.9476,1.0124,-4.96,-1.706,0.892,,1,10.0,65.0
1M,wilder,乙,"E=10,X=70,H=1",mult|price,mult,price,0.7584,0.2822,10.7475,5.1517,2.2516,-3.3441,5.5957,1.6131,-3.9827,5.5958,1.21,-1.081,,1,10.0,70.0
1M,wilder,乙,"E=10,X=70,H=1",mult_raw|price,mult_raw,price,0.7441,0.2639,6.073,5.1517,-2.4228,-3.3441,0.9213,-3.0614,-3.9827,0.9213,-1.187,-1.081,,1,10.0,70.0
1M,wilder,乙,"E=10,X=70,H=1",mult_raw|mult,mult_raw,mult,0.886,0.6667,6.073,10.7475,-2.4228,2.2516,-4.6744,-3.0614,1.6131,-4.6745,-1.187,1.21,,1,10.0,70.0
1M,wilder,乙,"E=10,X=75,H=1",mult|price,mult,price,0.7387,0.2895,11.1171,4.0909,2.6212,-4.4049,7.0261,1.9827,-5.0435,7.0262,1.43,-1.511,,1,10.0,75.0
1M,wilder,乙,"E=10,X=75,H=1",mult_raw|price,mult_raw,price,0.7179,0.272,7.1741,4.0909,-1.3217,-4.4049,3.0832,-1.9603,-5.0435,3.0832,-0.615,-1.511,,1,10.0,75.0
1M,wilder,乙,"E=10,X=75,H=1",mult_raw|mult,mult_raw,mult,0.8889,0.6973,7.1741,11.1171,-1.3217,2.6212,-3.9429,-1.9603,1.9827,-3.943,-0.615,1.43,,1,10.0,75.0
1M,wilder,乙,"E=10,X=80,H=1",mult|price,mult,price,0.7029,0.2785,11.3656,5.0762,2.8698,-3.4196,6.2894,2.2312,-4.0582,6.2894,1.647,-1.127,,1,10.0,80.0
1M,wilder,乙,"E=10,X=80,H=1",mult_raw|price,mult_raw,price,0.6964,0.2834,7.9318,5.0762,-0.5641,-3.4196,2.8555,-1.2026,-4.0582,2.8556,-0.227,-1.127,,1,10.0,80.0
1M,wilder,乙,"E=10,X=80,H=1",mult_raw|mult,mult_raw,mult,0.8717,0.6865,7.9318,11.3656,-0.5641,2.8698,-3.4339,-1.2026,2.2312,-3.4338,-0.227,1.647,,1,10.0,80.0
1M,wilder,乙,"E=10,X=85,H=1",mult|price,mult,price,0.6556,0.2923,11.2684,4.7392,2.7726,-3.7567,6.5293,2.134,-4.3952,6.5292,1.61,-1.365,,1,10.0,85.0
1M,wilder,乙,"E=10,X=85,H=1",mult_raw|price,mult_raw,price,0.6591,0.3002,7.8372,4.7392,-0.6587,-3.7567,3.098,-1.2972,-4.3952,3.098,-0.352,-1.365,,1,10.0,85.0
1M,wilder,乙,"E=10,X=85,H=1",mult_raw|mult,mult_raw,mult,0.8746,0.727,7.8372,11.2684,-0.6587,2.7726,-3.4313,-1.2972,2.134,-3.4312,-0.352,1.61,,1,10.0,85.0
1M,wilder,乙,"E=10,X=90,H=1",mult|price,mult,price,0.6211,0.3276,10.5233,6.0728,2.0275,-2.423,4.4505,1.3889,-3.0615,4.4504,1.33,-0.71,,1,10.0,90.0
