tier,silent,direction,field,horizon,bench,period,n,clusters,mean_diff,t,mean_resid,mean_ctrl
0.05,False,down,cfo,6,spy,all,26,12,0.08065,0.453,0.06933,-0.01132
0.05,False,down,cfo,6,spy,2009-2016,4,4,1.00612,1.203,1.02269,0.01657
0.05,False,down,cfo,6,spy,2017-2026,22,8,-0.08762,-1.154,-0.10401,-0.01639
0.05,False,down,cfo,12,sector,all,26,12,-0.02769,-0.128,0.07599,0.10368
0.05,False,down,cfo,12,sector,2009-2016,4,4,1.2899,1.522,1.36318,0.07328
0.05,False,down,cfo,12,sector,2017-2026,22,8,-0.26725,-3.253,-0.15804,0.10921
0.05,False,down,cfo,12,spy,all,26,12,-0.02769,-0.128,-0.00911,0.01858
0.05,False,down,cfo,12,spy,2009-2016,4,4,1.2899,1.522,1.31942,0.02952
0.05,False,down,cfo,12,spy,2017-2026,22,8,-0.26725,-3.253,-0.25066,0.01659
0.05,False,down,assets,3,sector,all,3,2,0.1075,2.333,0.08888,-0.01862
0.05,False,down,assets,3,sector,2009-2016,1,0,,,0.23993,0.03467
0.05,False,down,assets,3,sector,2017-2026,2,1,0.05862,,0.01336,-0.04526
0.05,False,down,assets,3,spy,all,3,2,0.1075,2.333,0.12019,0.01269
0.05,False,down,assets,3,spy,2009-2016,1,0,,,0.24852,0.04326
0.05,False,down,assets,3,spy,2017-2026,2,1,0.05862,,0.05602,-0.00259
0.05,False,down,assets,6,sector,all,3,2,0.11995,1.62,0.15966,0.03971
0.05,False,down,assets,6,sector,2009-2016,1,0,,,0.28658,0.00956
0.05,False,down,assets,6,sector,2017-2026,2,1,0.04142,,0.09621,0.05478
0.05,False,down,assets,6,spy,all,3,2,0.11995,1.62,0.16336,0.0434
0.05,False,down,assets,6,spy,2009-2016,1,0,,,0.30347,0.02645
0.05,False,down,assets,6,spy,2017-2026,2,1,0.04142,,0.0933,0.05188
0.05,False,down,assets,12,sector,all,3,2,-0.05858,-0.26,0.11201,0.17059
0.05,False,down,assets,12,sector,2009-2016,1,0,,,0.50939,0.09061
0.05,False,down,assets,12,sector,2017-2026,2,1,-0.29727,,-0.08669,0.21058
0.05,False,down,assets,12,spy,all,3,2,-0.05858,-0.26,0.09461,0.15319
0.05,False,down,assets,12,spy,2009-2016,1,0,,,0.54497,0.12618
0.05,False,down,assets,12,spy,2017-2026,2,1,-0.29727,,-0.13057,0.16669
0.05,False,up,ALL,3,sector,all,97,29,0.01285,0.387,0.02246,0.00961
0.05,False,up,ALL,3,sector,2009-2016,57,14,0.012,0.28,0.01852,0.00652
0.05,False,up,ALL,3,sector,2017-2026,40,15,0.01406,0.268,0.02807,0.01401
0.05,False,up,ALL,3,spy,all,97,29,0.01285,0.387,0.02362,0.01077
0.05,False,up,ALL,3,spy,2009-2016,57,14,0.012,0.28,0.01812,0.00612
0.05,False,up,ALL,3,spy,2017-2026,40,15,0.01406,0.268,0.03145,0.01739
0.05,False,up,ALL,6,sector,all,97,29,0.0143,0.268,0.03538,0.02109
0.05,False,up,ALL,6,sector,2009-2016,57,14,0.00418,0.058,0.01794,0.01377
0.05,False,up,ALL,6,sector,2017-2026,40,15,0.02872,0.369,0.06024,0.03152
0.05,False,up,ALL,6,spy,all,97,29,0.0143,0.268,0.04327,0.02897
0.05,False,up,ALL,6,spy,2009-2016,57,14,0.00418,0.058,0.0322,0.02803
0.05,False,up,ALL,6,spy,2017-2026,40,15,0.02872,0.369,0.05904,0.03032
0.05,False,up,ALL,12,sector,all,97,29,0.06575,0.887,0.10807,0.04232
0.05,False,up,ALL,12,sector,2009-2016,57,14,0.16991,1.691,0.16812,-0.00179
0.05,False,up,ALL,12,sector,2017-2026,40,15,-0.08268,-1.023,0.0225,0.10518
0.05,False,up,ALL,12,spy,all,97,29,0.06575,0.887,0.12898,0.06323
0.05,False,up,ALL,12,spy,2009-2016,57,14,0.16991,1.691,0.19796,0.02805
0.05,False,up,ALL,12,spy,2017-2026,40,15,-0.08268,-1.023,0.03067,0.11335
0.05,False,up,revenue,3,sector,all,4,3,0.10782,1.745,0.13415,0.02632
0.05,False,up,revenue,3,sector,2009-2016,4,3,0.10782,1.745,0.13415,0.02632
0.05,False,up,revenue,3,spy,all,4,3,0.10782,1.745,0.11218,0.00435
0.05,False,up,revenue,3,spy,2009-2016,4,3,0.10782,1.745,0.11218,0.00435
0.05,False,up,revenue,6,sector,all,4,3,0.10032,0.858,0.14694,0.04662
0.05,False,up,revenue,6,sector,2009-2016,4,3,0.10032,0.858,0.14694,0.04662
0.05,False,up,revenue,6,spy,all,4,3,0.10032,0.858,0.1414,0.04108
0.05,False,up,revenue,6,spy,2009-2016,4,3,0.10032,0.858,0.1414,0.04108
0.05,False,up,revenue,12,sector,all,4,3,0.21395,1.69,0.30797,0.09402
0.05,False,up,revenue,12,sector,2009-2016,4,3,0.21395,1.69,0.30797,0.09402
0.05,False,up,revenue,12,spy,all,4,3,0.21395,1.69,0.29548,0.08153
0.05,False,up,revenue,12,spy,2009-2016,4,3,0.21395,1.69,0.29548,0.08153
0.05,False,up,net_income,3,sector,all,65,23,0.01963,0.541,0.03193,0.0123
0.05,False,up,net_income,3,sector,2009-2016,33,11,0.02606,0.681,0.0326,0.00654
0.05,False,up,net_income,3,sector,2017-2026,32,12,0.013,0.209,0.03125,0.01825
0.05,False,up,net_income,3,spy,all,65,23,0.01963,0.541,0.03541,0.01578
0.05,False,up,net_income,3,spy,2009-2016,33,11,0.02606,0.681,0.03693,0.01087
0.05,False,up,net_income,3,spy,2017-2026,32,12,0.013,0.209,0.03385,0.02085
0.05,False,up,net_income,6,sector,all,65,23,0.04377,0.806,0.06237,0.0186
0.05,False,up,net_income,6,sector,2009-2016,33,11,0.05329,1.019,0.05508,0.00179
0.05,False,up,net_income,6,sector,2017-2026,32,12,0.03397,0.355,0.06989,0.03593
0.05,False,up,net_income,6,spy,all,65,23,0.04377,0.806,0.07104,0.02727
0.05,False,up,net_income,6,spy,2009-2016,33,11,0.05329,1.019,0.07268,0.0194
0.05,False,up,net_income,6,spy,2017-2026,32,12,0.03397,0.355,0.06935,0.03539
0.05,False,up,net_income,12,sector,all,65,23,0.06478,0.788,0.11527,0.05048
0.05,False,up,net_income,12,sector,2009-2016,33,11,0.24141,2.802,0.22169,-0.01972
0.05,False,up,net_income,12,sector,2017-2026,32,12,-0.11737,-1.301,0.00552,0.12289
0.05,False,up,net_income,12,spy,all,65,23,0.06478,0.788,0.14067,0.07588
0.05,False,up,net_income,12,spy,2009-2016,33,11,0.24141,2.802,0.25403,0.01261
0.05,False,up,net_income,12,spy,2017-2026,32,12,-0.11737,-1.301,0.02376,0.14113
0.05,False,up,cfo,3,sector,all,14,8,-0.02148,-0.437,-0.03101,-0.00953
0.05,False,up,cfo,3,sector,2009-2016,6,3,-0.07449,-1.474,-0.09284,-0.01835
0.05,False,up,cfo,3,sector,2017-2026,8,5,0.01829,0.268,0.01537,-0.00292
0.05,False,up,cfo,3,spy,all,14,8,-0.02148,-0.437,-0.03389,-0.01241
0.05,False,up,cfo,3,spy,2009-2016,6,3,-0.07449,-1.474,-0.10823,-0.03373
0.05,False,up,cfo,3,spy,2017-2026,8,5,0.01829,0.268,0.02187,0.00358
0.05,False,up,cfo,6,sector,all,14,8,-0.07438,-1.383,-0.06896,0.00542
0.05,False,up,cfo,6,sector,2009-2016,6,3,-0.18387,-2.895,-0.18971,-0.00584
0.05,False,up,cfo,6,sector,2017-2026,8,5,0.00773,0.177,0.02161,0.01387
0.05,False,up,cfo,6,spy,all,14,8,-0.07438,-1.383,-0.07207,0.00231
0.05,False,up,cfo,6,spy,2009-2016,6,3,-0.18387,-2.895,-0.1919,-0.00803
0.05,False,up,cfo,6,spy,2017-2026,8,5,0.00773,0.177,0.01779,0.01006
0.05,False,up,cfo,12,sector,all,14,8,0.00523,0.076,0.0048,-0.00043
0.05,False,up,cfo,12,sector,2009-2016,6,3,-0.06255,-0.517,-0.10936,-0.04681
0.05,False,up,cfo,12,sector,2017-2026,8,5,0.05607,0.816,0.09043,0.03436
0.05,False,up,cfo,12,spy,all,14,8,0.00523,0.076,-0.01144,-0.01667
0.05,False,up,cfo,12,spy,2009-2016,6,3,-0.06255,-0.517,-0.10442,-0.04187
0.05,False,up,cfo,12,spy,2017-2026,8,5,0.05607,0.816,0.0583,0.00223
0.05,False,up,assets,3,sector,all,14,3,-0.01143,-0.139,4e-05,0.01147
0.05,False,up,assets,3,sector,2009-2016,14,3,-0.01143,-0.139,4e-05,0.01147
0.05,False,up,assets,3,spy,all,14,3,-0.01143,-0.139,0.00106,0.0125
0.05,False,up,assets,3,spy,2009-2016,14,3,-0.01143,-0.139,0.00106,0.0125
0.05,False,up,assets,6,sector,all,14,3,-0.05847,-0.378,-0.01746,0.04101
0.05,False,up,assets,6,sector,2009-2016,14,3,-0.05847,-0.378,-0.01746,0.04101
0.05,False,up,assets,6,spy,all,14,3,-0.05847,-0.378,0.00163,0.0601
0.05,False,up,assets,6,spy,2009-2016,14,3,-0.05847,-0.378,0.00163,0.0601
0.05,False,up,assets,12,sector,all,14,3,0.08841,0.405,0.12081,0.03241
0.05,False,up,assets,12,sector,2009-2016,14,3,0.08841,0.405,0.12081,0.03241
0.05,False,up,assets,12,spy,all,14,3,0.08841,0.405,0.16755,0.07914
0.05,False,up,assets,12,spy,2009-2016,14,3,0.08841,0.405,0.16755,0.07914
