total_return,max_drawdown,sharpe_ratio,n_orders,n_trades,final_value,win_rate,n_break,rr_min,sec,n_entry_signals,breaker_blocked_bars,worst_month_dd
0.6507575173363039,-0.3267545680238748,0.4733459531566616,1825,918,1650757.5173363038,0.42374727668845313,15,1.5,0.7285071000223979,18234,117,-0.09280347546444312
1.9222635599961913,-0.2752810295004394,0.8945655171315983,1845,929,2922263.5599961914,0.4370290635091496,20,1.5,0.8311772000743076,35753,101,-0.10857555708986699
2.6162575279507134,-0.2857173183282544,1.06616082985243,1721,866,3616257.5279507134,0.4491916859122402,25,1.5,0.7188564999960363,48211,83,-0.09763538481433764
2.134970263092143,-0.24532061699731644,0.9594631126015438,1447,729,3134970.263092143,0.44718792866941015,30,1.5,0.7017807000083849,56379,161,-0.08907804008123654
4.471888063863116,-0.2383616182240733,1.4298080614711823,1474,743,5471888.063863116,0.43337819650067294,40,1.5,0.7192785999504849,65473,67,-0.09841532620512139
2.4141620919809763,-0.2293578814274625,1.0362976983584435,1235,622,3414162.0919809765,0.41639871382636656,50,1.5,1.0843187000136822,69444,87,-0.10132661070506443
3.8098133549022357,-0.23561287276427068,1.3203783627363208,1181,596,4809813.354902236,0.43791946308724833,60,1.5,0.7237550999270752,70287,72,-0.09637511373314
2.1843665846974556,-0.19197404201551094,0.9777052140060096,1055,533,3184366.5846974556,0.41088180112570355,75,1.5,0.7218594000441954,69092,85,-0.0969661311545662
3.3698631283031464,-0.23484018268741869,1.2330334982883193,890,452,4369863.128303146,0.415929203539823,90,1.5,0.7315437999786809,67052,75,-0.10282174815193224
2.6353948734405446,-0.22616219240346946,1.079501150716237,791,402,3635394.8734405446,0.38308457711442784,120,1.5,0.7438215999864042,62120,75,-0.09553697113635329
0.0,0.0,inf,0,0,1000000.0,,5,1.75,0.6997082999441773,0,0,0.0
0.2158140516212818,-0.10691405561780232,0.5102899830412652,242,121,1215814.0516212818,0.4297520661157025,10,1.75,1.0408323999727145,121,0,-0.02485049540599682
3.241213312152927,-0.2064400651074919,1.2012250012572887,1784,897,4241213.312152928,0.43924191750278707,15,1.75,0.7199243999784812,8111,140,-0.09533474670081155
1.7973537893548976,-0.2877995127887779,0.8866695870685801,1749,880,2797353.7893548976,0.4034090909090909,20,1.75,0.7224510000087321,19993,62,-0.10669792940239342
3.2196309459171673,-0.2622702612900182,1.1742229898598384,1658,836,4219630.945917167,0.42105263157894735,25,1.75,0.7070941000711173,30492,112,-0.09193347987276834
1.6432870898844483,-0.31235873486309185,0.8198384428951231,1688,850,2643287.0898844483,0.4023529411764706,30,1.75,1.071411699987948,38539,170,-0.10979364504685885
3.9674344722173203,-0.2086724286715803,1.309542390165411,1375,692,4967434.47221732,0.3930635838150289,40,1.75,0.7311362000182271,49359,103,-0.09301858188649181
2.88838714329912,-0.28667000209944904,1.124471319371749,1330,671,3888387.14329912,0.4128166915052161,50,1.75,0.7261335999937728,56002,90,-0.1192069810077302
3.777629659145997,-0.24527445532108116,1.2937090074357305,1344,682,4777629.659145997,0.41642228739002934,60,1.75,0.7339916999917477,59285,79,-0.09092813909847575
