日期,舊來源(yfinance),新來源(Cboe),絕對差,相對差
2018-12-19,24.020000457763672,24.02,4.5776367230132564e-07,1.905760464518928e-08
2018-12-20,25.239999771118164,25.24,2.2888183437430598e-07,9.068218559819989e-09
2018-12-21,26.229999542236328,26.23,4.5776367230132564e-07,1.745191308769262e-08
2018-12-24,28.84000015258789,28.84,1.5258789076710855e-07,5.290842231615468e-09
2018-12-26,25.690000534057617,25.69,5.340576159085231e-07,2.0788540475136032e-08
2018-12-27,25.889999389648438,25.89,6.103515630684342e-07,2.3574800210789893e-08
2018-12-28,25.31999969482422,25.32,3.051757815342171e-07,1.2052756130032637e-08
2018-12-31,23.729999542236328,23.73,4.5776367230132564e-07,1.929050489388192e-08
2019-01-02,22.75,22.75,0.0,0.0
2019-01-03,24.110000610351562,24.11,6.103515630684342e-07,2.5315286089473652e-08
2019-01-04,21.860000610351562,21.86,6.103515630684342e-07,2.792093074230789e-08
2019-01-07,21.6200008392334,21.62,8.392333974427402e-07,3.8817454434127476e-08
2019-01-08,21.139999389648438,21.14,6.103515630684342e-07,2.8871881773435777e-08
2019-01-09,20.690000534057617,20.69,5.340576159085231e-07,2.5812353896724932e-08
2019-01-10,20.520000457763672,20.52,4.5776367230132564e-07,2.2308170667127462e-08
2019-01-11,19.739999771118164,19.74,2.2888183437430598e-07,1.1594824570828304e-08
2019-01-14,19.93000030517578,19.93,3.051757815342171e-07,1.5312382180694876e-08
2019-01-15,19.239999771118164,19.24,2.2888183437430598e-07,1.1896145379268066e-08
2019-01-16,19.530000686645508,19.53,6.866455066756316e-07,3.5158498849677744e-08
2019-01-17,19.170000076293945,19.17,7.629394360719743e-08,3.979861413852797e-09
2019-01-18,18.84000015258789,18.84,1.5258789076710855e-07,8.099144879579465e-09
2019-01-22,20.690000534057617,20.69,5.340576159085231e-07,2.5812353896724932e-08
2019-01-23,20.079999923706055,20.08,7.629394360719743e-08,3.799499198061564e-09
2019-01-24,19.670000076293945,19.67,7.629394360719743e-08,3.8786956436846184e-09
2019-01-25,18.81999969482422,18.82,3.051757815342171e-07,1.6215504063910534e-08
2019-01-28,19.579999923706055,19.58,7.629394360719743e-08,3.8965242034973765e-09
2019-01-29,19.600000381469727,19.6,3.8146972514141453e-07,1.9462740699845313e-08
2019-01-30,18.68000030517578,18.68,3.051757815342171e-07,1.6337033005811043e-08
2019-01-31,17.8799991607666,17.88,8.392333974427402e-07,4.693699311151188e-08
2019-02-01,17.59000015258789,17.59,1.5258789076710855e-07,8.674695249770045e-09
2019-02-04,17.190000534057617,17.19,5.340576159085231e-07,3.106792317140559e-08
2019-02-05,17.06999969482422,17.07,3.051757815342171e-07,1.787790199121967e-08
2019-02-06,16.899999618530273,16.9,3.8146972514141453e-07,2.2572173594793812e-08
2019-02-07,17.520000457763672,17.52,4.5776367230132564e-07,2.6128062804842905e-08
2019-02-08,17.260000228881836,17.26,2.2888183437430598e-07,1.3260824527181003e-08
2019-02-11,17.219999313354492,17.22,6.866455066756316e-07,3.987488583365522e-08
2019-02-12,16.81999969482422,16.82,3.051757815342171e-07,1.814362586630275e-08
2019-02-13,16.959999084472656,16.96,9.155273446026513e-07,5.398156804388283e-08
2019-02-14,17.31999969482422,17.32,3.051757815342171e-07,1.7619849128831888e-08
2019-02-15,16.479999542236328,16.48,4.5776367230132564e-07,2.7776922634501925e-08
2019-02-19,16.450000762939453,16.45,7.629394538355427e-07,4.637929595446493e-08
