proxy,entry,exit,top_n,k,n_entries,avg_hold_days,avg_slots_filled,pct_days_empty,pct_days_full,turnover_ann,maxdd_port,maxdd_pick,port_cagr_0,pick_cagr_0,port_cagr_15,pick_cagr_15,port_cagr_25,pick_cagr_25,port_cagr_50,pick_cagr_50,pick_month_mean_pct,spy_month_mean_pct,spy_cagr,xlk_cagr,pool_ew_cagr,rand_p5,rand_p50,rand_p95,vs_spy,vs_xlk,vs_pool,port_vs_spy,port_vs_xlk,beats_rand
fwd_yield,dd_5,trail_20,5,15,467,175.0,14.99,0.0,99.9,2.851,-51.77,-51.77,12.903,12.991,12.424,12.516,12.105,12.201,11.311,11.416,1.122,0.958,10.903,15.659,15.936,10.151,12.518,14.895,1.613,-3.143,-3.42,1.521,-3.235,False
fwd_yield,dd_5,time_3m,5,6,520,62.9,6.0,0.0,100.0,7.958,-62.25,-62.25,15.358,15.448,13.986,14.083,13.078,13.18,10.831,10.944,1.346,0.958,10.903,15.659,15.936,7.684,11.943,16.535,3.18,-1.576,-1.853,3.083,-1.673,False
fwd_yield,dd_5,time_3m,5,10,864,63.0,9.99,0.0,99.9,7.942,-54.48,-54.48,16.172,16.192,14.794,14.82,13.882,13.912,11.628,11.667,1.386,0.958,10.903,15.659,15.936,9.029,12.233,15.37,3.917,-0.839,-1.116,3.891,-0.865,False
fwd_yield,dd_5,time_3m,5,15,1291,63.3,14.99,0.0,99.7,7.924,-57.13,-57.13,17.498,17.544,16.109,16.156,15.192,15.238,12.926,12.973,1.472,0.958,10.903,15.659,15.936,10.151,12.518,14.895,5.253,0.497,0.22,5.206,0.45,True
fwd_yield,dd_5,time_6m,5,6,264,123.8,6.0,0.0,100.0,4.017,-68.81,-68.81,17.447,17.54,16.74,16.84,16.27,16.375,15.099,15.216,1.619,0.958,10.903,15.659,15.936,7.684,11.943,16.535,5.937,1.181,0.904,5.837,1.081,True
fwd_yield,dd_5,time_6m,5,10,438,124.4,10.0,0.0,100.0,4.008,-65.45,-65.45,15.912,16.003,15.216,15.315,14.753,14.857,13.601,13.717,1.436,0.958,10.903,15.659,15.936,9.029,12.233,15.37,4.412,-0.344,-0.621,4.313,-0.443,False
fwd_yield,dd_5,time_6m,5,15,653,125.1,14.99,0.0,99.9,3.996,-61.69,-61.69,14.615,14.706,13.929,14.026,13.474,13.573,12.341,12.448,1.317,0.958,10.903,15.659,15.936,10.151,12.518,14.895,3.123,-1.633,-1.91,3.026,-1.73,False
fwd_yield,dd_5,drop_out,5,6,129,253.4,6.0,0.0,100.0,1.939,-69.94,-69.94,14.615,14.706,14.282,14.38,14.061,14.164,13.508,13.624,1.435,0.958,10.903,15.659,15.936,7.684,11.943,16.535,3.477,-1.279,-1.556,3.379,-1.377,False
fwd_yield,dd_5,drop_out,5,10,255,213.6,10.0,0.0,100.0,2.318,-57.47,-57.47,17.136,17.228,16.729,16.829,16.458,16.564,15.784,15.902,1.559,0.958,10.903,15.659,15.936,9.029,12.233,15.37,5.926,1.17,0.893,5.826,1.07,True
fwd_yield,dd_5,drop_out,5,15,430,190.0,14.99,0.0,99.9,2.623,-54.54,-54.54,17.228,17.319,16.768,16.864,16.462,16.562,15.7,15.809,1.508,0.958,10.903,15.659,15.936,10.151,12.518,14.895,5.961,1.205,0.928,5.865,1.109,True
fwd_yield,dd_10,rsi2d_gt90,5,6,3189,10.1,5.92,0.0,96.0,49.039,-70.24,-70.24,18.987,19.419,10.542,10.697,5.244,5.235,-6.93,-7.285,1.169,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-0.206,-4.962,-5.239,-0.361,-5.117,False
fwd_yield,dd_10,rsi2d_gt90,5,10,5100,10.2,9.55,0.0,85.9,47.062,-59.38,-59.37,19.466,19.965,11.32,11.137,6.197,5.611,-5.614,-7.042,1.145,0.958,10.903,15.659,15.936,9.029,12.233,15.37,0.234,-4.522,-4.799,0.417,-4.339,False
fwd_yield,dd_10,rsi2d_gt90,5,15,7213,10.2,13.51,0.0,72.1,44.384,-62.22,-62.41,18.295,19.733,10.673,10.783,5.864,5.187,-5.272,-7.608,1.112,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-0.12,-4.876,-5.153,-0.23,-4.986,False
fwd_yield,dd_10,death_cross,5,6,11137,2.9,5.98,0.0,98.9,171.343,-94.84,-94.86,16.029,16.217,-10.276,-10.227,-24.429,-24.441,-50.842,-50.939,-0.587,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-21.13,-25.886,-26.163,-21.179,-25.935,False
fwd_yield,dd_10,death_cross,5,10,18527,2.9,9.85,0.0,94.2,171.058,-96.96,-97.2,12.913,13.281,-12.652,-12.861,-26.41,-26.863,-52.096,-52.84,-0.877,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-23.764,-28.52,-28.797,-23.555,-28.311,False
fwd_yield,dd_10,death_cross,5,15,27313,2.8,14.28,0.0,80.7,168.129,-95.73,-97.06,14.077,14.369,-11.361,-12.703,-25.1,-27.108,-50.878,-53.602,-0.885,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-23.606,-28.362,-28.639,-22.264,-27.02,False
fwd_yield,dd_10,trail_10,5,6,698,46.8,6.0,0.0,99.9,10.697,-66.82,-66.82,12.946,13.031,11.151,11.239,9.969,10.058,7.065,7.16,1.16,0.958,10.903,15.659,15.936,7.684,11.943,16.535,0.336,-4.42,-4.697,0.248,-4.508,False
fwd_yield,dd_10,trail_10,5,10,1139,47.8,9.99,0.0,99.8,10.482,-56.0,-56.0,15.402,15.512,13.605,13.714,12.422,12.53,9.517,9.621,1.275,0.958,10.903,15.659,15.936,9.029,12.233,15.37,2.811,-1.945,-2.222,2.702,-2.054,False
fwd_yield,dd_10,trail_10,5,15,1668,48.9,14.97,0.0,99.5,10.245,-58.09,-58.09,14.555,14.737,12.81,12.986,11.662,11.833,8.839,9.0,1.214,0.958,10.903,15.659,15.936,10.151,12.518,14.895,2.083,-2.673,-2.95,1.907,-2.849,False
fwd_yield,dd_10,trail_20,5,6,216,151.3,6.0,0.0,99.9,3.278,-62.38,-62.38,13.112,13.197,12.558,12.647,12.19,12.281,11.274,11.372,1.231,0.958,10.903,15.659,15.936,7.684,11.943,16.535,1.744,-3.012,-3.289,1.655,-3.101,False
fwd_yield,dd_10,trail_20,5,10,348,156.5,9.99,0.0,99.7,3.177,-59.27,-59.27,12.969,13.091,12.434,12.555,12.079,12.2,11.195,11.314,1.17,0.958,10.903,15.659,15.936,9.029,12.233,15.37,1.652,-3.104,-3.381,1.531,-3.225,False
fwd_yield,dd_10,trail_20,5,15,469,174.0,14.97,0.0,99.5,2.863,-51.54,-51.54,14.271,14.466,13.784,13.974,13.46,13.647,12.653,12.833,1.227,0.958,10.903,15.659,15.936,10.151,12.518,14.895,3.071,-1.685,-1.962,2.881,-1.875,False
fwd_yield,dd_10,time_3m,5,6,517,63.2,5.99,0.0,99.7,7.911,-68.84,-68.84,12.351,12.39,11.024,11.054,10.148,10.173,7.985,7.996,1.184,0.958,10.903,15.659,15.936,7.684,11.943,16.535,0.151,-4.605,-4.882,0.121,-4.635,False
fwd_yield,dd_10,time_3m,5,10,859,63.3,9.97,0.0,98.8,7.896,-59.79,-59.79,18.131,18.295,16.739,16.893,15.82,15.967,13.553,13.682,1.567,0.958,10.903,15.659,15.936,9.029,12.233,15.37,5.99,1.234,0.957,5.836,1.08,True
fwd_yield,dd_10,time_3m,5,15,1281,63.5,14.92,0.0,96.5,7.862,-54.83,-54.83,18.185,18.453,16.799,17.05,15.884,16.124,13.626,13.839,1.552,0.958,10.903,15.659,15.936,10.151,12.518,14.895,6.147,1.391,1.114,5.896,1.14,True
fwd_yield,dd_10,time_6m,5,6,264,123.8,6.0,0.0,99.8,4.017,-71.1,-71.1,16.785,16.878,16.084,16.178,15.618,15.712,14.461,14.556,1.61,0.958,10.903,15.659,15.936,7.684,11.943,16.535,5.275,0.519,0.242,5.181,0.425,False
fwd_yield,dd_10,time_6m,5,10,437,124.6,9.99,0.0,99.7,3.999,-63.95,-64.02,15.848,15.955,15.155,15.258,14.696,14.796,13.554,13.647,1.459,0.958,10.903,15.659,15.936,9.029,12.233,15.37,4.355,-0.401,-0.678,4.252,-0.504,False
fwd_yield,dd_10,time_6m,5,15,652,125.0,14.95,0.0,98.5,3.99,-62.29,-62.29,13.363,13.577,12.686,12.892,12.237,12.437,11.121,11.307,1.259,0.958,10.903,15.659,15.936,10.151,12.518,14.895,1.989,-2.767,-3.044,1.783,-2.973,False
fwd_yield,dd_10,drop_out,5,6,144,227.0,6.0,0.0,99.9,2.17,-71.22,-71.22,13.222,13.307,12.854,12.943,12.609,12.701,11.998,12.097,1.344,0.958,10.903,15.659,15.936,7.684,11.943,16.535,2.04,-2.716,-2.993,1.951,-2.805,False
fwd_yield,dd_10,drop_out,5,10,267,203.9,9.99,0.0,99.7,2.429,-59.93,-59.93,17.365,17.483,16.938,17.055,16.654,16.771,15.946,16.062,1.58,0.958,10.903,15.659,15.936,9.029,12.233,15.37,6.152,1.396,1.119,6.035,1.279,True
fwd_yield,dd_10,drop_out,5,15,442,184.6,14.97,0.0,99.3,2.697,-54.26,-54.26,17.578,17.789,17.104,17.31,16.788,16.991,16.002,16.197,1.546,0.958,10.903,15.659,15.936,10.151,12.518,14.895,6.407,1.651,1.374,6.201,1.445,True
fwd_yield,dd_15,rsi2d_gt90,5,6,2909,10.2,5.47,0.3,81.0,44.729,-67.9,-67.97,21.216,21.828,13.348,12.763,8.385,7.092,-3.106,-5.884,1.391,0.958,10.903,15.659,15.936,7.684,11.943,16.535,1.86,-2.896,-3.173,2.445,-2.311,False
fwd_yield,dd_15,rsi2d_gt90,5,10,4463,10.2,8.37,0.3,64.5,41.175,-60.98,-62.1,23.05,24.473,15.68,14.962,11.01,9.024,0.135,-4.528,1.493,0.958,10.903,15.659,15.936,9.029,12.233,15.37,4.059,-0.697,-0.974,4.777,0.021,False
fwd_yield,dd_15,rsi2d_gt90,5,15,5808,10.4,11.04,0.3,44.4,35.731,-58.61,-60.83,21.759,24.075,15.404,14.451,11.351,8.449,1.823,-5.23,1.435,0.958,10.903,15.659,15.936,10.151,12.518,14.895,3.548,-1.208,-1.485,4.501,-0.255,False
fwd_yield,dd_15,death_cross,5,6,12136,2.5,5.62,0.3,84.3,186.719,-96.35,-97.57,16.65,17.169,-11.853,-13.698,-26.892,-29.638,-54.246,-57.819,-0.888,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-24.601,-29.357,-29.634,-22.756,-27.512,False
fwd_yield,dd_15,death_cross,5,10,18651,2.5,8.66,0.3,65.7,172.199,-95.72,-98.74,13.808,13.505,-12.111,-17.332,-26.038,-33.106,-51.991,-60.649,-1.252,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-28.235,-32.991,-33.268,-23.014,-27.77,False
fwd_yield,dd_15,death_cross,5,15,24354,2.6,11.43,0.3,41.8,149.908,-89.56,-98.35,16.525,16.748,-6.946,-15.236,-19.918,-31.553,-45.015,-59.946,-1.087,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-26.139,-30.895,-31.172,-17.849,-22.605,False
fwd_yield,dd_15,trail_10,5,6,755,43.1,5.98,0.0,99.2,11.575,-66.84,-66.84,11.086,10.962,9.175,9.042,7.919,7.78,4.839,4.686,0.996,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-1.861,-6.617,-6.894,-1.728,-6.484,False
fwd_yield,dd_15,trail_10,5,10,1206,44.9,9.94,0.0,98.0,11.096,-59.49,-59.49,12.343,12.235,10.49,10.367,9.271,9.138,6.281,6.123,1.068,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-0.536,-5.292,-5.569,-0.413,-5.169,False
fwd_yield,dd_15,trail_10,5,15,1800,44.9,14.82,0.0,93.9,11.054,-58.21,-58.21,12.531,12.516,10.682,10.64,9.466,9.407,6.482,6.38,1.056,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-0.263,-5.019,-5.296,-0.221,-4.977,False
fwd_yield,dd_15,trail_20,5,6,231,141.1,5.98,0.0,99.3,3.509,-67.89,-67.89,12.662,12.532,12.071,11.932,11.679,11.533,10.704,10.543,1.183,0.958,10.903,15.659,15.936,7.684,11.943,16.535,1.029,-3.727,-4.004,1.168,-3.588,False
fwd_yield,dd_15,trail_20,5,10,348,155.8,9.95,0.0,99.2,3.172,-52.25,-52.25,15.085,14.972,14.54,14.413,14.178,14.041,13.278,13.117,1.299,0.958,10.903,15.659,15.936,9.029,12.233,15.37,3.51,-1.246,-1.523,3.637,-1.119,False
fwd_yield,dd_15,trail_20,5,15,481,168.8,14.9,0.0,98.8,2.934,-51.93,-51.93,14.783,14.716,14.28,14.195,13.945,13.849,13.114,12.988,1.261,0.958,10.903,15.659,15.936,10.151,12.518,14.895,3.292,-1.464,-1.741,3.377,-1.379,False
fwd_yield,dd_15,time_3m,5,6,513,63.1,5.94,0.0,96.1,7.85,-70.78,-70.78,17.72,17.803,16.341,16.394,15.43,15.464,13.182,13.169,1.665,0.958,10.903,15.659,15.936,7.684,11.943,16.535,5.491,0.735,0.458,5.438,0.682,False
fwd_yield,dd_15,time_3m,5,10,836,63.3,9.71,0.0,87.6,7.679,-61.81,-61.79,16.988,17.14,15.648,15.731,14.762,14.801,12.578,12.507,1.517,0.958,10.903,15.659,15.936,9.029,12.233,15.37,4.828,0.072,-0.205,4.745,-0.011,True
fwd_yield,dd_15,time_3m,5,15,1204,63.4,14.01,0.0,74.8,7.385,-59.52,-59.88,16.894,17.064,15.607,15.641,14.757,14.702,12.658,12.387,1.491,0.958,10.903,15.659,15.936,10.151,12.518,14.895,4.738,-0.018,-0.295,4.704,-0.052,True
fwd_yield,dd_15,time_6m,5,6,264,123.1,5.96,0.0,98.1,4.017,-77.8,-77.8,10.008,9.986,9.346,9.311,8.907,8.864,7.817,7.751,1.105,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-1.592,-6.348,-6.625,-1.557,-6.313,False
fwd_yield,dd_15,time_6m,5,10,435,123.8,9.88,0.0,94.4,3.976,-68.11,-68.11,13.312,13.229,12.638,12.533,12.191,12.071,11.081,10.924,1.29,0.958,10.903,15.659,15.936,9.029,12.233,15.37,1.63,-3.126,-3.403,1.735,-3.021,False
fwd_yield,dd_15,time_6m,5,15,641,124.4,14.63,0.0,87.6,3.919,-69.26,-69.43,14.105,14.028,13.436,13.324,12.992,12.858,11.89,11.699,1.333,0.958,10.903,15.659,15.936,10.151,12.518,14.895,2.421,-2.335,-2.612,2.533,-2.223,False
fwd_yield,dd_15,drop_out,5,6,156,208.8,5.98,0.0,99.2,2.355,-71.53,-71.53,13.846,13.725,13.444,13.313,13.177,13.039,12.511,12.356,1.393,0.958,10.903,15.659,15.936,7.684,11.943,16.535,2.41,-2.346,-2.623,2.541,-2.215,False
fwd_yield,dd_15,drop_out,5,10,276,196.0,9.93,0.0,97.6,2.507,-61.09,-61.09,17.19,17.112,16.75,16.654,16.457,16.35,15.728,15.593,1.581,0.958,10.903,15.659,15.936,9.029,12.233,15.37,5.751,0.995,0.718,5.847,1.091,True
fwd_yield,dd_15,drop_out,5,15,454,177.6,14.8,0.0,93.0,2.767,-58.75,-58.75,18.46,18.571,17.969,18.055,17.643,17.712,16.83,16.859,1.631,0.958,10.903,15.659,15.936,10.151,12.518,14.895,7.152,2.396,2.119,7.066,2.31,True
fwd_yield,golden_cross,rsi2d_gt90,5,6,2079,9.4,3.58,4.9,22.4,31.984,-57.79,-64.41,15.644,19.467,10.227,8.924,6.756,2.411,-1.457,-12.24,0.955,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-1.979,-6.735,-7.012,-0.676,-5.432,False
fwd_yield,golden_cross,rsi2d_gt90,5,10,2565,9.5,4.48,4.3,6.7,23.679,-58.58,-59.48,14.756,20.443,10.752,9.663,8.16,3.011,1.938,-11.928,1.006,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-1.24,-5.996,-6.273,-0.151,-4.907,False
fwd_yield,golden_cross,rsi2d_gt90,5,15,2765,9.6,4.89,3.9,1.5,17.017,-54.78,-58.61,13.858,19.944,10.989,9.157,9.115,2.504,4.568,-12.43,0.964,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-1.746,-6.502,-6.779,0.086,-4.67,False
fwd_yield,golden_cross,death_cross,5,6,559,51.7,5.3,1.1,68.4,8.581,-40.53,-47.39,13.019,12.566,11.574,10.501,10.621,9.144,8.273,5.822,1.001,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-0.402,-5.158,-5.435,0.671,-4.085,False
fwd_yield,golden_cross,death_cross,5,10,906,51.4,8.54,0.8,55.8,8.349,-44.71,-50.72,11.546,10.622,10.158,8.518,9.242,7.137,6.985,3.758,0.824,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-2.385,-7.141,-7.418,-0.745,-5.501,False
fwd_yield,golden_cross,death_cross,5,15,1277,52.9,12.4,0.2,44.0,7.847,-45.47,-49.43,13.391,12.324,12.064,10.233,11.188,8.86,9.028,5.501,0.941,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-0.67,-5.426,-5.703,1.161,-3.595,False
fwd_yield,golden_cross,trail_10,5,6,345,86.4,5.47,1.5,77.3,5.31,-41.04,-56.17,15.033,13.089,14.12,11.866,13.515,11.058,12.016,9.061,1.057,0.958,10.903,15.659,15.936,7.684,11.943,16.535,0.963,-3.793,-4.07,3.217,-1.539,False
fwd_yield,golden_cross,trail_10,5,10,605,79.5,8.82,1.4,65.4,5.583,-41.72,-50.11,13.135,10.833,12.192,9.515,11.567,8.645,10.02,6.498,0.868,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-1.388,-6.144,-6.421,1.289,-3.467,False
fwd_yield,golden_cross,trail_10,5,15,897,77.9,12.82,1.4,53.8,5.516,-44.91,-49.74,12.823,10.759,11.893,9.39,11.278,8.486,9.754,6.258,0.853,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-1.513,-6.269,-6.546,0.99,-3.766,False
fwd_yield,golden_cross,trail_20,5,6,117,269.8,5.79,0.6,90.0,1.793,-40.61,-38.12,10.445,10.991,10.148,10.604,9.951,10.346,9.46,9.704,0.951,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-0.299,-5.055,-5.332,-0.755,-5.511,False
fwd_yield,golden_cross,trail_20,5,10,187,280.8,9.64,0.1,86.5,1.722,-42.91,-37.02,12.784,13.853,12.493,13.473,12.3,13.221,11.818,12.592,1.147,0.958,10.903,15.659,15.936,9.029,12.233,15.37,2.57,-2.186,-2.463,1.59,-3.166,False
fwd_yield,golden_cross,trail_20,5,15,265,296.2,14.4,0.1,83.8,1.628,-40.89,-32.91,13.69,14.597,13.413,14.229,13.229,13.984,12.77,13.375,1.195,0.958,10.903,15.659,15.936,10.151,12.518,14.895,3.326,-1.43,-1.707,2.51,-2.246,False
fwd_yield,golden_cross,time_3m,5,6,472,63.8,5.53,0.3,74.7,7.257,-51.49,-51.59,11.279,11.291,10.074,9.732,9.278,8.705,7.312,6.176,0.958,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-1.171,-5.927,-6.204,-0.829,-5.585,False
fwd_yield,golden_cross,time_3m,5,10,766,63.7,8.96,0.1,61.1,7.07,-52.55,-53.86,11.352,11.521,10.177,9.974,9.401,8.954,7.483,6.446,0.958,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-0.929,-5.685,-5.962,-0.726,-5.482,False
fwd_yield,golden_cross,time_3m,5,15,1126,63.6,13.15,0.1,46.7,6.929,-53.05,-55.22,12.762,12.232,11.596,10.708,10.825,9.703,8.921,7.231,1.005,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-0.195,-4.951,-5.228,0.693,-4.063,False
fwd_yield,golden_cross,time_6m,5,6,251,125.5,5.78,0.1,85.7,3.848,-55.89,-58.96,10.021,10.577,9.386,9.824,8.965,9.324,7.919,8.085,0.98,0.958,10.903,15.659,15.936,7.684,11.943,16.535,-1.079,-5.835,-6.112,-1.517,-6.273,False
fwd_yield,golden_cross,time_6m,5,10,414,125.7,9.55,0.1,77.4,3.814,-52.66,-57.99,9.167,9.182,8.543,8.468,8.129,7.994,7.101,6.819,0.847,0.958,10.903,15.659,15.936,9.029,12.233,15.37,-2.435,-7.191,-7.468,-2.36,-7.116,False
fwd_yield,golden_cross,time_6m,5,15,616,125.4,14.18,0.1,65.9,3.783,-53.96,-56.88,9.294,9.443,8.675,8.739,8.264,8.273,7.244,7.114,0.859,0.958,10.903,15.659,15.936,10.151,12.518,14.895,-2.164,-6.92,-7.197,-2.228,-6.984,False
fwd_yield,golden_cross,drop_out,5,6,195,163.0,5.83,0.1,89.0,3.001,-70.01,-70.24,15.055,15.183,14.538,14.578,14.194,14.176,13.339,13.177,1.39,0.958,10.903,15.659,15.936,7.684,11.943,16.535,3.675,-1.081,-1.358,3.635,-1.121,False
fwd_yield,golden_cross,drop_out,5,10,344,153.1,9.66,0.1,81.7,3.177,-62.9,-63.23,14.519,14.887,13.974,14.273,13.613,13.865,12.714,12.85,1.307,0.958,10.903,15.659,15.936,9.029,12.233,15.37,3.37,-1.386,-1.663,3.071,-1.685,False
fwd_yield,golden_cross,drop_out,5,15,583,132.6,14.19,0.1,67.3,3.577,-56.58,-57.17,14.747,15.59,14.133,14.895,13.726,14.433,12.713,13.287,1.337,0.958,10.903,15.659,15.936,10.151,12.518,14.895,3.992,-0.764,-1.041,3.23,-1.526,False
low_vol,rsi2d_lt10,rsi2d_gt90,3,6,1913,14.1,4.95,1.5,58.7,29.352,-45.51,-41.98,12.128,13.578,7.299,6.058,4.194,1.317,-3.185,-9.642,0.59,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-4.845,-9.601,-4.944,-3.604,-8.36,False
low_vol,rsi2d_lt10,rsi2d_gt90,3,10,2913,14.1,7.53,0.9,40.3,26.847,-43.78,-40.28,11.127,13.432,6.742,5.639,3.914,0.739,-2.836,-10.553,0.555,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-5.264,-10.02,-5.363,-4.161,-8.917,False
low_vol,rsi2d_lt10,rsi2d_gt90,3,15,3817,14.1,9.86,0.5,22.4,23.463,-48.49,-45.91,11.194,13.933,7.349,5.948,4.859,0.933,-1.117,-10.601,0.576,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-4.955,-9.711,-5.054,-3.554,-8.31,False
low_vol,rsi2d_lt10,death_cross,3,6,2494,11.5,5.28,1.5,69.2,38.295,-58.83,-54.43,9.411,9.457,3.307,1.284,-0.575,-3.83,-9.662,-15.536,0.184,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-9.619,-14.375,-9.718,-7.596,-12.352,False
low_vol,rsi2d_lt10,death_cross,3,10,3788,11.9,8.25,1.2,51.1,34.927,-56.61,-54.28,9.501,9.181,3.914,0.883,0.347,-4.303,-8.05,-16.152,0.151,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-10.02,-14.776,-10.119,-6.989,-11.745,False
low_vol,rsi2d_lt10,death_cross,3,15,4833,12.6,11.21,1.2,31.1,29.719,-56.05,-54.25,10.638,10.408,5.817,2.144,2.719,-3.026,-4.64,-14.855,0.25,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-8.759,-13.515,-8.858,-5.086,-9.842,False
low_vol,rsi2d_lt10,trail_10,3,6,293,111.3,5.98,0.0,98.8,4.417,-52.6,-52.65,9.471,9.559,8.749,8.832,8.271,8.349,7.083,7.151,0.78,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-2.071,-6.827,-2.17,-2.154,-6.91,False
low_vol,rsi2d_lt10,trail_10,3,10,495,109.7,9.96,0.0,97.7,4.516,-45.97,-45.56,10.083,10.255,9.343,9.496,8.852,8.992,7.633,7.742,0.823,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-1.407,-6.163,-1.506,-1.56,-6.316,True
low_vol,rsi2d_lt10,trail_10,3,15,724,112.3,14.92,0.0,95.2,4.421,-46.13,-45.98,10.171,10.389,9.445,9.637,8.964,9.139,7.769,7.902,0.83,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-1.266,-6.022,-1.365,-1.458,-6.214,True
low_vol,rsi2d_lt10,trail_20,3,6,68,480.3,5.99,0.0,99.6,0.954,-39.64,-39.45,9.512,9.578,9.356,9.428,9.252,9.328,8.992,9.078,0.818,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-1.475,-6.231,-1.574,-1.547,-6.303,False
low_vol,rsi2d_lt10,trail_20,3,10,111,490.4,9.99,0.0,99.4,0.97,-43.56,-43.66,9.865,9.875,9.706,9.721,9.6,9.619,9.335,9.363,0.838,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-1.182,-5.938,-1.281,-1.197,-5.953,True
low_vol,rsi2d_lt10,trail_20,3,15,164,497.6,14.98,0.0,98.5,0.973,-41.68,-41.58,10.078,10.132,9.919,9.973,9.812,9.867,9.547,9.602,0.857,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-0.93,-5.686,-1.029,-0.984,-5.74,True
low_vol,rsi2d_lt10,time_3m,3,6,510,62.9,5.89,0.0,92.0,7.758,-49.96,-50.67,11.16,11.103,9.874,9.695,9.024,8.765,6.928,6.474,0.86,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-1.208,-5.964,-1.307,-1.029,-5.785,True
low_vol,rsi2d_lt10,time_3m,3,10,838,63.1,9.71,0.0,85.1,7.684,-40.14,-40.39,10.061,10.166,8.8,8.757,7.967,7.827,5.91,5.536,0.777,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-2.146,-6.902,-2.245,-2.103,-6.859,False
low_vol,rsi2d_lt10,time_3m,3,15,1238,63.4,14.4,0.0,71.3,7.585,-44.14,-43.32,9.767,10.028,8.525,8.644,7.705,7.73,5.681,5.479,0.763,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-2.259,-7.015,-2.358,-2.378,-7.134,True
low_vol,rsi2d_lt10,time_6m,3,6,264,122.3,5.92,0.1,96.2,3.971,-45.06,-45.31,10.665,10.826,10.009,9.95,9.573,9.369,8.49,7.928,0.882,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-0.953,-5.709,-1.052,-0.894,-5.65,True
low_vol,rsi2d_lt10,time_6m,3,10,436,122.9,9.84,0.0,92.4,3.971,-41.19,-40.6,10.572,11.07,9.915,10.298,9.48,9.786,8.398,8.515,0.889,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-0.605,-5.361,-0.704,-0.988,-5.744,True
low_vol,rsi2d_lt10,time_6m,3,15,645,124.2,14.7,0.0,86.7,3.934,-42.63,-42.47,11.585,11.833,10.929,11.106,10.493,10.624,9.412,9.427,0.947,0.958,10.903,15.659,11.002,6.361,7.428,8.524,0.203,-4.553,0.104,0.026,-4.73,True
low_vol,rsi2d_lt10,drop_out,3,6,81,402.8,5.99,0.0,99.0,1.154,-37.96,-37.96,11.044,11.163,10.852,10.972,10.724,10.844,10.405,10.526,0.947,0.958,10.903,15.659,11.002,5.074,7.265,9.545,0.069,-4.687,-0.03,-0.051,-4.807,True
low_vol,rsi2d_lt10,drop_out,3,10,147,369.6,9.97,0.0,97.8,1.302,-38.22,-38.15,9.87,9.989,9.656,9.775,9.513,9.633,9.157,9.277,0.844,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-1.128,-5.884,-1.227,-1.247,-6.003,True
low_vol,rsi2d_lt10,drop_out,3,15,242,336.0,14.92,0.0,95.0,1.453,-41.16,-40.72,10.362,10.494,10.122,10.249,9.962,10.087,9.564,9.681,0.882,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-0.654,-5.41,-0.753,-0.781,-5.537,True
