proxy,entry,exit,top_n,k,n_entries,avg_hold_days,avg_slots_filled,pct_days_empty,pct_days_full,turnover_ann,maxdd_port,maxdd_pick,port_cagr_0,pick_cagr_0,port_cagr_15,pick_cagr_15,port_cagr_25,pick_cagr_25,port_cagr_50,pick_cagr_50,pick_month_mean_pct,spy_month_mean_pct,spy_cagr,xlk_cagr,pool_ew_cagr,rand_p5,rand_p50,rand_p95,vs_spy,vs_xlk,vs_pool,port_vs_spy,port_vs_xlk,beats_rand
low_vol,golden_cross,trail_20,3,10,101,523.9,9.71,0.5,89.6,0.933,-44.43,-38.55,10.178,9.272,10.024,9.032,9.922,8.872,9.667,8.472,0.796,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-1.871,-6.627,-1.97,-0.879,-5.635,True
low_vol,golden_cross,trail_20,3,15,149,529.9,14.49,0.4,85.6,0.917,-49.5,-44.86,9.341,8.653,9.191,8.408,9.091,8.245,8.842,7.838,0.743,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-2.495,-7.251,-2.594,-1.712,-6.468,False
low_vol,golden_cross,time_3m,3,6,446,63.6,5.2,0.2,59.1,6.865,-52.63,-50.59,11.075,12.019,9.937,10.371,9.184,9.285,7.324,6.616,0.91,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-0.532,-5.288,-0.631,-0.966,-5.722,True
low_vol,golden_cross,time_3m,3,10,710,63.8,8.32,0.1,43.5,6.557,-49.96,-48.85,10.599,10.735,9.517,9.123,8.802,8.06,7.032,5.449,0.803,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-1.78,-6.536,-1.879,-1.386,-6.142,True
low_vol,golden_cross,time_3m,3,15,977,63.8,11.44,0.2,22.5,6.015,-49.75,-53.05,10.463,9.902,9.471,8.307,8.815,7.257,7.191,4.675,0.742,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-2.596,-7.352,-2.695,-1.432,-6.188,False
low_vol,golden_cross,time_6m,3,6,245,125.4,5.64,0.1,79.4,3.771,-43.18,-42.05,12.454,12.85,11.82,12.046,11.399,11.513,10.354,10.19,1.037,0.958,10.903,15.659,11.002,5.074,7.265,9.545,1.143,-3.613,1.044,0.917,-3.839,True
low_vol,golden_cross,time_6m,3,10,401,125.7,9.25,0.1,64.6,3.703,-48.74,-49.1,12.065,12.365,11.444,11.611,11.032,11.11,10.009,9.868,0.991,0.958,10.903,15.659,11.002,5.825,7.384,8.944,0.708,-4.048,0.609,0.541,-4.215,True
low_vol,golden_cross,time_6m,3,15,578,125.7,13.34,0.1,47.0,3.556,-50.96,-50.18,11.739,12.388,11.145,11.63,10.75,11.127,9.77,9.879,0.993,0.958,10.903,15.659,11.002,6.361,7.428,8.524,0.727,-4.029,0.628,0.242,-4.514,True
low_vol,golden_cross,drop_out,3,6,77,418.1,5.91,0.1,93.7,1.185,-45.22,-45.77,9.828,10.366,9.633,10.137,9.503,9.985,9.179,9.605,0.893,0.958,10.903,15.659,11.002,5.074,7.265,9.545,-0.766,-5.522,-0.865,-1.27,-6.026,True
low_vol,golden_cross,drop_out,3,10,142,375.7,9.79,0.1,86.9,1.311,-45.28,-42.2,10.074,10.739,9.858,10.489,9.714,10.322,9.355,9.906,0.91,0.958,10.903,15.659,11.002,5.825,7.384,8.944,-0.414,-5.17,-0.513,-1.045,-5.801,True
low_vol,golden_cross,drop_out,3,15,236,334.4,14.48,0.1,73.9,1.453,-45.21,-42.35,10.105,10.804,9.865,10.524,9.706,10.337,9.308,9.873,0.909,0.958,10.903,15.659,11.002,6.361,7.428,8.524,-0.379,-5.135,-0.478,-1.038,-5.794,True
low_vol,rsi2d_lt10,rsi2d_gt90,5,6,2057,14.1,5.33,0.7,71.9,31.569,-44.83,-44.97,12.08,12.334,6.895,5.055,3.571,0.461,-4.299,-10.18,0.51,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-5.848,-10.604,-5.089,-4.008,-8.764,False
low_vol,rsi2d_lt10,rsi2d_gt90,5,10,3269,14.1,8.48,0.4,58.2,30.097,-47.7,-46.14,12.308,13.42,7.35,5.949,4.166,1.239,-3.39,-9.654,0.579,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-4.954,-9.71,-4.195,-3.553,-8.309,False
low_vol,rsi2d_lt10,rsi2d_gt90,5,15,4614,13.9,11.81,0.2,42.0,28.34,-46.14,-43.76,12.587,14.351,7.901,6.611,4.886,1.74,-2.292,-9.498,0.63,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-4.292,-9.048,-3.533,-3.002,-7.758,False
low_vol,rsi2d_lt10,death_cross,5,6,2715,11.1,5.53,1.1,79.3,41.697,-50.01,-44.11,10.875,10.933,4.158,2.797,-0.095,-2.299,-9.995,-13.978,0.302,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-8.106,-12.862,-7.347,-6.745,-11.501,False
low_vol,rsi2d_lt10,death_cross,5,10,4317,11.2,8.91,0.9,67.1,39.776,-52.24,-47.1,9.772,9.342,3.419,1.089,-0.614,-4.072,-10.027,-15.87,0.161,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-9.814,-14.57,-9.055,-7.484,-12.24,False
low_vol,rsi2d_lt10,death_cross,5,15,6004,11.5,12.72,0.6,53.4,36.897,-58.51,-52.12,9.331,9.655,3.447,1.173,-0.301,-4.121,-9.093,-16.2,0.173,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-9.73,-14.486,-8.971,-7.456,-12.212,False
low_vol,rsi2d_lt10,trail_10,5,6,286,114.2,5.99,0.0,99.4,4.31,-47.53,-47.47,11.048,11.166,10.335,10.456,9.862,9.986,8.687,8.817,0.902,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-0.447,-5.203,0.312,-0.568,-5.324,True
low_vol,rsi2d_lt10,trail_10,5,10,503,108.1,9.98,0.0,98.8,4.553,-47.15,-46.84,9.165,9.296,8.426,8.555,7.935,8.064,6.719,6.845,0.751,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-2.348,-7.104,-1.589,-2.477,-7.233,True
low_vol,rsi2d_lt10,trail_10,5,15,748,109.0,14.96,0.0,98.0,4.538,-45.53,-45.13,10.174,10.341,9.43,9.595,8.937,9.1,7.712,7.872,0.824,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-1.308,-6.064,-0.549,-1.473,-6.229,True
low_vol,rsi2d_lt10,trail_20,5,6,74,441.5,6.0,0.0,99.7,1.047,-43.0,-42.96,8.081,8.167,7.911,8.004,7.798,7.895,7.516,7.624,0.708,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-2.899,-7.655,-2.14,-2.992,-7.748,False
low_vol,rsi2d_lt10,trail_20,5,10,111,490.6,9.99,0.0,99.7,0.933,-42.32,-42.32,9.764,9.853,9.612,9.707,9.51,9.611,9.256,9.369,0.84,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-1.196,-5.952,-0.437,-1.291,-6.047,True
low_vol,rsi2d_lt10,trail_20,5,15,185,441.4,14.99,0.0,99.3,1.071,-40.16,-40.09,9.941,10.024,9.766,9.855,9.649,9.743,9.358,9.463,0.847,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-1.048,-5.804,-0.289,-1.137,-5.893,True
low_vol,rsi2d_lt10,time_3m,5,6,515,62.8,5.93,0.0,95.0,7.834,-53.66,-53.71,8.865,9.119,7.594,7.752,6.754,6.85,4.682,4.626,0.729,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-3.151,-7.907,-2.392,-3.309,-8.065,False
low_vol,rsi2d_lt10,time_3m,5,10,854,62.9,9.86,0.0,91.1,7.794,-42.72,-42.75,10.009,9.969,8.73,8.621,7.886,7.732,5.802,5.538,0.771,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-2.282,-7.038,-1.523,-2.173,-6.929,True
low_vol,rsi2d_lt10,time_3m,5,15,1272,63.0,14.71,0.0,86.2,7.764,-40.74,-40.78,10.696,10.642,9.414,9.251,8.568,8.333,6.479,6.07,0.82,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-1.652,-6.408,-0.893,-1.489,-6.245,True
low_vol,rsi2d_lt10,time_6m,5,6,264,122.8,5.95,0.1,97.2,3.971,-43.24,-43.22,10.896,11.019,10.238,10.253,9.8,9.745,8.714,8.484,0.903,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-0.65,-5.406,0.109,-0.665,-5.421,True
low_vol,rsi2d_lt10,time_6m,5,10,440,122.6,9.9,0.1,95.4,3.971,-44.63,-44.77,11.365,11.36,10.704,10.599,10.265,10.094,9.175,8.84,0.919,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-0.304,-5.06,0.455,-0.199,-4.955,True
low_vol,rsi2d_lt10,time_6m,5,15,656,123.1,14.82,0.0,92.1,3.971,-40.63,-40.29,10.864,11.063,10.206,10.329,9.77,9.842,8.685,8.634,0.894,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-0.574,-5.33,0.185,-0.697,-5.453,True
low_vol,rsi2d_lt10,drop_out,5,6,40,816.6,5.99,0.0,99.6,0.523,-39.14,-39.33,13.016,13.09,12.927,13.007,12.868,12.951,12.72,12.813,1.102,0.958,10.903,15.659,10.144,3.847,6.321,8.809,2.104,-2.652,2.863,2.024,-2.732,True
low_vol,rsi2d_lt10,drop_out,5,10,86,632.9,9.99,0.0,99.3,0.702,-36.86,-36.85,11.873,11.937,11.755,11.825,11.676,11.749,11.48,11.561,1.001,0.958,10.903,15.659,10.144,4.663,6.47,8.343,0.922,-3.834,1.681,0.852,-3.904,True
low_vol,rsi2d_lt10,drop_out,5,15,158,516.4,14.97,0.0,98.4,0.905,-37.52,-37.53,10.259,10.338,10.109,10.193,10.01,10.097,9.761,9.857,0.882,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-0.71,-5.466,0.049,-0.794,-5.55,True
low_vol,rsi2w_lt10,rsi2d_gt90,5,6,1634,12.0,3.61,12.7,35.2,25.058,-47.42,-47.91,10.715,11.226,6.63,4.434,3.989,0.133,-2.336,-9.882,0.484,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-6.469,-11.225,-5.71,-4.273,-9.029,False
low_vol,rsi2w_lt10,rsi2d_gt90,5,10,2132,12.1,4.75,11.8,19.0,19.634,-48.44,-50.13,11.313,11.786,8.083,4.551,5.982,-0.017,0.901,-10.607,0.504,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-6.352,-11.108,-5.593,-2.82,-7.576,False
low_vol,rsi2w_lt10,rsi2d_gt90,5,15,2477,12.4,5.64,11.1,10.4,15.213,-49.24,-49.17,11.673,13.404,9.154,5.878,7.506,1.131,3.493,-9.852,0.61,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-5.025,-9.781,-4.266,-1.749,-6.505,False
low_vol,rsi2w_lt10,death_cross,5,6,7718,1.8,2.49,19.7,17.0,118.702,-87.71,-99.74,8.76,5.321,-8.984,-24.039,-19.187,-38.943,-39.999,-64.701,-2.088,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-34.942,-39.698,-34.183,-19.887,-24.643,False
low_vol,rsi2w_lt10,death_cross,5,10,8958,1.8,2.88,19.3,5.7,82.673,-69.32,-99.8,9.759,5.751,-3.042,-24.884,-10.743,-40.242,-27.446,-66.351,-2.179,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-35.787,-40.543,-35.028,-13.945,-18.701,False
low_vol,rsi2w_lt10,death_cross,5,15,9473,1.7,3.02,19.4,1.8,58.286,-63.56,-99.77,10.43,6.948,1.188,-24.413,-4.544,-40.072,-17.506,-66.55,-2.13,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-35.316,-40.072,-34.557,-9.715,-14.471,False
low_vol,rsi2w_lt10,trail_10,5,6,293,110.4,5.93,0.1,96.5,4.417,-41.93,-42.41,9.09,9.055,8.374,8.289,7.898,7.78,6.718,6.519,0.736,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-2.614,-7.37,-1.855,-2.529,-7.285,False
low_vol,rsi2w_lt10,trail_10,5,10,479,112.1,9.85,0.1,94.1,4.368,-43.02,-43.9,10.364,10.433,9.645,9.649,9.169,9.129,7.985,7.839,0.842,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-1.254,-6.01,-0.495,-1.258,-6.014,True
low_vol,rsi2w_lt10,trail_10,5,15,719,111.2,14.67,0.1,90.5,4.387,-41.55,-39.91,10.107,10.041,9.388,9.223,8.91,8.681,7.726,7.337,0.803,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-1.68,-6.436,-0.921,-1.515,-6.271,True
low_vol,rsi2w_lt10,trail_20,5,6,69,472.9,5.99,0.1,99.6,0.97,-59.87,-59.86,9.389,9.458,9.231,9.299,9.126,9.193,8.863,8.928,0.816,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-1.604,-6.36,-0.845,-1.672,-6.428,True
low_vol,rsi2w_lt10,trail_20,5,10,117,464.7,9.98,0.1,99.4,1.025,-54.32,-54.38,9.36,9.424,9.193,9.246,9.082,9.128,8.805,8.832,0.804,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-1.657,-6.413,-0.898,-1.71,-6.466,True
low_vol,rsi2w_lt10,trail_20,5,15,186,438.2,14.96,0.1,98.8,1.108,-50.11,-50.39,8.628,8.668,8.449,8.472,8.329,8.341,8.031,8.015,0.745,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-2.431,-7.187,-1.672,-2.454,-7.21,True
low_vol,rsi2w_lt10,time_3m,5,6,485,62.9,5.6,0.1,78.2,7.373,-48.95,-49.58,12.558,12.385,11.32,10.878,10.502,9.885,8.482,7.437,0.968,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-0.025,-4.781,0.734,0.417,-4.339,True
low_vol,rsi2w_lt10,time_3m,5,10,766,63.1,8.86,0.1,63.1,7.019,-51.21,-52.17,12.077,11.468,10.904,9.938,10.128,8.929,8.212,6.443,0.89,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-0.965,-5.721,-0.206,0.001,-4.755,True
low_vol,rsi2w_lt10,time_3m,5,15,1074,63.1,12.44,0.1,46.0,6.572,-48.5,-51.03,11.968,11.298,10.871,9.744,10.145,8.719,8.35,6.196,0.869,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-1.159,-5.915,-0.4,-0.032,-4.788,True
low_vol,rsi2w_lt10,time_6m,5,6,258,122.4,5.79,0.1,89.0,3.879,-45.8,-46.1,9.685,9.625,9.049,8.883,8.627,8.392,7.579,7.171,0.807,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-2.02,-6.776,-1.261,-1.854,-6.61,True
low_vol,rsi2w_lt10,time_6m,5,10,418,123.9,9.5,0.1,80.0,3.805,-41.07,-41.87,10.531,10.365,9.903,9.645,9.486,9.168,8.45,7.984,0.858,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-1.258,-6.014,-0.499,-1.0,-5.756,True
low_vol,rsi2w_lt10,time_6m,5,15,613,124.5,14.0,0.1,67.5,3.737,-43.38,-44.79,12.813,12.628,12.183,11.891,11.765,11.403,10.727,10.19,1.027,0.958,10.903,15.659,10.144,5.122,6.526,8.004,0.988,-3.768,1.747,1.28,-3.476,True
low_vol,rsi2w_lt10,drop_out,5,6,62,523.9,5.96,0.1,97.6,0.862,-40.91,-41.04,10.327,10.417,10.185,10.267,10.09,10.168,9.853,9.919,0.898,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-0.636,-5.392,0.123,-0.718,-5.474,True
low_vol,rsi2w_lt10,drop_out,5,10,90,601.2,9.93,0.1,95.4,0.776,-43.01,-42.98,11.546,11.618,11.416,11.475,11.33,11.379,11.114,11.141,0.979,0.958,10.903,15.659,10.144,4.663,6.47,8.343,0.572,-4.184,1.331,0.513,-4.243,True
low_vol,rsi2w_lt10,drop_out,5,15,154,525.8,14.86,0.1,91.2,0.911,-39.63,-39.56,11.66,11.724,11.507,11.552,11.406,11.437,11.152,11.151,0.983,0.958,10.903,15.659,10.144,5.122,6.526,8.004,0.649,-4.107,1.408,0.604,-4.152,True
low_vol,dd_5,rsi2d_gt90,5,6,3081,10.5,5.94,0.0,96.5,47.422,-50.26,-50.26,10.92,11.074,3.3,3.265,-1.491,-1.638,-12.53,-12.912,0.357,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-7.638,-12.394,-6.879,-7.603,-12.359,False
low_vol,dd_5,rsi2d_gt90,5,10,4920,10.6,9.59,0.0,86.6,45.437,-50.1,-50.11,10.943,10.925,3.63,3.049,-0.978,-1.892,-11.631,-13.243,0.336,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-7.854,-12.61,-7.095,-7.273,-12.029,False
low_vol,dd_5,rsi2d_gt90,5,15,6836,10.7,13.49,0.0,69.3,42.088,-46.57,-46.71,12.202,12.122,5.335,4.038,0.99,-1.027,-9.111,-12.648,0.412,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-6.865,-11.621,-6.106,-5.568,-10.324,False
low_vol,dd_5,death_cross,5,6,9032,3.6,6.0,0.0,99.8,139.02,-94.39,-94.3,8.141,8.246,-12.22,-12.138,-23.632,-23.562,-46.121,-46.075,-0.988,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-23.041,-27.797,-22.282,-23.123,-27.879,False
low_vol,dd_5,death_cross,5,10,15426,3.5,9.96,0.0,97.8,142.461,-95.21,-95.35,7.836,7.862,-12.919,-13.015,-24.499,-24.65,-47.186,-47.412,-1.071,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-23.918,-28.674,-23.159,-23.822,-28.578,False
low_vol,dd_5,death_cross,5,15,22645,3.5,14.71,0.0,89.1,139.42,-93.52,-94.3,9.062,9.117,-11.525,-12.023,-23.055,-23.801,-45.76,-46.836,-0.976,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-22.926,-27.682,-22.167,-22.428,-27.184,False
low_vol,dd_5,trail_10,5,6,264,123.8,6.0,0.0,99.9,4.063,-47.51,-47.51,8.694,8.782,8.036,8.13,7.6,7.697,6.515,6.622,0.722,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-2.773,-7.529,-2.014,-2.867,-7.623,False
low_vol,dd_5,trail_10,5,10,455,119.7,10.0,0.0,99.9,4.202,-51.35,-51.35,9.578,9.665,8.893,8.986,8.438,8.535,7.308,7.416,0.786,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-1.917,-6.673,-1.158,-2.01,-6.766,True
low_vol,dd_5,trail_10,5,15,733,111.5,14.99,0.0,99.9,4.513,-49.81,-49.81,9.242,9.334,8.508,8.602,8.021,8.117,6.812,6.912,0.753,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-2.301,-7.057,-1.542,-2.395,-7.151,True
low_vol,dd_5,trail_20,5,6,66,495.2,6.0,0.0,100.0,1.016,-51.86,-51.86,9.18,9.266,9.014,9.107,8.903,9.001,8.626,8.737,0.804,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-1.796,-6.552,-1.037,-1.889,-6.645,True
low_vol,dd_5,trail_20,5,10,111,490.7,10.0,0.0,99.9,1.025,-49.37,-49.37,9.32,9.407,9.153,9.247,9.042,9.14,8.764,8.874,0.806,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-1.656,-6.412,-0.897,-1.75,-6.506,True
low_vol,dd_5,trail_20,5,15,177,461.6,14.99,0.0,99.9,1.09,-45.8,-45.8,8.357,8.448,8.182,8.276,8.065,8.161,7.773,7.875,0.726,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-2.627,-7.383,-1.868,-2.721,-7.477,True
low_vol,dd_5,time_3m,5,6,515,63.4,6.0,0.0,99.8,7.927,-56.47,-56.47,8.841,8.938,7.554,7.654,6.704,6.806,4.603,4.71,0.714,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-3.249,-8.005,-2.49,-3.349,-8.105,False
low_vol,dd_5,time_3m,5,10,853,63.7,9.98,0.0,99.0,7.878,-48.36,-48.36,11.991,12.092,10.676,10.773,9.807,9.902,7.664,7.752,0.941,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-0.13,-4.886,0.629,-0.227,-4.983,True
low_vol,dd_5,time_3m,5,15,1277,63.7,14.94,0.0,97.8,7.862,-46.4,-46.4,9.78,9.892,8.493,8.596,7.642,7.74,5.545,5.629,0.763,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-2.307,-7.063,-1.548,-2.41,-7.166,True
low_vol,dd_5,time_6m,5,6,258,126.7,6.0,0.0,99.9,3.971,-40.25,-40.25,12.068,12.15,11.402,11.491,10.959,11.053,9.858,9.963,0.987,0.958,10.903,15.659,10.144,3.847,6.321,8.809,0.588,-4.168,1.347,0.499,-4.257,True
low_vol,dd_5,time_6m,5,10,430,126.6,9.99,0.0,99.4,3.971,-43.98,-43.98,12.198,12.314,11.532,11.65,11.09,11.209,9.99,10.113,0.996,0.958,10.903,15.659,10.144,4.663,6.47,8.343,0.747,-4.009,1.506,0.629,-4.127,True
low_vol,dd_5,time_6m,5,15,645,126.3,14.95,0.0,98.4,3.971,-44.35,-44.35,11.665,11.831,11.002,11.161,10.562,10.716,9.469,9.611,0.955,0.958,10.903,15.659,10.144,5.122,6.526,8.004,0.258,-4.498,1.017,0.099,-4.657,True
low_vol,dd_5,drop_out,5,6,34,961.2,6.0,0.0,100.0,0.523,-41.47,-41.47,12.45,12.539,12.362,12.458,12.303,12.404,12.156,12.27,1.065,0.958,10.903,15.659,10.144,3.847,6.321,8.809,1.555,-3.201,2.314,1.459,-3.297,True
low_vol,dd_5,drop_out,5,10,69,789.4,10.0,0.0,99.9,0.637,-40.53,-40.53,11.786,11.875,11.679,11.775,11.608,11.708,11.43,11.542,1.007,0.958,10.903,15.659,10.144,4.663,6.47,8.343,0.872,-3.884,1.631,0.776,-3.98,True
low_vol,dd_5,drop_out,5,15,122,669.6,14.99,0.0,99.9,0.751,-44.11,-44.11,10.669,10.762,10.544,10.64,10.461,10.559,10.254,10.357,0.915,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-0.263,-5.019,0.496,-0.359,-5.115,True
low_vol,dd_10,rsi2d_gt90,5,6,2397,11.3,4.95,2.0,65.3,36.894,-50.61,-61.6,9.959,10.303,4.035,2.582,0.261,-2.267,-8.593,-13.424,0.348,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-8.321,-13.077,-7.562,-6.868,-11.624,False
low_vol,dd_10,rsi2d_gt90,5,10,3398,11.4,7.08,2.0,44.1,31.381,-49.18,-60.11,11.273,11.423,6.154,3.503,2.871,-1.465,-4.905,-12.88,0.415,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-7.4,-12.156,-6.641,-4.749,-9.505,False
low_vol,dd_10,rsi2d_gt90,5,15,4193,11.5,8.87,2.0,28.2,25.815,-49.56,-55.24,12.289,12.454,8.023,4.356,5.268,-0.719,-1.32,-12.366,0.486,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-6.547,-11.303,-5.788,-2.88,-7.636,False
low_vol,dd_10,death_cross,5,6,10694,2.6,5.13,0.4,66.3,164.601,-96.87,-99.09,9.578,9.863,-14.404,-19.131,-27.418,-34.098,-51.981,-60.543,-1.613,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-30.034,-34.79,-29.275,-25.307,-30.063,False
low_vol,dd_10,death_cross,5,10,15433,2.6,7.35,0.3,43.1,142.526,-91.56,-98.95,10.932,11.092,-10.425,-18.622,-22.34,-33.895,-45.683,-60.738,-1.562,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-29.525,-34.281,-28.766,-21.328,-26.084,False
low_vol,dd_10,death_cross,5,15,18998,2.6,8.96,0.3,22.0,116.966,-82.78,-99.28,10.418,9.851,-7.353,-20.039,-17.592,-35.321,-38.536,-61.991,-1.704,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-30.942,-35.698,-30.183,-18.256,-23.012,False
low_vol,dd_10,trail_10,5,6,304,107.4,5.99,0.0,99.8,4.679,-41.91,-41.91,8.577,8.665,7.821,7.905,7.32,7.401,6.076,6.151,0.707,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-2.998,-7.754,-2.239,-3.082,-7.838,False
low_vol,dd_10,trail_10,5,10,503,108.1,9.98,0.0,99.4,4.645,-48.23,-48.23,9.545,9.648,8.789,8.883,8.287,8.375,7.042,7.116,0.777,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-2.02,-6.776,-1.261,-2.114,-6.87,True
low_vol,dd_10,trail_10,5,15,798,101.9,14.92,0.0,98.3,4.913,-47.59,-47.59,9.717,9.886,8.915,9.071,8.384,8.531,7.066,7.191,0.789,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-1.832,-6.588,-1.073,-1.988,-6.744,True
low_vol,dd_10,trail_20,5,6,70,466.6,5.99,0.0,99.8,1.077,-49.81,-49.81,10.77,10.862,10.591,10.679,10.472,10.558,10.175,10.254,0.929,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-0.224,-4.98,0.535,-0.312,-5.068,True
low_vol,dd_10,trail_20,5,10,112,485.5,9.98,0.0,99.4,1.034,-44.79,-44.79,10.478,10.567,10.308,10.389,10.194,10.27,9.911,9.974,0.895,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-0.514,-5.27,0.245,-0.595,-5.351,True
low_vol,dd_10,trail_20,5,15,174,467.5,14.93,0.0,98.8,1.071,-43.58,-43.58,10.267,10.423,10.091,10.236,9.975,10.112,9.683,9.802,0.876,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-0.667,-5.423,0.092,-0.812,-5.568,True
low_vol,dd_10,time_3m,5,6,501,63.7,5.86,0.0,90.4,7.711,-50.31,-50.31,11.271,11.716,9.991,10.369,9.146,9.48,7.06,7.286,0.938,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-0.534,-5.29,0.225,-0.912,-5.668,True
low_vol,dd_10,time_3m,5,10,800,63.5,9.32,0.0,76.3,7.388,-45.21,-45.21,11.724,11.773,10.492,10.391,9.678,9.479,7.669,7.231,0.928,0.958,10.903,15.659,10.144,4.663,6.47,8.343,-0.512,-5.268,0.247,-0.411,-5.167,True
low_vol,dd_10,time_3m,5,15,1114,63.4,12.97,0.0,58.1,6.859,-51.48,-51.57,11.45,11.443,10.309,10.026,9.555,9.091,7.692,6.788,0.9,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-0.877,-5.633,-0.118,-0.594,-5.35,True
low_vol,dd_10,time_6m,5,6,256,126.2,5.93,0.0,94.9,3.94,-53.13,-53.13,7.729,7.959,7.094,7.304,6.673,6.869,5.626,5.79,0.697,0.958,10.903,15.659,10.144,3.847,6.321,8.809,-3.599,-8.355,-2.84,-3.809,-8.565,False
low_vol,dd_10,time_6m,5,10,423,125.9,9.78,0.0,89.1,3.906,-43.92,-43.92,12.136,12.719,11.481,12.019,11.046,11.554,9.966,10.401,1.045,0.958,10.903,15.659,10.144,4.663,6.47,8.343,1.116,-3.64,1.875,0.578,-4.178,True
low_vol,dd_10,time_6m,5,15,617,125.9,14.26,0.0,78.2,3.799,-47.25,-47.35,10.661,10.683,10.032,9.981,9.615,9.515,8.58,8.359,0.893,0.958,10.903,15.659,10.144,5.122,6.526,8.004,-0.922,-5.678,-0.163,-0.871,-5.627,True
low_vol,dd_10,drop_out,5,6,40,816.3,5.99,0.0,99.6,0.616,-46.73,-46.73,11.84,11.944,11.737,11.837,11.669,11.765,11.497,11.587,1.033,0.958,10.903,15.659,10.144,3.847,6.321,8.809,0.934,-3.822,1.693,0.834,-3.922,True
low_vol,dd_10,drop_out,5,10,86,631.7,9.97,0.0,99.0,0.794,-43.61,-43.61,12.436,12.582,12.302,12.44,12.213,12.345,11.991,12.108,1.07,0.958,10.903,15.659,10.144,4.663,6.47,8.343,1.537,-3.219,2.296,1.399,-3.357,True
