top_n,interval,smooth,total_return
30,6,21,4.802766391515285
31,6,21,4.596615171578411
32,6,21,4.49856962445465
33,6,21,4.35947276353266
34,6,21,4.191610066165153
35,6,21,4.452988838022573
36,6,21,4.515404439734606
37,6,21,4.622702823339641
38,6,21,4.617797426024586
39,6,21,4.5615344242107305
40,6,21,4.633982832915857
